Timestamp (ms),Timestamp,Speaker,Transcript,Showing （1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
4352510,01:12:32.510,m,drink,0,,0,,1,drink,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4352816,01:12:32.816,m,I don't wnat to spill,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
4355332,01:12:35.332,m,I don't want to spill,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
4362608,01:12:42.608,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4363662,01:12:43.662,m,it's okay,0,,0,,0,,,,,,1,it,,,,,,,0,1,childseyes,,,,,,,0,0,,,,,0,1,,
4374610,01:12:54.610,m,tissue?,0,,0,,1,tissue,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4375222,01:12:55.222,m,where's the tissues?,0,,0,,1,tissues,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4378860,01:12:58.860,m,booger?,0,,0,,1,booger,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4380288,01:13:00.288,m,xxx got more over,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4391678,01:13:11.678,m,you want Mommy open it?,0,,0,,1,mommy,,,,,2,you,it,,,,,,0,2,child,shapetoy,,,,,,1,0,,,,,0,2,,
4394160,01:13:14.160,m,let me wash my hands first,0,,0,,1,hands,,,,,2,me,my,,,,,,1,1,mother,mothershands,,,,,,1,1,,,,,1,2,,
4416158,01:13:36.158,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4420578,01:13:40.578,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4430778,01:13:50.778,m,you want Mommy open it?,0,,0,,1,mommy,,,,,2,you,it,,,,,,1,1,child,shapetoy,,,,,,1,0,,,,,0,2,,
4439414,01:13:59.414,m,you're gonna,0,,0,,0,,,,,,0,,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4439992,01:13:59.992,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4440536,01:14:00.536,m,we can't both sit up here and play it,0,,0,,0,,,,,,2,we,it,,,,,,0,2,motherandchild,shapetoy,,,,,,0,0,,,,,0,3,,
4443290,01:14:03.290,m,can you dump it on the chair?,0,,1,chair,1,chair,,,,,2,you,it,,,,,,0,2,child,shapetoy,,,,,,1,0,,,,,1,2,,
4447948,01:14:07.948,m,dump it,0,,0,,0,,,,,,1,it,,,,,,,0,1,shapetoy,,,,,,,0,0,,,,,0,1,,
4455666,01:14:15.666,m,hmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4456346,01:14:16.346,m,you wanna,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4457332,01:14:17.332,m,you wanna throw them so badly,0,,0,,0,,,,,,2,you,them,,,,,,0,2,child,shapetoy,,,,,,0,0,,,,,0,2,,
4465934,01:14:25.934,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4483070,01:14:43.70,m,hey,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4483410,01:14:43.410,m,you did it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,dumpshapes,,,,,,0,0,,,,,0,2,,
4485450,01:14:45.450,m,all the shapes,0,,0,,1,shapes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4488374,01:14:48.374,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4489122,01:14:49.122,m,Mommy's gonna seal it,1,shapetoy,0,,1,mommy,,,,,1,it,,,,,,,0,1,shapetoy,,,,,,,1,0,,,,,1,1,,
4491434,01:14:51.434,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4494902,01:14:54.902,m,aren't you gonna put them back in?,1,shapetoy,0,,0,,,,,,2,you,them,,,,,,0,2,child,shapetoy,,,,,,0,0,,,,,0,2,,
4499118,01:14:59.118,m,just gonna go up and,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4500614,01:15:00.614,m,stand on it,0,,0,,0,,,,,,1,it,,,,,,,0,1,purpleshapetoy,,,,,,,0,0,,,,,0,1,,
4503912,01:15:03.912,m,purple and purple bug,0,,0,,1,purple,purple,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4518226,01:15:18.226,m,can I look at you?,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
4519654,01:15:19.654,m,side by side,0,,0,,2,side,side,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4520368,01:15:20.368,m,let me see your eyes,0,,0,,1,eyes,,,,,2,me,your,,,,,,1,1,mother,childseyes,,,,,,1,1,,,,,1,2,,
4522306,01:15:22.306,m,side by side,0,,0,,2,side,side,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4523020,01:15:23.20,m,let me see your eyes,0,,0,,1,eyes,,,,,2,me,your,,,,,,1,1,mother,childseyes,,,,,,1,1,,,,,1,2,,
4529922,01:15:29.922,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4530398,01:15:30.398,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4530704,01:15:30.704,m,go get the,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4531588,01:15:31.588,m,thing,1,shapetoy,0,,1,thing,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4531860,01:15:31.860,m,I'll put the shapes in,0,,0,,1,shapes,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
4538626,01:15:38.626,m,whooh that's gonna be really loud,0,,0,,0,,,,,,1,that,,,,,,,0,1,bowl,,,,,,,0,0,,,,,0,1,,
4541822,01:15:41.822,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4554538,01:15:54.538,m,just,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4636410,01:17:16.410,m,are those fun to xxx?,0,,0,,0,,,,,,1,those,,,,,,,0,1,shapetoy,,,,,,,0,0,,,,,1,0,,
4640456,01:17:20.456,m,not too big,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4642360,01:17:22.360,m,hey that was actually kinda good,0,,0,,0,,,,,,1,that,,,,,,,0,1,playwithtoysinbowl,,,,,,,0,0,,,,,0,1,,
4644060,01:17:24.60,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4650962,01:17:30.962,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4651812,01:17:31.812,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4653444,01:17:33.444,m,you are gonna pick those up?,0,,0,,0,,,,,,2,you,those,,,,,,0,2,child,shapetoy,,,,,,0,0,,,,,0,2,,
4655178,01:17:35.178,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4660346,01:17:40.346,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4662386,01:17:42.386,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4666772,01:17:46.772,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4667146,01:17:47.146,m,what if we put,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
4667826,01:17:47.826,m,the dinosaur and the lion,0,,0,,2,dinosaur,lion,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4669118,01:17:49.118,m,in there too?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4679012,01:17:59.12,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4692918,01:18:12.918,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4693598,01:18:13.598,m,that was good,0,,0,,0,,,,,,1,that,,,,,,,0,1,playwithtoysinbowl,,,,,,,0,0,,,,,0,1,,
4695366,01:18:15.366,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4697134,01:18:17.134,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4701350,01:18:21.350,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4702200,01:18:22.200,m,you dropped some,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
4730692,01:18:50.692,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4735996,01:18:55.996,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4743306,01:19:03.306,m,you can do it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,puttoyinbowl,,,,,,0,0,,,,,0,2,,
4755036,01:19:15.36,m,you are doing really well,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4758062,01:19:18.62,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4759830,01:19:19.830,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4761666,01:19:21.666,m,you look like a professional,0,,0,,1,professional,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,0,1,,
4765032,01:19:25.32,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4782576,01:19:42.576,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4782984,01:19:42.984,m,Mommy's getting messages,0,,0,,2,mommy,messages,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4790668,01:19:50.668,m,what if we put these ones in?s,1,othertoys,0,,1,ones,,,,,2,we,these,,,,,,0,2,motherandchild,othertoys,,,,,,1,1,,,,,1,2,,
4847074,01:20:47.74,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4848468,01:20:48.468,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4850406,01:20:50.406,m,big mess,0,,0,,1,mess,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4851290,01:20:51.290,m,will you clean it all up?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,mess,,,,,,0,0,,,,,0,3,,
4853398,01:20:53.398,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4877198,01:21:17.198,m,uhoh hey,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4877674,01:21:17.674,m,there's more on the ground,0,,0,,1,ground,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
4878728,01:21:18.728,m,why don't you keep picking it up?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,shapetoy,,,,,,0,0,,,,,0,2,,
4883590,01:21:23.590,m,there's,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4884066,01:21:24.66,m,three over there,0,,1,shapetoy,1,three,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4889336,01:21:29.336,m,one,0,,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4890594,01:21:30.594,m,two,0,,0,,1,two,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4892260,01:21:32.260,m,three,0,,0,,1,three,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4908206,01:21:48.206,m,you want me to hold it?,0,,0,,0,,,,,,3,you,me,it,,,,,0,3,child,mother,bowl,,,,,0,0,,,,,0,3,,
4910722,01:21:50.722,m,like this?,1,bowl,0,,0,,,,,,1,this,,,,,,,0,1,bowl,,,,,,,0,0,,,,,0,1,,
4916672,01:21:56.672,m,you are better than me bug,0,,0,,1,bug,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,1,1,,,,,1,2,,
4923608,01:22:03.608,m,I dropped the dino,0,,1,dinosaurtoy,1,dino,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
4932754,01:22:12.754,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4941798,01:22:21.798,m,is that all of them?,0,,0,,0,,,,,,2,that,them,,,,,,0,2,shapetoy,shapetoy,,,,,,0,0,,,,,0,2,,
4947204,01:22:27.204,m,I keep dropping them,0,,0,,0,,,,,,2,i,them,,,,,,0,2,mother,shapetoy,,,,,,0,0,,,,,0,2,,
4951352,01:22:31.352,m,there's one over there,0,,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4953154,01:22:33.154,m,the yellow one,0,,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4956724,01:22:36.724,m,you do it?,1,bowl,0,,0,,,,,,2,you,it,,,,,,0,2,child,playwithtoysinbowl,,,,,,0,0,,,,,0,2,,
4958492,01:22:38.492,m,Mommy does it?,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,playwithtoysinbowl,,,,,,,1,0,,,,,0,1,,
4959648,01:22:39.648,m,Usher does it,0,,0,,1,usher,,,,,1,it,,,,,,,0,1,playwithtoysinbowl,,,,,,,1,0,,,,,0,1,,
4960906,01:22:40.906,m,we do it together?,0,,0,,0,,,,,,2,we,it,,,,,,0,2,motherandchild,playwithtoysinbowl,,,,,,0,0,,,,,0,2,,
4962742,01:22:42.742,m,whooh whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4964476,01:22:44.476,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4966584,01:22:46.584,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4969032,01:22:49.32,m,hold on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4986576,01:23:06.576,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4987086,01:23:07.86,m,I don't know about that one,0,,0,,1,one,,,,,2,i,that,,,,,,1,1,mother,toy2,,,,,,1,1,,,,,0,1,,
4990656,01:23:10.656,m,I'm calling the pediatrician,0,,0,,1,pediatrician,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
4991846,01:23:11.846,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4992050,01:23:12.50,m,bug?,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4992594,01:23:12.594,m,just hold on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5006738,01:23:26.738,m,still,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5007112,01:23:27.112,m,busy,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5008336,01:23:28.336,m,what,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
5008982,01:23:28.982,m,the,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
5011838,01:23:31.838,m,thanks for repeating that,0,,0,,0,,,,,,1,that,,,,,,,0,1,childrepeating,,,,,,,0,0,,,,,1,1,,
5018842,01:23:38.842,m,I feel like this is getting out of control,0,,0,,0,,,,,,2,i,this,,,,,,0,2,mother,bowl,,,,,,0,0,,,,,1,2,,
5021528,01:23:41.528,m,there's too many things in this bowl,0,,0,,2,things,bowl,,,,1,this,,,,,,,1,0,bowl,,,,,,,1,1,,,,,2,1,,
5035128,01:23:55.128,m,there's a blue one over there,0,,1,blueshapetoy,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
5039106,01:23:59.106,m,see the blue one?,0,,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5068380,01:24:28.380,m,should we throw the ball down the hallway?,0,,0,,2,ball,hallway,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,2,1,,
5070828,01:24:30.828,m,yeah?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5075928,01:24:35.928,m,hey,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5076710,01:24:36.710,m,your ball was in here this morning,0,,0,,2,ball,morning,,,,2,your,this,,,,,,2,0,childsballtoy,morning,,,,,,1,1,,,,,2,1,,
5078206,01:24:38.206,m,where is it?,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5080824,01:24:40.824,m,where is the ball?,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5084360,01:24:44.360,m,ball,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5087998,01:24:47.998,m,how did you already get it under the couch?,0,,0,,1,couch,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,1,0,,,,,1,2,,
5091976,01:24:51.976,m,get the broom,0,,0,,1,broom,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5099082,01:24:59.82,m,get the broom,0,,0,,1,broom,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5101190,01:25:01.190,m,Mommy will get the ball,0,,0,,2,mommy,ball,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5110846,01:25:10.846,m,broom,0,,0,,1,broom,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5112070,01:25:12.70,m,Usher broom,0,,0,,2,usher,broom,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5125874,01:25:25.874,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5128084,01:25:28.84,m,are you ready?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5129410,01:25:29.410,m,I'm gonna xxx come in this way,0,,1,way,1,way,,,,,2,i,this,,,,,,1,1,mother,way,,,,,,1,1,,,,,1,1,,
5135258,01:25:35.258,m,oh my god,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5138556,01:25:38.556,m,oh I got it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
5143962,01:25:43.962,m,can you put the broom back?,1,broom,0,,1,broom,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
5145934,01:25:45.934,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5147702,01:25:47.702,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5150422,01:25:50.422,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5186292,01:26:26.292,m,I'm gonna throw it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childsballtoy,,,,,,0,0,,,,,0,2,,
5187210,01:26:27.210,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5189760,01:26:29.760,m,you ready?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5190508,01:26:30.508,m,Usher?,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5195166,01:26:35.166,m,go get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5198022,01:26:38.22,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5204482,01:26:44.482,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5204958,01:26:44.958,m,are you gonna kick it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,0,0,,,,,0,2,,
5206488,01:26:46.488,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5206930,01:26:46.930,m,kick it to Mommy,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,1,0,,,,,0,1,,
5207780,01:26:47.780,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5209650,01:26:49.650,m,one,0,,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5210602,01:26:50.602,m,two,0,,0,,1,two,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5211282,01:26:51.282,m,three,0,,0,,1,three,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5211860,01:26:51.860,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5212812,01:26:52.812,m,that was a good kick,0,,0,,1,kick,,,,,1,that,,,,,,,0,1,kick,,,,,,,1,1,,,,,1,1,,
5216858,01:26:56.858,m,trap,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5218728,01:26:58.728,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5222842,01:27:02.842,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5227534,01:27:07.534,m,you throw it against the wall?,0,,0,,1,wall,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,1,0,,,,,1,2,,
5232668,01:27:12.668,m,Mommy's so tired,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5239434,01:27:19.434,m,you throw it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,0,0,,,,,0,2,,
5248478,01:27:28.478,m,under the chair,0,,0,,1,chair,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5250450,01:27:30.450,m,what should we do?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
5255244,01:27:35.244,m,blow,0,,0,,1,blow,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5268572,01:27:48.572,m,I don't think we need the broom bug,0,,0,,2,broom,bug,,,,2,i,we,,,,,,0,2,mother,motherandchild,,,,,,1,0,,,,,2,2,,
5271768,01:27:51.768,m,I don't,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
5272754,01:27:52.754,m,I think it might we can just get it,0,,0,,0,,,,,,3,i,we,it,,,,,0,3,mother,motherandchild,childsballtoy,,,,,0,0,,,,,0,4,,
5282002,01:28:02.2,m,found it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5286966,01:28:06.966,m,are you ready?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
5288326,01:28:08.326,m,xxx you wanna kick it down the hall,0,,0,,1,hall,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,1,0,,,,,1,2,,
5290468,01:28:10.468,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5291658,01:28:11.658,m,ready?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5292814,01:28:12.814,m,kick,1,kick,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5293732,01:28:13.732,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5294990,01:28:14.990,m,go get it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5298900,01:28:18.900,m,you kick it down the hall,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,1,0,,,,,1,2,,
5299852,01:28:19.852,m,big kick down the hall,0,,0,,2,kick,hall,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
5302368,01:28:22.368,m,big kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5303150,01:28:23.150,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5311990,01:28:31.990,m,you threw it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsballtoy,,,,,,0,0,,,,,0,2,,
5313486,01:28:33.486,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
5325488,01:28:45.488,m,throw it,0,,0,,0,,,,,,1,it,,,,,,,0,1,childsballtoy,,,,,,,0,0,,,,,0,1,,
5326916,01:28:46.916,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5329160,01:28:49.160,m,kick,0,,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5331744,01:28:51.744,m,trap,0,,0,,1,trap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
5333376,01:28:53.376,m,kick,1,kick,0,,1,kick,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
