Timestamp (ms),Timestamp,Speaker,Transcript,Showing （1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
1630504,00:27:10.504,m,[gasp] I love you through and through,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,1,2,,
1632884,00:27:12.884,m,that's a good book,0,,0,,1,book,,,,,1,that,,,,,,,0,1,lovebook,,,,,,,1,1,,,,,1,1,,
1634992,00:27:14.992,m,is that enough?,0,,0,,0,,,,,,1,that,,,,,,,0,1,lovebook,,,,,,,0,0,,,,,0,1,,
1636624,00:27:16.624,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1642098,00:27:22.98,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1644206,00:27:24.206,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1646654,00:27:26.654,m,this one?,1,lovebook,0,,1,one,,,,,1,this,,,,,,,0,1,lovebook,,,,,,,1,1,,,,,1,0,,
1649068,00:27:29.68,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1669026,00:27:49.26,m,outside,0,,0,,1,outside,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1670352,00:27:50.352,m,outside,0,,0,,1,outside,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1750286,00:29:10.286,m,ein baya ein baya,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1835958,00:30:35.958,m,yeah I took a picture of you,1,picture,0,,1,picture,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,1,0,,,,,1,2,,
1838652,00:30:38.652,m,Daddy thinks you are okay,0,,0,,1,daddy,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1843404,00:30:43.404,m,oh wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1967529,00:32:47.529,m,yeah you ripped that off remember?,0,,0,,0,,,,,,2,you,that,,,,,,0,2,child,bookpage,,,,,,0,0,,,,,0,2,,
1970195,00:32:50.195,m,don't rip,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1971466,00:32:51.466,m,don't,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1973109,00:32:53.109,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1976862,00:32:56.862,m,I love you just the way you are,0,,0,,0,,,,,,3,i,you,you,,,,,0,3,mother,child,child,,,,,0,0,,,,,1,3,,
1984988,00:33:04.988,m,did you pick up these books here?,0,,0,,1,books,,,,,2,you,these,,,,,,1,1,child,book,,,,,,1,1,,,,,1,1,,
1987368,00:33:07.368,m,you don't want to read Fernandi anymore?,0,,0,,1,fernandi,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
1991890,00:33:11.890,m,[yawn],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1994848,00:33:14.848,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1995290,00:33:15.290,m,more what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1997466,00:33:17.466,m,more books?,0,,0,,1,books,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2001750,00:33:21.750,m,is that your Spanish book?,0,,0,,1,spanishbook,,,,,2,that,your,,,,,,1,1,spanishbook,spanishbook,,,,,,1,1,,,,,1,1,,
2005932,00:33:25.932,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2021062,00:33:41.62,m,that's enough,0,,0,,0,,,,,,1,that,,,,,,,0,1,books,,,,,,,0,0,,,,,0,1,,
2022048,00:33:42.48,m,book,0,,0,,1,book,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2030820,00:33:50.820,m,we haven't even read the books in these piles,0,,0,,2,books,piles,,,,2,we,these,,,,,,1,1,motherandchild,piles,,,,,,1,1,,,,,2,1,,
2035886,00:33:55.886,m,you want me to read these books?,1,books,0,,1,books,,,,,3,you,me,these,,,,,1,2,child,mother,book,,,,,1,1,,,,,1,2,,
2040170,00:34:00.170,m,xxx this one?,1,boxandsocksbook,0,,1,one,,,,,1,this,,,,,,,1,0,boxandsocksbook,,,,,,,1,1,,,,,0,0,,
2043162,00:34:03.162,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2058496,00:34:18.496,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2059346,00:34:19.346,m,Mommy is not gonna just read all the books while you run around,0,,0,,2,mommy,books,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
2062610,00:34:22.610,m,all done?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2064004,00:34:24.4,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2064514,00:34:24.514,m,all done,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2065942,00:34:25.942,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2066418,00:34:26.418,m,you'd go do something else?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
2068798,00:34:28.798,m,you can go get your babies,0,,0,,1,babies,,,,,2,you,your,,,,,,1,1,child,childsbabiestoy,,,,,,1,1,,,,,1,2,,
2070872,00:34:30.872,m,they are on your bed,0,,0,,1,bed,,,,,2,they,your,,,,,,1,1,childsbabiestoy,childsbed,,,,,,1,1,,,,,1,2,,
2073388,00:34:33.388,m,I'll open the stroller for you,0,,0,,1,stroller,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,1,0,,,,,1,2,,
2094706,00:34:54.706,m,it's okay,0,,0,,0,,,,,,1,it,,,,,,,0,1,getbabiestoy,,,,,,,0,0,,,,,0,1,,
2095386,00:34:55.386,m,you can xxx get your babies,0,,0,,1,babies,,,,,2,you,your,,,,,,1,1,child,childsbabiestoy,,,,,,1,1,,,,,1,2,,
2096712,00:34:56.712,m,they are on your bed,0,,0,,1,bed,,,,,2,they,your,,,,,,1,1,childsbabiestoy,childsbed,,,,,,1,1,,,,,1,2,,
2134520,00:35:34.520,m,you okay?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2139212,00:35:39.212,m,what happened to your stroller?,0,,0,,1,stroller,,,,,1,your,,,,,,,1,0,stroller,,,,,,,1,1,,,,,1,2,,
2147474,00:35:47.474,m,you want me to help you?,0,,0,,0,,,,,,3,you,me,you,,,,,0,3,child,mother,child,,,,,0,0,,,,,0,3,,
2149344,00:35:49.344,m,where's your other baby?,0,,0,,1,baby,,,,,1,your,,,,,,,1,0,childsbabiestoy,,,,,,,1,1,,,,,1,1,,
2150296,00:35:50.296,m,where's little baby?,0,,1,childsbabiestoy,1,baby,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2151486,00:35:51.486,m,in the stroller,0,,0,,1,stroller,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2154308,00:35:54.308,m,can you go get it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,stroller,,,,,,0,0,,,,,0,2,,
2159442,00:35:59.442,m,Mommy help you?,0,,0,,1,mommy,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
2161720,00:36:01.720,m,what do you need help with?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,2,,
2163930,00:36:03.930,m,help with the stroller?,0,,0,,1,stroller,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2166378,00:36:06.378,m,say stroller help,0,,0,,1,stroller,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2169268,00:36:09.268,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2174810,00:36:14.810,m,okay babies,0,,0,,1,babies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2182358,00:36:22.358,m,ugh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2182936,00:36:22.936,m,pretty stuck,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2184160,00:36:24.160,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2254948,00:37:34.948,m,neck,0,,0,,1,neck,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2256342,00:37:36.342,m,no?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2256852,00:37:36.852,m,baby neck?,0,,0,,1,babyneck,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
2260286,00:37:40.286,m,like that?,1,scarfonbabysneck,0,,0,,,,,,1,that,,,,,,,0,1,scarfonbabysneck,,,,,,,0,0,,,,,0,1,,
2262938,00:37:42.938,m,keeps the baby warm?,0,,0,,1,baby,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2270962,00:37:50.962,m,bug do you want chicken or meatballs?,0,,0,,3,bug,chicken,meatballs,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,3,1,,
2275688,00:37:55.688,m,I think you wanna chicken,0,,0,,1,chicken,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,1,0,,,,,0,2,,
2298366,00:38:18.366,m,what are you doing?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
2301222,00:38:21.222,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2324988,00:38:44.988,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2340084,00:39:00.84,m,what are you gonna do?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
2345864,00:39:05.864,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2375308,00:39:35.308,m,[yawn],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2375784,00:39:35.784,m,Mommy's so tired,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2378028,00:39:38.28,m,you woke up so early,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2380136,00:39:40.136,m,you're gonna sweep?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2382482,00:39:42.482,m,sweep,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2388500,00:39:48.500,m,that's good sweeping,0,,0,,0,,,,,,1,that,,,,,,,0,1,sweeping,,,,,,,0,0,,,,,1,1,,
2393634,00:39:53.634,m,you bonked your head?,0,,0,,1,head,,,,,2,you,your,,,,,,1,1,child,childshead,,,,,,1,1,,,,,1,2,,
2396082,00:39:56.82,m,you want me to hold it?,0,,0,,0,,,,,,3,you,me,it,,,,,0,3,child,mother,broom,,,,,0,0,,,,,0,3,,
2398326,00:39:58.326,m,I don't want to sweep,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
2399652,00:39:59.652,m,I already sweeped last night,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,1,1,,
2406588,00:40:06.588,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2406928,00:40:06.928,m,maybe we can get,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2407812,00:40:07.812,m,the xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2410600,00:40:10.600,m,put it down,0,,1,dustpan,0,,,,,,1,it,,,,,,,0,1,dustpan,,,,,,,0,0,,,,,0,1,,
2411518,00:40:11.518,m,and Mommy will sweep xxx,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2414714,00:40:14.714,m,yay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2417672,00:40:17.672,m,oh that didn't go in,0,,0,,0,,,,,,1,that,,,,,,,0,1,garbage,,,,,,,0,0,,,,,0,1,,
2418862,00:40:18.862,m,there we go,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2419270,00:40:19.270,m,go throw it away,0,,0,,0,,,,,,1,it,,,,,,,0,1,garbage,,,,,,,0,0,,,,,0,1,,
2421752,00:40:21.752,m,go dump that in the garbage,0,,0,,1,garbage,,,,,1,that,,,,,,,0,1,garbage,,,,,,,1,0,,,,,1,0,,
2424438,00:40:24.438,m,carefully,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2441812,00:40:41.812,m,did you do it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,throwgarbage,,,,,,0,0,,,,,0,2,,
2443784,00:40:43.784,m,more?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2444838,00:40:44.838,m,hmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2447218,00:40:47.218,m,hmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2448306,00:40:48.306,m,I don't see much more to sweep bug,0,,0,,1,bug,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
2456636,00:40:56.636,m,hmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2457792,00:40:57.792,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2458336,00:40:58.336,m,you know I bet xxx under the couch,0,,0,,1,couch,,,,,2,you,i,,,,,,0,2,child,mother,,,,,,1,0,,,,,1,2,,
2461566,00:41:01.566,m,mm dirt,0,,0,,1,dirt,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2473976,00:41:13.976,m,what do you think?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
2476152,00:41:16.152,m,should you dump it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,garbage,,,,,,0,0,,,,,0,2,,
2477682,00:41:17.682,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2478260,00:41:18.260,m,careful careful,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2481524,00:41:21.524,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2482272,00:41:22.272,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2484652,00:41:24.652,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2485774,00:41:25.774,m,oh it's all gone?,0,,0,,0,,,,,,1,it,,,,,,,0,1,garbage,,,,,,,0,0,,,,,0,2,,
2497776,00:41:37.776,m,anything good coming out of there?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2498966,00:41:38.966,m,I see some dirt,0,,0,,1,dirt,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
2503692,00:41:43.692,m,hey you have to put it down,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,dustpan,,,,,,0,0,,,,,0,2,,
2504678,00:41:44.678,m,most of the dirt will get on,0,,0,,1,dirt,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2507364,00:41:47.364,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2523310,00:42:03.310,m,is that good cleaning?,0,,0,,0,,,,,,1,that,,,,,,,0,1,cleaning,,,,,,,0,0,,,,,1,0,,
2525112,00:42:05.112,m,should we vacuum?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2526880,00:42:06.880,m,it really kinda needs vacuum did it?,0,,0,,0,,,,,,2,it,it,,,,,,0,2,floor,floor,,,,,,0,0,,,,,0,2,,
2531742,00:42:11.742,m,hmm?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2533544,00:42:13.544,m,oh xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2534891,00:42:14.891,m,um,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2546464,00:42:26.464,m,you wanna vacuum bug?,0,,0,,1,bug,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
2548436,00:42:28.436,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2551836,00:42:31.836,m,let me see your eyes more,0,,0,,1,eyes,,,,,2,me,your,,,,,,1,1,mother,childseyes,,,,,,1,1,,,,,1,2,,
2554012,00:42:34.12,m,come here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2562410,00:42:42.410,m,does it feel okay?,0,,0,,0,,,,,,1,it,,,,,,,0,1,childseyes,,,,,,,0,0,,,,,0,1,,
2563736,00:42:43.736,m,is your eye owy or is it okay?,0,,0,,1,eye,,,,,2,your,it,,,,,,1,1,childseyes,childseyes,,,,,,1,1,,,,,2,2,,
2568292,00:42:48.292,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2569074,00:42:49.74,m,hold still,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2569482,00:42:49.482,m,Mommy does it,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,cleanchildseyes,,,,,,,1,0,,,,,0,1,,
2579478,00:42:59.478,m,okay we have to,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2580056,00:43:00.56,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2582606,00:43:02.606,m,before we s/ vacuum,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2584238,00:43:04.238,m,we have to take everything off the rug,0,,0,,1,rug,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,2,,
2585768,00:43:05.768,m,can you help me,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
2586652,00:43:06.652,m,take everything off the rug?,0,,0,,1,rug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
2588896,00:43:08.896,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2590732,00:43:10.732,m,will you put that on the table?,1,bowl,0,,1,table,,,,,2,you,that,,,,,,0,2,child,bowl,,,,,,1,0,,,,,1,2,,
2595118,00:43:15.118,m,yeah you can put in on the counter,0,,0,,1,counter,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
2596274,00:43:16.274,m,that's fine,0,,0,,0,,,,,,1,that,,,,,,,0,1,putoncounter,,,,,,,0,0,,,,,0,1,,
2604536,00:43:24.536,m,um,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2605284,00:43:25.284,m,will you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2607086,00:43:27.86,m,put your,0,,1,stuffedanimalbin,0,,,,,,1,your,,,,,,,0,1,stuffedanimalbin,,,,,,,0,0,,,,,0,1,,
2608548,00:43:28.548,m,stuffed animal bin back up?,0,,0,,1,stuffedanimalbin,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2611336,00:43:31.336,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2612458,00:43:32.458,m,back up where it goes,0,,0,,0,,,,,,1,it,,,,,,,0,1,stuffedanimalbin,,,,,,,0,0,,,,,0,1,,
2616470,00:43:36.470,m,do you need help?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,1,,
2617830,00:43:37.830,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2618476,00:43:38.476,m,you take the side,0,,1,side,1,side,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
2620754,00:43:40.754,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2625038,00:43:45.38,m,um,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2625174,00:43:45.174,m,will you put your toys in the box?,0,,1,childstoys,2,toys,box,,,,2,you,your,,,,,,1,1,child,childstoys,,,,,,1,1,,,,,2,2,,
2642786,00:44:02.786,m,I still see toys on the ground,0,,0,,2,toys,ground,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,2,1,,
2644078,00:44:04.78,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2645642,00:44:05.642,m,put your doodle pad somewhere,0,,1,childsdoodlepad,1,doodlepad,,,,,1,your,,,,,,,1,0,childsdoodlepad,,,,,,,1,1,,,,,2,1,,
2650572,00:44:10.572,m,will you put that away too?,0,,1,toy,0,,,,,,2,you,that,,,,,,0,2,child,toy,,,,,,0,0,,,,,0,2,,
2655264,00:44:15.264,m,will you pick it up?,0,,1,box,0,,,,,,2,you,it,,,,,,0,2,child,toy,,,,,,0,0,,,,,0,2,,
2655978,00:44:15.978,m,you can put it in here,0,,1,box,0,,,,,,2,you,it,,,,,,0,2,child,toy,,,,,,0,0,,,,,0,2,,
2656794,00:44:16.794,m,then we'll know where it is,0,,0,,0,,,,,,2,we,it,,,,,,0,2,motherandchild,toy,,,,,,0,0,,,,,0,2,,
2665906,00:44:25.906,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2669884,00:44:29.884,m,and um,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2670360,00:44:30.360,m,Olaf,0,,0,,1,olaf,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2670734,00:44:30.734,m,you can put it there,0,,1,box,0,,,,,,2,you,it,,,,,,0,2,child,olaftoy,,,,,,0,0,,,,,0,2,,
2671686,00:44:31.686,m,what about that bin?,0,,1,box,1,bin,,,,,1,that,,,,,,,1,0,box,,,,,,,1,1,,,,,1,1,,
2672400,00:44:32.400,m,it goes in there,0,,1,box,0,,,,,,1,it,,,,,,,0,1,olaftoy,,,,,,,0,0,,,,,0,1,,
2679200,00:44:39.200,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2679846,00:44:39.846,m,where should we put the stroller?,0,,0,,1,stroller,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
2687326,00:44:47.326,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2688584,00:44:48.584,m,come here booger boy,0,,0,,1,boogerboy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2692596,00:44:52.596,m,now we c/an,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
2693072,00:44:53.72,m,now we can get it,0,,0,,0,,,,,,2,we,it,,,,,,0,2,motherandchild,vacuum,,,,,,0,0,,,,,0,2,,
2696744,00:44:56.744,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2701674,00:45:01.674,m,vacuum,0,,0,,1,vacuum,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2705210,00:45:05.210,m,you would,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2705686,00:45:05.686,m,you would like to help with the vacuum,0,,0,,1,vacuum,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
2708984,00:45:08.984,m,is this our vacuum?,0,,0,,1,vacuum,,,,,2,this,our,,,,,,1,1,vacuum,,,,,,,1,1,,,,,0,2,,
2711330,00:45:11.330,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2713914,00:45:13.914,m,it's okay,0,,0,,0,,,,,,1,it,,,,,,,0,1,vacuum,,,,,,,0,0,,,,,0,1,,
2716498,00:45:16.498,m,hold on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2717110,00:45:17.110,m,can we shut the door?,0,,0,,1,door,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
2720986,00:45:20.986,m,I know,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
2733838,00:45:33.838,m,can you let go of my hand?,0,,0,,1,hand,,,,,2,you,my,,,,,,1,1,child,mothershand,,,,,,1,1,,,,,1,2,,
2767056,00:46:07.56,m,yeah you are gonna help me,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
2772326,00:46:12.326,m,help,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2774536,00:46:14.536,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2775896,00:46:15.896,m,I'm gonna turn it on,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,vacuum,,,,,,0,0,,,,,0,2,,
2785348,00:46:25.348,m,can you help me?,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
2845392,00:47:25.392,m,good helping,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
