Timestamp (ms),Timestamp,Speaker,Transcript,Showing（1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
1161440,00:19:21.440,m,umm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1161950,00:19:21.950,m,why,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1163650,00:19:23.650,m,do you want to go,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1164704,00:19:24.704,m,we  we also have class today,0,,0,,1,class,,,,,2,we,we,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,2,2,,
1167356,00:19:27.356,m,we are gonna go to school,0,,0,,1,school,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
1171096,00:19:31.96,m,grandma and grandpa are here,0,,0,,2,grandma,grandpa,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
1175652,00:19:35.652,m,[laughing],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1176468,00:19:36.468,m,Al come over here,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1188878,00:19:48.878,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1189116,00:19:49.116,m,that is where your berries were,0,,0,,1,berries,,,,,2,that,your,,,,,,1,1,berries,,,,,,,1,1,,,,,1,2,,
1192312,00:19:52.312,m,you want more berries?,0,,0,,1,berries,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1194658,00:19:54.658,m,what do you say?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1196630,00:19:56.630,m,please,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1198262,00:19:58.262,m,so you can finish your eggs and I will get you more berries ok?,0,,0,,2,eggs,berries,,,,4,you,your,i,you,,,,1,3,child,egg,mother,child,,,,1,1,,,,,2,4,,
1291048,00:21:31.48,m,we need to put your helmet on outside before we go outside,0,,0,,3,helmet,outside,outside,,,3,we,your,we,,,,,1,2,motherandchild,childshelmet,motherandchild,,,,,1,1,,,,,1,3,,
1297406,00:21:37.406,m,are you putting one leg up?,0,,0,,1,leg,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1302404,00:21:42.404,m,who is on the phone?,0,,0,,1,phone,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
1303254,00:21:43.254,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1305770,00:21:45.770,m,oh why don't we put that downstairs?,0,,0,,1,downstairs,,,,,2,we,that,,,,,,0,2,motherandchild,childsscrooter,,,,,,1,0,,,,,0,1,,
1309374,00:21:49.374,m,[laughing],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1313420,00:21:53.420,m,you are showing of right now,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1320322,00:22:00.322,m,Al,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1320764,00:22:00.764,m,can you finish it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,berries,,,,,,0,0,,,,,0,2,,
1369010,00:22:49.10,m,are you jumping?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1378972,00:22:58.972,m,what's that?,0,,0,,0,,,,,,1,that,,,,,,,0,1,toy,,,,,,,0,0,,,,,0,2,,
1382100,00:23:02.100,m,can't hear what are you talking about,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1385466,00:23:05.466,m,okay ready,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1386282,00:23:06.282,m,berries,0,,0,,1,berries,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1388730,00:23:08.730,m,big berries,0,,0,,1,berries,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1389682,00:23:09.682,m,come,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1396686,00:23:16.686,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1397536,00:23:17.536,m,look at those berries,0,,0,,1,berries,,,,,1,those,,,,,,,1,0,berry,,,,,,,1,1,,,,,1,0,,
1401106,00:23:21.106,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1401752,00:23:21.752,m,why don't you finish your eggs too?,0,,0,,1,eggs,,,,,2,you,your,,,,,,1,1,child,eggs,,,,,,1,1,,,,,1,2,,
1407464,00:23:27.464,m,ummm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1408586,00:23:28.586,m,here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1409198,00:23:29.198,m,take this big bite,0,,0,,1,bite,,,,,1,this,,,,,,,1,0,bite,,,,,,,1,1,,,,,1,0,,
1415998,00:23:35.998,m,where were the shirts from yesterday?,0,,0,,1,shirts,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
1419194,00:23:39.194,m,remeber you wore that by the pool,0,,1,lambtoy,1,pool,,,,,2,you,that,,,,,,0,2,child,shirt,,,,,,1,0,,,,,2,1,,
1469718,00:24:29.718,m,here Al,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1470160,00:24:30.160,m,sit down with mommy okay?,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1472404,00:24:32.404,m,I will some more berries,0,,0,,1,berries,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,2,,
1475566,00:24:35.566,m,all the berries,0,,0,,1,berries,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1476586,00:24:36.586,m,and then water is there too,0,,0,,1,water,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
1534964,00:25:34.964,m,yes you do,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1537378,00:25:37.378,m,show me how will you eat your berries please,0,,0,,1,berries,,,,,3,me,you,your,,,,,1,2,mother,child,berry,,,,,1,1,,,,,1,3,,
1545606,00:25:45.606,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1554174,00:25:54.174,m,where is your eye,0,,0,,1,eye,,,,,1,your,,,,,,,1,0,childseye,,,,,,,1,1,,,,,1,1,,
1557472,00:25:57.472,m,where is your eye,0,,0,,1,eye,,,,,1,your,,,,,,,1,0,childseye,,,,,,,1,1,,,,,1,1,,
1560906,00:26:00.906,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1560974,00:26:00.974,m,you want to do two?,1,two,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1564272,00:26:04.272,m,here is two,1,two,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1567502,00:26:07.502,m,here you go,1,two,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1570290,00:26:10.290,m,how old are you?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1573520,00:26:13.520,m,two,1,two,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1583924,00:26:23.924,m,two,1,two,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1586950,00:26:26.950,m,do you want to do your eggs?,0,,0,,1,eggs,,,,,2,you,your,,,,,,1,1,child,eggs,,,,,,1,1,,,,,1,2,,
1592458,00:26:32.458,m,no?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1592900,00:26:32.900,m,you've ate a lot,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,1,,
1596368,00:26:36.368,m,are you gonna to come with mommy to get coffee?,0,,0,,2,mommy,coffee,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
1602556,00:26:42.556,m,who was here last night?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
1604732,00:26:44.732,m,papa?,0,,0,,1,papa,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1608778,00:26:48.778,m,grandpa,0,,0,,1,grandpa,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1611294,00:26:51.294,m,papa,0,,0,,1,papa,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1611906,00:26:51.906,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1614558,00:26:54.558,m,him and grandma went for a walk,0,,0,,2,grandma,walk,,,,1,him,,,,,,,0,1,grandpa,,,,,,,1,0,,,,,2,1,,
1626696,00:27:06.696,m,huhuhaha,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1629144,00:27:09.144,m,right?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1635604,00:27:15.604,m,what's wrong with your diapper?,0,,0,,1,diaper,,,,,1,your,,,,,,,1,0,diaper,,,,,,,1,1,,,,,1,2,,
1636828,00:27:16.828,m,don't pull it out,0,,0,,0,,,,,,1,it,,,,,,,0,1,diaper,,,,,,,0,0,,,,,0,1,,
1641180,00:27:21.180,m,you wnat peepee?,0,,0,,1,peepee,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1644240,00:27:24.240,m,I can't here,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
1645226,00:27:25.226,m,let's put it back on,0,,0,,0,,,,,,1,it,,,,,,,0,1,diaper,,,,,,,0,0,,,,,0,2,,
1648116,00:27:28.116,m,please,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1650156,00:27:30.156,m,Al?,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1655392,00:27:35.392,m,do you want to go to on a potty?,0,,0,,1,potty,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1658588,00:27:38.588,m,Al,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1659778,00:27:39.778,m,do you want to go peepee in the potty?,0,,0,,2,peepee,potty,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
1664062,00:27:44.62,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1665626,00:27:45.626,m,let's put this back on,0,,0,,0,,,,,,1,this,,,,,,,0,1,diaper,,,,,,,0,0,,,,,0,2,,
1671372,00:27:51.372,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1679770,00:27:59.770,m,big face,0,,0,,1,face,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1680450,00:28:00.450,m,big face,0,,0,,1,face,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1681334,00:28:01.334,m,big face,0,,0,,1,face,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1690616,00:28:10.616,m,you wanna a kiss?,1,kiss,0,,1,kiss,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,1,,
1691772,00:28:11.772,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1693710,00:28:13.710,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1694560,00:28:14.560,m,don't lick my nose,0,,0,,1,nose,,,,,1,my,,,,,,,1,0,mothersnose,,,,,,,1,1,,,,,1,1,,
1697416,00:28:17.416,m,give me a kiss,0,,0,,1,kiss,,,,,1,me,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
1699184,00:28:19.184,m,give me a kiss,0,,0,,1,kiss,,,,,1,me,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
1700646,00:28:20.646,m,did you get your other tooth came,0,,1,childsteeth,1,tooth,,,,,2,you,your,,,,,,1,1,child,tooth,,,,,,1,1,,,,,1,2,,
1702244,00:28:22.244,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1704148,00:28:24.148,m,your tooth came in,0,,0,,1,tooth,,,,,1,your,,,,,,,1,0,tooth,,,,,,,1,1,,,,,1,1,,
1710642,00:28:30.642,m,it didn't,0,,0,,0,,,,,,1,it,,,,,,,0,1,tooth,,,,,,,0,0,,,,,0,1,,
1712240,00:28:32.240,m,can I see it?,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,tooth,,,,,,0,0,,,,,0,2,,
1714076,00:28:34.76,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1714110,00:28:34.110,m,not that,0,,0,,0,,,,,,1,that,,,,,,,0,1,childshand,,,,,,,0,0,,,,,0,1,,
1714790,00:28:34.790,m,can I see your teeth?,0,,0,,1,teeth,,,,,2,i,your,,,,,,1,1,mother,childsteeth,,,,,,1,1,,,,,1,2,,
1716966,00:28:36.966,m,can I see your teeth?,0,,0,,1,teeth,,,,,2,i,your,,,,,,1,1,mother,childsteeth,,,,,,1,1,,,,,1,2,,
1718768,00:28:38.768,m,can I please see your teeth?,0,,1,childsteeth,1,teeth,,,,,2,i,your,,,,,,1,1,mother,childsteeth,,,,,,1,1,,,,,1,2,,
1720196,00:28:40.196,m,why?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1729920,00:28:49.920,m,are you singing twinkle twinkle?,0,,0,,1,twinkletwinkle,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
1745526,00:29:05.526,m,can I have some?,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,2,,
1748042,00:29:08.42,m,[pretending eat sounds],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1750728,00:29:10.728,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1753414,00:29:13.414,m,can you put in your xxx,0,,0,,0,,,,,,2,you,your,,,,,,1,1,child,,,,,,,0,0,,,,,0,2,,
1757868,00:29:17.868,m,I will leave the berries out okay?,0,,0,,1,berries,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
1760826,00:29:20.826,m,and I have to clean up,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
1821074,00:30:21.74,m,what are you making?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1828928,00:30:28.928,m,what are you making?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1830628,00:30:30.628,m,shh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1833008,00:30:33.8,m,shh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1833076,00:30:33.76,m,what are you making?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1835184,00:30:35.184,m,daddy,0,,0,,1,daddy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1835524,00:30:35.524,m,you want to hide from daddy?,0,,0,,1,daddy,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1838312,00:30:38.312,m,when you go to school later,0,,0,,1,school,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
1841984,00:30:41.984,m,right?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1845860,00:30:45.860,m,can you say we get dressed,0,,0,,0,,,,,,2,you,we,,,,,,0,2,child,motherandchild,,,,,,0,0,,,,,0,2,,
1847832,00:30:47.832,m,hmm?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1849804,00:30:49.804,m,what do you want to ware today?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,2,,
1852728,00:30:52.728,m,I think you can have the dress really light,0,,0,,1,dress,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,1,0,,,,,1,2,,
1854530,00:30:54.530,m,because it is gonna be really hot,0,,0,,0,,,,,,1,it,,,,,,,0,1,weather,,,,,,,0,0,,,,,0,1,,
1871870,00:31:11.870,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1874386,00:31:14.386,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1875100,00:31:15.100,m,El,0,,0,,1,el,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1877480,00:31:17.480,m,El,0,,0,,1,el,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1880506,00:31:20.506,m,hey,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1883464,00:31:23.464,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1890230,00:31:30.230,m,you want mom to take it off?,0,,0,,1,mom,,,,,2,you,it,,,,,,0,2,child,diaper,,,,,,1,0,,,,,1,2,,
1893630,00:31:33.630,m,what are you cooking?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1929330,00:32:09.330,m,are you putting the time on?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,1,,
1931778,00:32:11.778,m,now who are you going to cook it for?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,foodtoy,,,,,,0,0,,,,,0,3,,
1944256,00:32:24.256,m,is it hot?,0,,0,,0,,,,,,1,it,,,,,,,0,1,foodtoy,,,,,,,0,0,,,,,0,1,,
1961630,00:32:41.630,m,look at this,0,,0,,0,,,,,,1,this,,,,,,,0,1,babytoy,,,,,,,0,0,,,,,0,1,,
1963840,00:32:43.840,m,[gasping],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1969926,00:32:49.926,m,xxx there,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1970471,00:32:50.471,m,big ball?,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1971592,00:32:51.592,m,you want to kick it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,ball,,,,,,0,0,,,,,0,2,,
2016778,00:33:36.778,m,do you want to go to the park xxx,0,,0,,1,park,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
2021198,00:33:41.198,m,you don't hang out,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2022388,00:33:42.388,m,come,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2026026,00:33:46.26,m,come,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2066282,00:34:26.282,m,want to get dressed?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2068594,00:34:28.594,m,please?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2070464,00:34:30.464,m,look at this,1,pinkcloth,0,,0,,,,,,1,this,,,,,,,0,1,pinkcloth,,,,,,,0,0,,,,,0,1,,
2072334,00:34:32.334,m,let's get dressed,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2084472,00:34:44.472,m,I am going to get you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
2088110,00:34:48.110,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2089742,00:34:49.742,m,[sound effect],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2091102,00:34:51.102,m,go get the ball,0,,0,,1,ball,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2094298,00:34:54.298,m,[sound effect],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2098554,00:34:58.554,m,go go go,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2114256,00:35:14.256,m,[gasping],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2116840,00:35:16.840,m,auow [making scary sound],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
2121804,00:35:21.804,m,pshu [pretending sound effect],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
2122858,00:35:22.858,m,give me the ball,0,,0,,1,ball,,,,,1,me,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
2125000,00:35:25.0,m,give me the ball,0,,0,,1,ball,,,,,1,me,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
2127448,00:35:27.448,m,shhh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2132990,00:35:32.990,m,let's get dressed bub,0,,0,,1,bub,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
2141014,00:35:41.14,m,so we usually go to the park,0,,0,,1,park,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
2143292,00:35:43.292,m,sorry that loud,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2144550,00:35:44.550,m,should we just stay in the house?,0,,0,,1,house,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
2147236,00:35:47.236,m,that's fine,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2151350,00:35:51.350,m,got it,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2152948,00:35:52.948,m,oh yeah that make sense,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
2155124,00:35:55.124,m,that's fine,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2156246,00:35:56.246,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2156518,00:35:56.518,m,El,0,,0,,1,el,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2179162,00:36:19.162,m,come here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2182392,00:36:22.392,m,yeah [screaming],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2184942,00:36:24.942,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2187696,00:36:27.696,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2188036,00:36:28.36,m,boy,0,,0,,1,boy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2193748,00:36:33.748,m,"El, can you shut the door?",0,,1,thekitchentoydoor,2,el,door,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
2195958,00:36:35.958,m,shut the door,0,,0,,1,door,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2199732,00:36:39.732,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2202350,00:36:42.350,m,you want to wash your hands?,0,,0,,1,hands,,,,,2,you,your,,,,,,1,1,child,childshands,,,,,,1,1,,,,,1,2,,
2204594,00:36:44.594,m,can you wash your hands,0,,0,,1,hands,,,,,2,you,your,,,,,,1,1,child,childshands,,,,,,1,1,,,,,1,2,,
2213842,00:36:53.842,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2216086,00:36:56.86,m,it is stuck,0,,0,,0,,,,,,1,it,,,,,,,0,1,toy,,,,,,,0,0,,,,,0,1,,
2218364,00:36:58.364,m,why don't we fill everything in here,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
2224858,00:37:04.858,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2237642,00:37:17.642,m,carrot?,1,carrottoy,0,,1,carrot,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2241518,00:37:21.518,m,donut bread?,0,,0,,1,donutbread,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
2246244,00:37:26.244,m,what's this?,1,cheesetoy,0,,0,,,,,,1,this,,,,,,,0,1,cheesetoy,,,,,,,0,0,,,,,0,2,,
2248318,00:37:28.318,m,cheese,0,,0,,1,cheese,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2250766,00:37:30.766,m,cheese,1,cheesetoy,0,,1,cheese,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2252330,00:37:32.330,m,what's this?,1,blueberrytoy,0,,0,,,,,,1,this,,,,,,,0,1,blueberrytoy,,,,,,,0,0,,,,,0,2,,
2253962,00:37:33.962,m,blueberry,0,,0,,1,blueberry,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2256342,00:37:36.342,m,cake,0,,0,,1,cake,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2259300,00:37:39.300,m,what letter is this,1,letter,0,,1,letter,,,,,1,this,,,,,,,0,1,letter,,,,,,,1,1,,,,,1,1,,
2262496,00:37:42.496,m,what's this?,1,cookietoy,0,,0,,,,,,1,this,,,,,,,0,1,cookietoy,,,,,,,0,0,,,,,0,2,,
