Timestamp (ms),Timestamp,Speaker,Transcript,Showing（1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
542504,00:09:02.504,m,I've already made it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,food,,,,,,0,0,,,,,0,2,,
545088,00:09:05.88,m,i know,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
545326,00:09:05.326,m,you can't,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
546720,00:09:06.720,m,come here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
550596,00:09:10.596,m,can you put the egg tray in the fridge?,0,,0,,2,eggtray,fridge,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,3,1,,
552670,00:09:12.670,m,with mommy?,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
553350,00:09:13.350,m,come,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
557498,00:09:17.498,m,i know,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
560660,00:09:20.660,m,I've already cracked it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,egg,,,,,,0,0,,,,,0,2,,
561714,00:09:21.714,m,what do you want to eat?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
562530,00:09:22.530,m,you want a grape?,0,,0,,1,grape,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
565488,00:09:25.488,m,what would you like?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
567358,00:09:27.358,m,what's that?,0,,0,,0,,,,,,1,that,,,,,,,0,1,berry,,,,,,,0,0,,,,,0,2,,
568990,00:09:28.990,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
569296,00:09:29.296,m,berry?,0,,0,,1,berry,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
569704,00:09:29.704,m,here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
569942,00:09:29.942,m,sure,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
571132,00:09:31.132,m,do you want me to open it for you?,0,,0,,0,,,,,,4,you,me,it,you,,,,0,4,child,mother,fridge,child,,,,0,0,,,,,0,4,,
575042,00:09:35.42,m,go away from the fridge,0,,0,,1,fridge,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
600882,00:10:00.882,m,what do you say?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
602990,00:10:02.990,m,sure,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
613326,00:10:13.326,m,are you going to sit in your sit?,0,,0,,sit,,,,,,2,you,your,,,,,,1,1,child,chair,,,,,,1,1,,,,,1,2,,
620466,00:10:20.466,m,then we are going to get dressed,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
623526,00:10:23.526,m,and it really hot out today,0,,0,,0,,,,,,1,it,,,,,,,0,1,weather,,,,,,,0,0,,,,,1,1,,
632298,00:10:32.298,m,where is Lorry today?,0,,0,,1,lorry,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
634984,00:10:34.984,m,she is home alright?,0,,0,,1,home,,,,,1,she,,,,,,,0,1,lorry,,,,,,,1,0,,,,,0,1,,
637092,00:10:37.92,m,do you miss her?,0,,0,,0,,,,,,2,you,her,,,,,,0,2,child,lorry,,,,,,0,0,,,,,0,2,,
645286,00:10:45.286,m,are you dancing?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
647972,00:10:47.972,m,are you going to jump?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
658324,00:10:58.324,m,you berry is dancing?,0,,0,,1,berry,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
668066,00:11:08.66,m,are you walking on your tippie toes?,0,,0,,1,tippietoes,,,,,2,you,your,,,,,,1,1,child,childstoes,,,,,,1,1,,,,,2,2,,
671466,00:11:11.466,m,tip toes,0,,0,,1,tiptoes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
672112,00:11:12.112,m,tip toes,0,,0,,1,tiptoes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
675478,00:11:15.478,m,tippie,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
676124,00:11:16.124,m,tippie,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
676566,00:11:16.566,m,tippie toes,0,,0,,1,tippietoes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
679048,00:11:19.48,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
679694,00:11:19.694,m,I am cooking,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
681292,00:11:21.292,m,I am making you eggs,0,,0,,1,eggs,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,1,0,,,,,1,2,,
685950,00:11:25.950,m,what are you eating?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
697952,00:11:37.952,m,I like to put cheese in your eggs,0,,0,,2,cheese,eggs,,,,2,i,your,,,,,,1,1,mother,eggs,,,,,,1,1,,,,,2,2,,
703362,00:11:43.362,m,do you want listen to some music?,0,,0,,1,music,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
709954,00:11:49.954,m,yeah?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
711110,00:11:51.110,m,Alexa,0,,0,,1,alexa,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
713048,00:11:53.48,m,play some music,0,,0,,1,music,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
722908,00:12:02.908,m,Alexa lower,0,,0,,1,alexa,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
725798,00:12:05.798,m,are you going to dance?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
729606,00:12:09.606,m,good?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
730252,00:12:10.252,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
732598,00:12:12.598,m,dance,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
736270,00:12:16.270,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
740078,00:12:20.78,m,great,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
740418,00:12:20.418,m,your eggs are done,0,,0,,1,eggs,,,,,1,your,,,,,,,1,0,eggs,,,,,,,1,1,,,,,1,1,,
742254,00:12:22.254,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
743274,00:12:23.274,m,are you singing?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
748238,00:12:28.238,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
751944,00:12:31.944,m,[laughing],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
752828,00:12:32.828,m,what are you doing?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
754290,00:12:34.290,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
764087,00:12:44.87,m,jump El,0,,0,,1,el,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
764660,00:12:44.660,m,jump,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
768026,00:12:48.26,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
770966,00:12:50.966,m,it's getting so hot,0,,0,,0,,,,,,1,it,,,,,,,0,1,weather,,,,,,,0,0,,,,,0,1,,
772990,00:12:52.990,m,ok,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
775336,00:12:55.336,m,we are getting your tray to eat,0,,0,,1,tray,,,,,2,we,your,,,,,,1,1,motherandchild,childstray,,,,,,1,1,,,,,1,2,,
795917,00:13:15.917,m,here El,0,,0,,1,el,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
796179,00:13:16.179,m,look,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
798102,00:13:18.102,m,are you hungry?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
803164,00:13:23.164,m,[laughing],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
804856,00:13:24.856,m,come,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
806446,00:13:26.446,m,do you like big camera?,0,,0,,1,camera,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
811279,00:13:31.279,m,do you want to eat up at your chair?,0,,0,,1,chair,,,,,2,you,your,,,,,,1,1,child,chair,,,,,,1,1,,,,,1,2,,
812158,00:13:32.158,m,here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
815354,00:13:35.354,m,you want to eat over there?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
818992,00:13:38.992,m,right,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
819502,00:13:39.502,m,do you eat with me?,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
820250,00:13:40.250,m,I wll sit with you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
823548,00:13:43.548,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
824432,00:13:44.432,m,here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
825112,00:13:45.112,m,you can sit right here,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
827934,00:13:47.934,m,what's this?,0,,0,,0,,,,,,1,this,,,,,,,0,1,toy,,,,,,,0,0,,,,,0,2,,
829838,00:13:49.838,m,you want to sit with the puppy too,0,,0,,1,puppy,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
833612,00:13:53.612,m,where do you want me to sit?,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
836060,00:13:56.60,m,and the doggy too?,0,,0,,1,doggy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
837828,00:13:57.828,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
839188,00:13:59.188,m,doggies can sit here,0,,0,,1,doggies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
842214,00:14:02.214,m,i will sit next to you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
845614,00:14:05.614,m,you want your water?,0,,0,,1,water,,,,,2,you,your,,,,,,1,1,child,food,,,,,,1,1,,,,,1,2,,
849388,00:14:09.388,m,sit,0,,1,chair,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
853876,00:14:13.876,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
854488,00:14:14.488,m,it is hot,0,,0,,0,,,,,,1,it,,,,,,,0,1,weather,,,,,,,0,0,,,,,0,1,,
855032,00:14:15.32,m,you have to blow it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,food,,,,,,0,0,,,,,0,2,,
855780,00:14:15.780,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
857242,00:14:17.242,m,yes,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
857616,00:14:17.616,m,blow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
862342,00:14:22.342,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
863804,00:14:23.804,m,xxx?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
867102,00:14:27.102,m,mmmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
867544,00:14:27.544,m,xxx you gonna likt it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,food,,,,,,0,0,,,,,0,2,,
870876,00:14:30.876,m,try it,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
877676,00:14:37.676,m,it is too hot still?,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
880294,00:14:40.294,m,I ?xxx,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
886312,00:14:46.312,m,mmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
888930,00:14:48.930,m,where is your berries?,0,,0,,1,berries,,,,,1,your,,,,,,,1,0,berry,,,,,,,1,1,,,,,1,1,,
913682,00:15:13.682,m,xxx grandma and grandpa are here,0,,0,,2,grandma,grandpa,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
926296,00:15:26.296,m,daddy is at work,0,,0,,2,daddy,work,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
931192,00:15:31.192,m,did you say bye bye to daddy this morning?,0,,0,,2,daddy,morning,,,,2,you,this,,,,,,1,1,child,morning,,,,,,1,1,,,,,1,1,,
934864,00:15:34.864,m,he is at work,0,,0,,1,work,,,,,1,he,,,,,,,0,1,father,,,,,,,1,0,,,,,1,1,,
936904,00:15:36.904,m,where's Laurey?,0,,0,,1,laurey,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
938434,00:15:38.434,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
942480,00:15:42.480,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
944724,00:15:44.724,m,I didn't xxx there,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
945982,00:15:45.982,m,it is not too hot,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
951014,00:15:51.14,m,is it good?,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
954856,00:15:54.856,m,is it good?,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
957950,00:15:57.950,m,uh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
958834,00:15:58.834,m,it is a big bite,0,,0,,1,bite,,,,,1,it,,,,,,,0,1,bite,,,,,,,1,1,,,,,1,1,,
961826,00:16:01.826,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
964648,00:16:04.648,m,take a bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
967028,00:16:07.28,m,great job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
968932,00:16:08.932,m,you want to put in your eggs?,0,,0,,1,eggs,,,,,2,you,your,,,,,,1,1,child,eggs,,,,,,1,1,,,,,1,2,,
974474,00:16:14.474,m,how old are you gonna be?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
978112,00:16:18.112,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
979404,00:16:19.404,m,[gasping],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
980118,00:16:20.118,m,that's a huge bite,0,,0,,1,bite,,,,,1,that,,,,,,,0,1,bite,,,,,,,1,1,,,,,1,1,,
982022,00:16:22.22,m,oh my godness,0,,0,,0,,,,,,1,my,,,,,,,1,0,mother,,,,,,,0,0,,,,,1,0,,
984368,00:16:24.368,m,I am so proud of you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
986374,00:16:26.374,m,I know,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
986952,00:16:26.952,m,I will clean up after,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
988890,00:16:28.890,m,we will clean up after okay?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
995690,00:16:35.690,m,good job on cleaning up,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1000110,00:16:40.110,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1000314,00:16:40.314,m,that's an egg,0,,0,,1,egg,,,,,1,that,,,,,,,0,1,egg,,,,,,,1,1,,,,,1,1,,
1002252,00:16:42.252,m,what is that?,0,,0,,0,,,,,,1,that,,,,,,,0,0,food,,,,,,,0,0,,,,,0,2,,
1004938,00:16:44.938,m,It is a LMO,0,,0,,1,lmo,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,1,1,,
1006196,00:16:46.196,m,oh Al,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1006706,00:16:46.706,m,I said Iwill clean that,0,,0,,0,,,,,,3,i,i,that,,,,,0,3,mother,mother,food,,,,,0,0,,,,,0,1,,
1007726,00:16:47.726,m,It is ok,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
1009018,00:16:49.18,m,do you want me to go get a napkin?,0,,0,,1,napkin,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,1,0,,,,,1,2,,
1013540,00:16:53.540,m,here you go,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1017008,00:16:57.8,m,I will clean it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,food,,,,,,0,0,,,,,0,2,,
1018062,00:16:58.62,m,it's ok,0,,0,,0,,,,,,1,it,,,,,,,0,1,food,,,,,,,0,0,,,,,0,1,,
1021020,00:17:01.20,m,can you sit and eat?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1024352,00:17:04.352,m,take a,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1028908,00:17:08.908,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1032682,00:17:12.682,m,good job eating honey,0,,0,,2,job,honey,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
1037340,00:17:17.340,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1042610,00:17:22.610,m,mmmm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1045262,00:17:25.262,m,Al sit in your sit,0,,0,,2,al,sit,,,,1,your,,,,,,,1,0,chair,,,,,,,1,1,,,,,1,1,,
1048016,00:17:28.16,m,where are you going?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
1053320,00:17:33.320,m,here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1054170,00:17:34.170,m,it can sit and watch you,0,,0,,0,,,,,,2,it,you,,,,,,0,2,toy,child,,,,,,0,0,,,,,0,2,,
1054850,00:17:34.850,m,come sit,1,chair,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1057638,00:17:37.638,m,let's look,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1059576,00:17:39.576,m,who is this?,0,,1,cheese,0,,,,,,1,this,,,,,,,0,1,cheese,,,,,,,0,0,,,,,0,2,,
1063316,00:17:43.316,m,cheese,0,,0,,1,cheese,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1068620,00:17:48.620,m,what are these?,0,,1,eyestoy,0,,,,,,1,these,,,,,,,0,1,eyes,,,,,,,0,0,,,,,0,2,,
1071272,00:17:51.272,m,is eyes,0,,0,,1,eyes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1072972,00:17:52.972,m,what's this?,0,,1,toy,0,,,,,,1,this,,,,,,,0,1,dogtoy,,,,,,,0,0,,,,,0,2,,
1078310,00:17:58.310,m,what are these?,0,,1,toy,0,,,,,,1,these,,,,,,,0,1,dogtoy,,,,,,,0,0,,,,,0,2,,
1080146,00:18:00.146,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1080418,00:18:00.418,m,there are not,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1083750,00:18:03.750,m,they are doggies what?,0,,1,toy,1,doggies,,,,,1,they,,,,,,,0,1,dogtoy,,,,,,,1,1,,,,,1,2,,
1088442,00:18:08.442,m,where is mommy?,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1090618,00:18:10.618,m,where is Al?,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1092284,00:18:12.284,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1094596,00:18:14.596,m,how do you spell your name?,0,,0,,1,name,,,,,2,you,your,,,,,,1,1,child,childsname,,,,,,1,1,,,,,1,2,,
1097316,00:18:17.316,m,how do you spell it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childsname,,,,,,0,0,,,,,0,2,,
1100172,00:18:20.172,m,what do you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
1100682,00:18:20.682,m,what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
1102246,00:18:22.246,m,what's that?,0,,0,,0,,,,,,1,that,,,,,,,0,1,dress,,,,,,,0,0,,,,,0,2,,
1107346,00:18:27.346,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1108230,00:18:28.230,m,mommy is wearing a dress,0,,0,,2,mommy,dress,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
1111800,00:18:31.800,m,take a big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1118192,00:18:38.192,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1120368,00:18:40.368,m,let me see,0,,0,,0,,,,,,1,me,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
1120924,00:18:40.924,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1121286,00:18:41.286,m,that's a big bite,0,,0,,1,bite,,,,,1,that,,,,,,,0,1,bite,,,,,,,1,1,,,,,1,1,,
1122952,00:18:42.952,m,take a big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1123768,00:18:43.768,m,[gasping],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1124346,00:18:44.346,m,great job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1127406,00:18:47.406,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1127916,00:18:47.916,m,you are a big girl,0,,0,,1,girl,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
1131146,00:18:51.146,m,big big girl,0,,0,,1,girl,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1133050,00:18:53.50,m,wow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1134070,00:18:54.70,m,big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1134580,00:18:54.580,m,take another big bite,0,,0,,1,bite,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1137232,00:18:57.232,m,good job,0,,0,,1,job,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
1140088,00:19:00.88,m,Al,0,,0,,1,al,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1140904,00:19:00.904,m,wh/ who do you want to see today?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,2,2,,
1142026,00:19:02.26,m,are you going to see your friends?,0,,0,,1,friends,,,,,2,you,your,,,,,,1,1,child,childsfriends,,,,,,1,1,,,,,1,2,,
1146038,00:19:06.38,m,where are your firends today?,0,,0,,1,friends,,,,,1,your,,,,,,,1,0,childsfriends,,,,,,,1,1,,,,,2,1,,
1149098,00:19:09.98,m,where is Lela?,0,,0,,1,lela,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1150594,00:19:10.594,m,at her home?,0,,0,,1,home,,,,,1,her,,,,,,,1,0,lelashome,,,,,,,1,1,,,,,1,1,,
1152600,00:19:12.600,m,where is Gloria?,0,,0,,1,gloria,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
1155014,00:19:15.14,m,are we gonna play with them?,0,,0,,0,,,,,,2,we,them,,,,,,0,2,motherandchild,childsfriends,,,,,,0,0,,,,,0,2,,
1158414,00:19:18.414,m,why,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
