Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,Nouns_Spacy,Pronoun_Spacy,,
3617634,01:00:17.634,m,thank you,0,,,,,,0,,,,,,,,0,1,,
3637524,01:00:37.524,m,put the crayons back,1,crayons,,,,,0,,,,,,,,1,0,,
3641366,01:00:41.366,m,you can't have these in your room,1,room,,,,,3,you,these,your,,,,,1,3,,
3708958,01:01:48.958,m,mac,1,mac,,,,,0,,,,,,,,0,0,,
3726570,01:02:06.570,m,Mac,1,mac,,,,,0,,,,,,,,1,0,,
3726842,01:02:06.842,m,don't do that,0,,,,,,1,that,,,,,,,0,1,,
3816942,01:03:36.942,m,where did you pull it out from?,0,,,,,,2,you,it,,,,,,0,2,,
3824558,01:03:44.558,m,oh no,0,,,,,,0,,,,,,,,0,0,,
3826598,01:03:46.598,m,you only color in that,0,,,,,,2,you,that,,,,,,0,2,,
3828672,01:03:48.672,m,you should color you pic,0,,,,,,1,you,,,,,,,1,2,,
3966134,01:06:06.134,m,hold on,0,,,,,,0,,,,,,,,0,0,,
3971778,01:06:11.778,m,Mac,1,mac,,,,,0,,,,,,,,1,0,,
3972390,01:06:12.390,m,Oh,0,,,,,,0,,,,,,,,0,0,,
3973376,01:06:13.376,m,you are not,0,,,,,,1,you,,,,,,,0,1,,
3975144,01:06:15.144,m,NO,0,,,,,,0,,,,,,,,0,0,,
3976606,01:06:16.606,m,now you are getting his coloring the step,2,coloring,step,,,,2,you,his,,,,,,1,2,,
3979734,01:06:19.734,m,NO,0,,,,,,0,,,,,,,,0,0,,
3980992,01:06:20.992,m,are you kidding me?,0,,,,,,2,you,me,,,,,,0,2,,
3993572,01:06:33.572,m,ugh,0,,,,,,0,,,,,,,,1,0,,
4003636,01:06:43.636,m,yeah,0,,,,,,0,,,,,,,,0,0,,
4003704,01:06:43.704,m,it's like garbage there,1,garbage,,,,,1,it,,,,,,,1,1,,
4008668,01:06:48.668,m,close please,0,,,,,,0,,,,,,,,0,0,,
4010470,01:06:50.470,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4013700,01:06:53.700,m,it will clean it,0,,,,,,1,it,,,,,,,0,2,,
4027844,01:07:07.844,m,can you clean it up?,0,,,,,,2,you,it,,,,,,0,2,,
4030054,01:07:10.54,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4039472,01:07:19.472,m,good job,0,,,,,,0,,,,,,,,1,0,,
4043382,01:07:23.382,m,and here,0,,,,,,0,,,,,,,,0,0,,
4047734,01:07:27.734,m,what?,0,,,,,,0,,,,,,,,0,1,,
4055248,01:07:35.248,m,oh,0,,,,,,0,,,,,,,,0,0,,
4064428,01:07:44.428,m,all done?,0,,,,,,0,,,,,,,,0,1,,
4064632,01:07:44.632,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4197875,01:09:57.875,m,okay let me rinse it,0,,,,,,2,me,it,,,,,,0,2,,
4198796,01:09:58.796,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4200190,01:10:00.190,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4224738,01:10:24.738,m,stop,0,,,,,,0,,,,,,,,0,0,,
4228818,01:10:28.818,m,okay I have xx's room,1,room,,,,,1,i,,,,,,,1,1,,
4231606,01:10:31.606,m,stop,0,,,,,,0,,,,,,,,0,0,,
4337652,01:12:17.652,m,hey can I help you please?,0,,,,,,2,i,you,,,,,,0,2,,
4353326,01:12:33.326,m,carefull please,0,,,,,,0,,,,,,,,0,0,,
4356930,01:12:36.930,m,want to take a bite?,1,bite,,,,,0,,,,,,,,1,0,,
4412282,01:13:32.282,m,come here,0,,,,,,0,,,,,,,,0,0,,
4418334,01:13:38.334,m,take a bite,1,bite,,,,,0,,,,,,,,1,0,,
4423332,01:13:43.332,m,hey,0,,,,,,0,,,,,,,,0,0,,
4436694,01:13:56.694,m,what,0,,,,,,0,,,,,,,,0,1,,
4437238,01:13:57.238,m,you can't see,0,,,,,,1,you,,,,,,,0,1,,
4909090,01:21:49.90,m,want a bite?,1,bite,,,,,0,,,,,,,,1,0,,
4914802,01:21:54.802,m,um,0,,,,,,0,,,,,,,,0,0,,
4918746,01:21:58.746,m,get you,0,,,,,,1,you,,,,,,,0,1,,
4922248,01:22:02.248,m,get you,0,,,,,,1,you,,,,,,,0,1,,
4925002,01:22:05.2,m,get you,0,,,,,,1,you,,,,,,,0,1,,
4927586,01:22:07.586,m,careful,0,,,,,,0,,,,,,,,0,0,,
4927994,01:22:07.994,m,can you sit please,0,,,,,,1,you,,,,,,,0,1,,
4956724,01:22:36.724,m,take a bite,1,bite,,,,,0,,,,,,,,1,0,,
4960804,01:22:40.804,m,oop on your face,1,face,,,,,1,your,,,,,,,2,1,,
4962130,01:22:42.130,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4966142,01:22:46.142,m,sit,0,,,,,,0,,,,,,,,0,0,,
4968386,01:22:48.386,m,thank you,0,,,,,,0,,,,,,,,0,1,,
4977022,01:22:57.22,m,last bite,1,bite,,,,,0,,,,,,,,1,0,,
4978994,01:22:58.994,m,last bite,1,bite,,,,,0,,,,,,,,1,0,,
4980354,01:23:00.354,m,do you want it?,0,,,,,,2,you,it,,,,,,0,2,,
4982496,01:23:02.496,m,do you want it?,0,,,,,,2,you,it,,,,,,0,2,,
4983958,01:23:03.958,m,no?,0,,,,,,0,,,,,,,,0,0,,
4985250,01:23:05.250,m,no thank you?,0,,,,,,0,,,,,,,,0,1,,
4987426,01:23:07.426,m,you are welcome,0,,,,,,0,,,,,,,,0,1,,
5040364,01:24:00.364,m,last bite,1,bite,,,,,0,,,,,,,,1,0,,
5042642,01:24:02.642,m,yeah,0,,,,,,0,,,,,,,,0,0,,
5044682,01:24:04.682,m,all done,0,,,,,,0,,,,,,,,0,1,,
5047130,01:24:07.130,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5103468,01:25:03.468,m,what?,0,,,,,,0,,,,,,,,0,1,,
5106222,01:25:06.222,m,can you play it here please,0,,,,,,2,you,it,,,,,,0,2,,
5112478,01:25:12.478,m,oh no,0,,,,,,0,,,,,,,,0,0,,
5120434,01:25:20.434,m,I am cleaning up,0,,,,,,1,i,,,,,,,0,1,,
5121896,01:25:21.896,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5124208,01:25:24.208,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5124888,01:25:24.888,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5125942,01:25:25.942,m,everybody do your work,1,work,,,,,1,your,,,,,,,1,2,,
5132368,01:25:32.368,m,here i will do it,0,,,,,,2,i,it,,,,,,0,2,,
5133796,01:25:33.796,m,okay clean up,0,,,,,,0,,,,,,,,0,0,,
5135054,01:25:35.54,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5135700,01:25:35.700,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
5138318,01:25:38.318,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5139372,01:25:39.372,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5140290,01:25:40.290,m,everybody everywhere,0,,,,,,0,,,,,,,,0,1,,
5142194,01:25:42.194,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5143316,01:25:43.316,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5144472,01:25:44.472,m,everybody do your share,1,share,,,,,1,your,,,,,,,1,2,,
5147226,01:25:47.226,m,what a good boy,1,boy,,,,,0,,,,,,,,1,1,,
5148416,01:25:48.416,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5150660,01:25:50.660,m,good boy,1,boy,,,,,0,,,,,,,,1,0,,
5152564,01:25:52.564,m,one more,1,one,,,,,0,,,,,,,,0,0,,
5153380,01:25:53.380,m,one more,1,one,,,,,0,,,,,,,,0,0,,
5153924,01:25:53.924,m,the green one,1,one,,,,,0,,,,,,,,1,0,,
5154638,01:25:54.638,m,go get it please,0,,,,,,1,it,,,,,,,0,1,,
5155318,01:25:55.318,m,right there,0,,,,,,0,,,,,,,,0,0,,
5157120,01:25:57.120,m,uh,0,,,,,,0,,,,,,,,0,0,,
5158140,01:25:58.140,m,uh,0,,,,,,0,,,,,,,,0,0,,
5158650,01:25:58.650,m,right there,0,,,,,,0,,,,,,,,0,0,,
5159296,01:25:59.296,m,see it?,0,,,,,,1,it,,,,,,,0,1,,
5159840,01:25:59.840,m,over there,0,,,,,,0,,,,,,,,0,0,,
5160962,01:26:00.962,m,turn around,0,,,,,,0,,,,,,,,0,0,,
5162696,01:26:02.696,m,mac,1,mac,,,,,0,,,,,,,,0,0,,
5163070,01:26:03.70,m,right there,0,,,,,,0,,,,,,,,0,0,,
5165314,01:26:05.314,m,mac,1,mac,,,,,0,,,,,,,,0,0,,
5166538,01:26:06.538,m,right there,0,,,,,,0,,,,,,,,0,0,,
5168782,01:26:08.782,m,see it?,0,,,,,,1,it,,,,,,,0,1,,
5170108,01:26:10.108,m,there it is,0,,,,,,1,it,,,,,,,0,1,,
5170720,01:26:10.720,m,good job,0,,,,,,0,,,,,,,,1,0,,
5173576,01:26:13.576,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5175684,01:26:15.684,m,good job,0,,,,,,0,,,,,,,,1,0,,
5176874,01:26:16.874,m,all cleaned,0,,,,,,0,,,,,,,,0,1,,
5179152,01:26:19.152,m,no more,0,,,,,,0,,,,,,,,0,0,,
5180002,01:26:20.2,m,do you see anymore?,0,,,,,,1,you,,,,,,,0,1,,
5182110,01:26:22.110,m,no more,0,,,,,,0,,,,,,,,0,0,,
5182926,01:26:22.926,m,good job,0,,,,,,0,,,,,,,,1,0,,
5185170,01:26:25.170,m,what?,0,,,,,,0,,,,,,,,0,1,,
5188400,01:26:28.400,m,i don't know what you are saying,0,,,,,,2,i,you,,,,,,0,3,,
5193772,01:26:33.772,m,oh underneath there?,0,,,,,,0,,,,,,,,0,0,,
5197308,01:26:37.308,m,is there some,0,,,,,,0,,,,,,,,0,2,,
5197580,01:26:37.580,m,some under that?,0,,,,,,1,that,,,,,,,0,2,,
5201354,01:26:41.354,m,oh,0,,,,,,0,,,,,,,,0,0,,
5201626,01:26:41.626,m,you are not lying,0,,,,,,1,you,,,,,,,0,1,,
5202646,01:26:42.646,m,good job,0,,,,,,0,,,,,,,,1,0,,
5205808,01:26:45.808,m,oh no,0,,,,,,0,,,,,,,,0,0,,
5206624,01:26:46.624,m,here is my chapsticks,1,chapsticks,,,,,1,my,,,,,,,1,1,,
5208800,01:26:48.800,m,I've been looking up for days,1,days,,,,,1,i,,,,,,,1,1,,
5211452,01:26:51.452,m,no crayon under there bud,2,crayon,bud,,,,0,,,,,,,,2,0,,
5213322,01:26:53.322,m,all clear,0,,,,,,0,,,,,,,,0,1,,
5227500,01:27:07.500,m,no,0,,,,,,0,,,,,,,,0,0,,
5228860,01:27:08.860,m,you are welcome,0,,,,,,0,,,,,,,,0,1,,
5234198,01:27:14.198,m,snowman,1,snowman,,,,,0,,,,,,,,1,0,,
5236272,01:27:16.272,m,where is his hat?,1,hat,,,,,1,his,,,,,,,1,1,,
5240352,01:27:20.352,m,hat,1,hat,,,,,0,,,,,,,,1,0,,
5471926,01:31:11.926,m,bud,1,bud,,,,,0,,,,,,,,1,0,,
5473014,01:31:13.14,m,you are gonna get hurt,0,,,,,,1,you,,,,,,,0,1,,
5474408,01:31:14.408,m,come on bud,1,bud,,,,,0,,,,,,,,1,0,,
5475326,01:31:15.326,m,he is sitting on his stroller wheel,1,strollerwheel,,,,,2,he,his,,,,,,2,2,,
5477434,01:31:17.434,m,come here,0,,,,,,0,,,,,,,,0,0,,
5479032,01:31:19.32,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5481752,01:31:21.752,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5483826,01:31:23.826,m,we can't go for a walk in a little bit,1,walk,,,,,1,we,,,,,,,2,1,,
5552642,01:32:32.642,m,were you on the xx,0,,,,,,1,you,,,,,,,0,1,,
5553968,01:32:33.968,m,were you on the xx,0,,,,,,1,you,,,,,,,0,1,,
5557096,01:32:37.96,m,don't do that,0,,,,,,1,that,,,,,,,0,1,,
5559000,01:32:39.0,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5829470,01:37:09.470,m,who's on your head,1,head,,,,,1,your,,,,,,,1,2,,
5832564,01:37:12.564,m,haha that's not Santa,1,santa,,,,,1,that,,,,,,,0,1,,
5836270,01:37:16.270,m,who's on your head,1,head,,,,,1,your,,,,,,,1,2,,
5838038,01:37:18.38,m,no it's not.,0,,,,,,1,it,,,,,,,0,1,,
5839024,01:37:19.24,m,it's peter,1,peter,,,,,0,it,,,,,,,0,1,,
5840860,01:37:20.860,m,ohhhuh wuu,0,,,,,,0,,,,,,,,0,0,,
5864184,01:37:44.184,m,you will going to get dizzy,0,,,,,,1,you,,,,,,,0,1,,
5866190,01:37:46.190,m,ohh,0,,,,,,0,,,,,,,,0,0,,
5867040,01:37:47.40,m,[laughing],0,,,,,,0,,,,,,,,0,0,,
5874452,01:37:54.452,m,we missed one,1,one,,,,,1,we,,,,,,,0,1,,
5875506,01:37:55.506,m,uh oh no,0,,,,,,0,,,,,,,,0,0,,
5877614,01:37:57.614,m,where is the bag,1,bag,,,,,0,,,,,,,,1,0,,
5880334,01:38:00.334,m,take the bag please,1,bag,,,,,0,,,,,,,,1,0,,
5882340,01:38:02.340,m,where is the bag,1,bag,,,,,0,,,,,,,,1,0,,
5885196,01:38:05.196,m,look,0,,,,,,0,,,,,,,,0,0,,
5886114,01:38:06.114,m,no the bag of crayons,2,bag,crayons,,,,0,,,,,,,,2,0,,
5888358,01:38:08.358,m,clean up,0,,,,,,0,,,,,,,,0,0,,
5889310,01:38:09.310,m,where is the bag,1,bag,,,,,0,,,,,,,,1,0,,
5890602,01:38:10.602,m,can you bring it to mommy,1,mommy,,,,,2,you,it,,,,,,1,2,,
5893730,01:38:13.730,m,uh thanks,0,,,,,,0,,,,,,,,1,0,,
5923616,01:38:43.616,m,oh another one,1,one,,,,,0,,,,,,,,1,0,,
5925384,01:38:45.384,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5926948,01:38:46.948,m,can I have the bag please?,1,bag,,,,,1,i,,,,,,,1,1,,
5930042,01:38:50.42,m,is there more?,0,,,,,,0,,,,,,,,0,1,,
5932354,01:38:52.354,m,are there any more?,0,,,,,,0,,,,,,,,0,2,,
5935584,01:38:55.584,m,are there any more in your room?,1,room,,,,,1,your,,,,,,,1,3,,
5938576,01:38:58.576,m,more?,0,,,,,,0,,,,,,,,0,0,,
5940038,01:39:00.38,m,no more?,0,,,,,,0,,,,,,,,0,0,,
5940888,01:39:00.888,m,are you lying?,0,,,,,,1,you,,,,,,,0,1,,
5944798,01:39:04.798,m,what?,0,,,,,,0,,,,,,,,0,1,,
5947824,01:39:07.824,m,ugh,0,,,,,,0,,,,,,,,1,0,,
5949762,01:39:09.762,m,are there anymore in your room?,1,room,,,,,1,your,,,,,,,1,1,,
5953434,01:39:13.434,m,no not my room,1,room,,,,,1,my,,,,,,,1,1,,
5954454,01:39:14.454,m,never,0,,,,,,0,,,,,,,,0,0,,
5958806,01:39:18.806,m,uh what did I find,0,,,,,,1,i,,,,,,,0,2,,
5961628,01:39:21.628,m,take that,0,,,,,,1,that,,,,,,,0,1,,
5963498,01:39:23.498,m,thank you,0,,,,,,0,,,,,,,,0,1,,
5964450,01:39:24.450,m,you are welcome,0,,,,,,0,,,,,,,,0,1,,
5965402,01:39:25.402,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
5973052,01:39:33.52,m,you want a different one how do we use before a different cup,2,one,cup,,,,2,you,we,,,,,,2,2,,
5976486,01:39:36.486,m,ugh,0,,,,,,0,,,,,,,,1,0,,
5978934,01:39:38.934,m,you want water?,1,water,,,,,1,you,,,,,,,1,1,,
5980872,01:39:40.872,m,let me fill it,0,,,,,,2,me,it,,,,,,0,2,,
5998484,01:39:58.484,m,here,0,,,,,,0,,,,,,,,0,0,,
6003516,01:40:03.516,m,say thank you,0,,,,,,0,,,,,,,,0,1,,
6015314,01:40:15.314,m,ugh,0,,,,,,0,,,,,,,,1,0,,
6017218,01:40:17.218,m,no,0,,,,,,0,,,,,,,,0,0,,
6022182,01:40:22.182,m,I am going to eat you,0,,,,,,2,i,you,,,,,,0,2,,
6024086,01:40:24.86,m,I am going to eat you,0,,,,,,2,i,you,,,,,,0,2,,
6025242,01:40:25.242,m,going to eat you,0,,,,,,1,you,,,,,,,0,1,,
6030444,01:40:30.444,m,I am going to eat you,0,,,,,,2,i,you,,,,,,0,2,,
6035238,01:40:35.238,m,are you crying?,0,,,,,,1,you,,,,,,,0,1,,
6055162,01:40:55.162,m,with cookie monster,1,cookiemonster,,,,,0,,,,,,,,2,0,,
6057304,01:40:57.304,m,[eating sounds],0,,,,,,0,,,,,,,,1,0,,
6080050,01:41:20.50,m,peek a boo,0,,,,,,0,,,,,,,,1,0,,
6089060,01:41:29.60,m,oh,0,,,,,,0,,,,,,,,0,0,,
6129758,01:42:09.758,m,what?,0,,,,,,0,,,,,,,,0,1,,
6131084,01:42:11.84,m,don't hit it,0,,,,,,1,it,,,,,,,0,1,,
6131934,01:42:11.934,m,that's not nice,0,,,,,,1,that,,,,,,,0,1,,
6139516,01:42:19.516,m,that's not nice,0,,,,,,1,that,,,,,,,0,1,,
6145262,01:42:25.262,m,Mac,1,mac,,,,,0,,,,,,,,1,0,,
6151280,01:42:31.280,m,be gentle,0,,,,,,0,,,,,,,,0,0,,
6152436,01:42:32.436,m,remember?,0,,,,,,0,,,,,,,,0,0,,
6153184,01:42:33.184,m,when we are going gentle,0,,,,,,1,we,,,,,,,0,1,,
6171102,01:42:51.102,m,no what,0,,,,,,0,,,,,,,,0,1,,
6172088,01:42:52.88,m,what do you mad about?,0,,,,,,1,you,,,,,,,0,2,,
6178480,01:42:58.480,m,you are sitting on them?,0,,,,,,2,you,them,,,,,,0,2,,
6182458,01:43:02.458,m,are you sleeping?,0,,,,,,1,you,,,,,,,0,1,,
6184328,01:43:04.328,m,oh,0,,,,,,0,,,,,,,,0,0,,
6184906,01:43:04.906,m,wake up,0,,,,,,0,,,,,,,,0,0,,
6187660,01:43:07.660,m,wake up,0,,,,,,0,,,,,,,,0,0,,
6195650,01:43:15.650,m,we need more batteries,1,batteries,,,,,1,we,,,,,,,1,1,,
6200512,01:43:20.512,m,batteries,1,batteries,,,,,0,,,,,,,,1,0,,
6202008,01:43:22.8,m,battery,1,battery,,,,,0,,,,,,,,1,0,,
6205408,01:43:25.408,m,it's sleeping,0,,,,,,1,it,,,,,,,0,1,,
6206666,01:43:26.666,m,night night,0,,,,,,0,,,,,,,,2,0,,
6209114,01:43:29.114,m,say night night,0,,,,,,0,,,,,,,,2,0,,
6211086,01:43:31.86,m,night night,0,,,,,,0,,,,,,,,2,0,,
6213126,01:43:33.126,m,night night cookie,1,cookie,,,,,0,,,,,,,,2,0,,
6215914,01:43:35.914,m,night night bear,1,bear,,,,,0,,,,,,,,2,0,,
6218226,01:43:38.226,m,night night Peter,1,peter,,,,,0,,,,,,,,2,0,,
6223394,01:43:43.394,m,night night,0,,,,,,0,,,,,,,,2,0,,
6298636,01:44:58.636,m,wake up,0,,,,,,0,,,,,,,,0,0,,
6299517,01:44:59.517,m,do gentlely,0,,,,,,0,,,,,,,,0,0,,
6358204,01:45:58.204,m,go for a walk?,1,walk,,,,,0,,,,,,,,1,0,,
6358782,01:45:58.782,m,take it for a walk,1,walk,,,,,1,it,,,,,,,1,1,,
6389076,01:46:29.76,m,oh they are all going for a walk?,1,walk,,,,,1,they,,,,,,,1,2,,
6391864,01:46:31.864,m,I don't think your baby can breath,1,baby,,,,,2,i,your,,,,,,1,2,,
6501786,01:48:21.786,m,watch your head buddy,2,head,buddy,,,,1,your,,,,,,,2,1,,
6507396,01:48:27.396,m,uhoh,0,,,,,,0,,,,,,,,0,0,,
6547482,01:49:07.482,m,do you want a teether?,1,teether,,,,,1,you,,,,,,,1,1,,
6549658,01:49:09.658,m,ugh,0,,,,,,0,,,,,,,,1,0,,
6567814,01:49:27.814,m,here you go,0,,,,,,1,you,,,,,,,0,1,,
6571894,01:49:31.894,m,it's a blue worm,1,worm,,,,,1,it,,,,,,,1,1,,
6574036,01:49:34.36,m,yeah blue,0,,,,,,0,,,,,,,,0,0,,
6723704,01:52:03.704,m,bless you,0,,,,,,0,,,,,,,,0,1,,
6725268,01:52:05.268,m,bless you,0,,,,,,0,,,,,,,,0,1,,
6834680,01:53:54.680,m,a b c d e e e,0,,,,,,0,,,,,,,,3,0,,
6840426,01:54:00.426,m,h i j k l m n o p,0,,,,,,0,,,,,,,,2,0,,
6845628,01:54:05.628,m,q r s,0,,,,,,0,,,,,,,,2,0,,
6846682,01:54:06.682,m,u v,0,,,,,,0,,,,,,,,1,0,,
6847702,01:54:07.702,m,w x,0,,,,,,0,,,,,,,,0,0,,
6848348,01:54:08.348,m,y z,0,,,,,,0,,,,,,,,0,0,,
6849606,01:54:09.606,m,now I know my abcs,1,abcs,,,,,2,i,my,,,,,,1,2,,
6851374,01:54:11.374,m,next time won't you sing with me.,0,,,,,,2,you,me,,,,,,1,2,,
6852258,01:54:12.258,m,what is that,0,,,,,,1,that,,,,,,,0,2,,
6853346,01:54:13.346,m,what's in your hand,1,hand,,,,,1,your,,,,,,,1,2,,
6855488,01:54:15.488,m,what's in your hand,1,hand,,,,,1,your,,,,,,,1,2,,
6857698,01:54:17.698,m,can I see,0,,,,,,1,i,,,,,,,0,1,,
6861778,01:54:21.778,m,that's not what was in your hand,1,hand,,,,,2,that,your,,,,,,1,3,,
6863886,01:54:23.886,m,nice try,0,,,,,,0,,,,,,,,1,0,,
6866640,01:54:26.640,m,your teether?,1,teether,,,,,1,your,,,,,,,1,1,,
6868510,01:54:28.510,m,that's for your mouth,1,mouth,,,,,1,that,your,,,,,,1,2,,
6870584,01:54:30.584,m,makes you feel better,0,,,,,,1,you,,,,,,,0,1,,
6902782,01:55:02.782,m,what buddy?,1,buddy,,,,,0,,,,,,,,1,1,,
6905394,01:55:05.394,m,ba ba,0,,,,,,0,,,,,,,,0,0,,
6906284,01:55:06.284,m,under here?,0,,,,,,0,,,,,,,,0,0,,
6923794,01:55:23.794,m,it's sleeping as often,0,,,,,,1,it,,,,,,,0,1,,
6927024,01:55:27.24,m,yeah,0,,,,,,0,,,,,,,,0,0,,
6935490,01:55:35.490,m,I don't know why it is off bud,1,bud,,,,,2,i,it,,,,,,1,2,,
6938958,01:55:38.958,m,ssssh [driving sound],0,,,,,,0,,,,,,,,2,0,,
6941984,01:55:41.984,m,ah,0,,,,,,0,,,,,,,,0,0,,
6953034,01:55:53.34,m,what,0,,,,,,0,,,,,,,,0,1,,
6955856,01:55:55.856,m,beep beep,0,,,,,,0,,,,,,,,0,0,,
6956672,01:55:56.672,m,when it was backward that what it does,0,,,,,,1,it,,,,,,,0,3,,
6958100,01:55:58.100,m,beep beep,0,,,,,,0,,,,,,,,0,0,,
6960344,01:56:00.344,m,[driving sound],0,,,,,,0,,,,,,,,1,0,,
6962384,01:56:02.384,m,beep beep beep,0,,,,,,0,,,,,,,,1,0,,
6964220,01:56:04.220,m,[driving sounds],0,,,,,,0,,,,,,,,0,0,,
6965002,01:56:05.2,m,you do it,0,,,,,,1,it,,,,,,,0,2,,
6968334,01:56:08.334,m,good job,0,,,,,,0,,,,,,,,1,0,,
7002402,01:56:42.402,m,you are welcome,0,,,,,,0,,,,,,,,0,1,,
7025114,01:57:05.114,m,what?,0,,,,,,0,,,,,,,,0,1,,
7176686,01:59:36.686,m,go go go,0,,,,,,0,,,,,,,,0,0,,
7191680,01:59:51.680,m,you want pop show,0,,,,,,1,you,,,,,,,2,1,,
7198242,01:59:58.242,m,ready,0,,,,,,0,,,,,,,,0,0,,
