Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4
1810806,00:30:10.806,m,don't bite,0,,,,,0,,,,
1813016,00:30:13.16,m,hold on,0,,,,,0,,,,
1817062,00:30:17.62,m,you shouldn't bite on the straw,1,straw,,,,1,you,,,
1833688,00:30:33.688,m,[laughing],0,,,,,0,,,,
1834436,00:30:34.436,m,alright,0,,,,,0,,,,
1836000,00:30:36.0,m,good?,0,,,,,0,,,,
1847118,00:30:47.118,m,[kissing],0,,,,,0,,,,
1858576,00:30:58.576,m,[kissing],0,,,,,0,,,,
1860752,00:31:00.752,m,alright,0,,,,,0,,,,
1888938,00:31:28.938,m,[kissing],0,,,,,0,,,,
1910936,00:31:50.936,m,[kissing],0,,,,,0,,,,
1919640,00:31:59.640,m,you good?,0,,,,,1,you,,,
1922360,00:32:02.360,m,hmm?,0,,,,,0,,,,
1922870,00:32:02.870,m,hmm?,0,,,,,0,,,,
1927018,00:32:07.18,m,xxx,0,,,,,0,,,,
1929092,00:32:09.92,m,there you go,0,,,,,1,you,,,
1933886,00:32:13.886,m,good job,0,,,,,0,,,,
1935552,00:32:15.552,m,good job,0,,,,,0,,,,
1936810,00:32:16.810,m,alright,0,,,,,0,,,,
1937422,00:32:17.422,m,there you go,0,,,,,1,you,,,
2282046,00:38:02.46,m,bless you,0,,,,,1,you,,,
2318290,00:38:38.290,m,hey baby,1,baby,,,,0,,,,
2321792,00:38:41.792,m,what's going on?,0,,,,,0,,,,
2326280,00:38:46.280,m,okay,0,,,,,0,,,,
2326688,00:38:46.688,m,you want the box?,1,box,,,,1,you,,,
2329476,00:38:49.476,m,you want to go play xxx?,0,,,,,1,you,,,
2331074,00:38:51.74,m,come on,0,,,,,0,,,,
2335154,00:38:55.154,m,come on baby,1,baby,,,,0,,,,
2339030,00:38:59.30,m,Jenga,1,jenga,,,,0,,,,
2347088,00:39:07.88,m,[laughing],0,,,,,0,,,,
2348040,00:39:08.40,m,uhoh,0,,,,,0,,,,
2350284,00:39:10.284,m,alright,0,,,,,0,,,,
2351304,00:39:11.304,m,come on play Jenga,1,jenga,,,,0,,,,
2352256,00:39:12.256,m,I am going to put this aside,0,,,,,2,i,this,,
2353208,00:39:13.208,m,okay?,0,,,,,0,,,,
2354636,00:39:14.636,m,I guess you want to play with that later,0,,,,,3,i,you,that,
2355894,00:39:15.894,m,now let me open this,0,,,,,2,me,this,,
2357356,00:39:17.356,m,see?,0,,,,,0,,,,
2357764,00:39:17.764,m,[gasping],0,,,,,0,,,,
2358716,00:39:18.716,m,Jenga,1,jenga,,,,0,,,,
2361572,00:39:21.572,m,yeah,0,,,,,0,,,,
2363408,00:39:23.408,m,[laughing],0,,,,,0,,,,
2365822,00:39:25.822,m,Jenga,1,jenga,,,,0,,,,
2369528,00:39:29.528,m,oh we are going to build a tower okay?,1,tower,,,,1,we,,,
2371874,00:39:31.874,m,alright ready?,0,,,,,0,,,,
2375342,00:39:35.342,m,you need me help build?,0,,,,,2,you,me,,
2378402,00:39:38.402,m,good yeah,0,,,,,0,,,,
2379490,00:39:39.490,m,there you go,0,,,,,1,you,,,
2382822,00:39:42.822,m,[gasping],0,,,,,0,,,,
2383502,00:39:43.502,m,huh,0,,,,,0,,,,
2383910,00:39:43.910,m,nice,0,,,,,0,,,,
2386732,00:39:46.732,m,nice,0,,,,,0,,,,
2396932,00:39:56.932,m,[laughing],0,,,,,0,,,,
2398632,00:39:58.632,m,it's big,0,,,,,1,it,,,
2411110,00:40:11.110,m,nice,0,,,,,0,,,,
2424064,00:40:24.64,m,nice,0,,,,,0,,,,
2424608,00:40:24.608,m,good job,0,,,,,0,,,,
2438004,00:40:38.4,m,alright ready?,0,,,,,0,,,,
2440112,00:40:40.112,m,that looks pretty good,0,,,,,1,that,,,
2444430,00:40:44.430,m,it's tower,1,tower,,,,1,it,,,
2450652,00:40:50.652,m,okay,0,,,,,0,,,,
2453236,00:40:53.236,m,what about this one?,1,one,,,,1,this,,,
2455480,00:40:55.480,m,you want to put this one on?,1,one,,,,2,you,this,,
2458404,00:40:58.404,m,yeah?,0,,,,,0,,,,
2459594,00:40:59.594,m,you want to put it on for mama?,1,mama,,,,2,you,it,,
2460954,00:41:00.954,m,here,0,,,,,0,,,,
2462416,00:41:02.416,m,here,0,,,,,0,,,,
2463674,00:41:03.674,m,put it right here,0,,,,,1,it,,,
2467278,00:41:07.278,m,oh you are just dancing to the song?,1,song,,,,1,you,,,
2476424,00:41:16.424,m,come on,0,,,,,0,,,,
2479450,00:41:19.450,m,I will put in on,0,,,,,1,i,,,
2483938,00:41:23.938,m,[grunting],0,,,,,0,,,,
2484278,00:41:24.278,m,[grunting],0,,,,,0,,,,
2485910,00:41:25.910,m,we are both sick,0,,,,,1,we,,,
2486352,00:41:26.352,m,aren't we?,0,,,,,1,we,,,
2487134,00:41:27.134,m,no,0,,,,,0,,,,
2489038,00:41:29.38,m,[grunting],0,,,,,0,,,,
2490024,00:41:30.24,m,no,0,,,,,0,,,,
2494682,00:41:34.682,m,xxx you love the song,1,song,,,,1,you,,,
2509608,00:41:49.608,m,[laughing],0,,,,,0,,,,
2519672,00:41:59.672,m,[adult babble],0,,,,,0,,,,
2523242,00:42:03.242,m,oh,0,,,,,0,,,,
2523820,00:42:03.820,m,no,0,,,,,0,,,,
2524534,00:42:04.534,m,the tower,1,tower,,,,0,,,,
2525656,00:42:05.656,m,[gasping],0,,,,,0,,,,
2526710,00:42:06.710,m,Jenga no,1,jenga,,,,0,,,,
2528920,00:42:08.920,m,you want to put it in there?,0,,,,,2,you,it,,
2529634,00:42:09.634,m,okay,0,,,,,0,,,,
2544798,00:42:24.798,m,look,0,,,,,0,,,,
2569924,00:42:49.924,m,here,0,,,,,0,,,,
2571318,00:42:51.318,m,all those,0,,,,,1,those,,,
2571896,00:42:51.896,m,yeah,0,,,,,0,,,,
2604774,00:43:24.774,m,[laughing],0,,,,,0,,,,
2607936,00:43:27.936,m,that's right,0,,,,,1,that,,,
2608548,00:43:28.548,m,yeah,0,,,,,0,,,,
2610010,00:43:30.10,m,triangle,1,triangle,,,,0,,,,
2615144,00:43:35.144,m,nice,0,,,,,0,,,,
2625820,00:43:45.820,m,oh we have Jenga pieces in here as well,2,jenga,pieces,,,1,we,,,
2637210,00:43:57.210,m,[gasping],0,,,,,0,,,,
2646016,00:44:06.16,m,oh,0,,,,,0,,,,
2651592,00:44:11.592,m,[gasping],0,,,,,0,,,,
2653870,00:44:13.870,m,[laughing],0,,,,,0,,,,
2691950,00:44:51.950,m,what's this?,0,,,,,1,this,,,
2693820,00:44:53.820,m,it's a dog,1,dog,,,,1,it,,,
2696438,00:44:56.438,m,dog,1,dog,,,,0,,,,
2696608,00:44:56.608,m,[adult babble],0,,,,,0,,,,
2703775,00:45:03.775,m,[laughing],0,,,,,0,,,,
2726222,00:45:26.222,m,careful,0,,,,,0,,,,
2727004,00:45:27.4,m,don't hit yourself in the face,1,face,,,,1,yourself,,,
2728058,00:45:28.58,m,okay?,0,,,,,0,,,,
2747370,00:45:47.370,m,[laughing],0,,,,,0,,,,
2752810,00:45:52.810,m,what happened to the square piece?,1,squarepiece,,,,0,,,,
2755258,00:45:55.258,m,where did it go?,0,,,,,1,it,,,
2756346,00:45:56.346,m,it's not,0,,,,,1,it,,,
2757638,00:45:57.638,m,I don't see it,0,,,,,2,i,it,,
2776338,00:46:16.338,m,[laughing],0,,,,,0,,,,
2778140,00:46:18.140,m,[laughing],0,,,,,0,,,,
2781302,00:46:21.302,m,xxx Jenga pieces,2,jenga,pieces,,,0,,,,
2830432,00:47:10.432,m,[adult babble],0,,,,,0,,,,
2842230,00:47:22.230,m,I know I am sick too I am sorry,0,,,,,3,i,i,i,
2856374,00:47:36.374,m,put this in there,0,,,,,1,this,,,
2862868,00:47:42.868,m,you want to put it in here?,0,,,,,2,you,it,,
2864534,00:47:44.534,m,see what happens?,0,,,,,0,,,,
2866098,00:47:46.98,m,oh it won't fit,0,,,,,1,it,,,
2867016,00:47:47.16,m,it won't fit anymore,0,,,,,1,it,,,
2868036,00:47:48.36,m,xxx anymore,0,,,,,0,,,,
2871844,00:47:51.844,m,ready?,0,,,,,0,,,,
2873782,00:47:53.782,m,[gasping],0,,,,,0,,,,
2876468,00:47:56.468,m,uhoh,0,,,,,0,,,,
2968812,00:49:28.812,m,xxx,0,,,,,0,,,,
2975476,00:49:35.476,m,xxx you want to play with your map?,1,map,,,,2,you,your,,
3403196,00:56:43.196,m,let's see,0,,,,,0,,,,
3404250,00:56:44.250,m,what would you like for lunch?,1,lunch,,,,1,you,,,
3434136,00:57:14.136,m,be careful,0,,,,,0,,,,
3438590,00:57:18.590,m,come here,0,,,,,0,,,,
3439440,00:57:19.440,m,you got to be careful when you xxx,0,,,,,2,you,you,,
3446988,00:57:26.988,m,be careful,0,,,,,0,,,,
3447566,00:57:27.566,m,okay?,0,,,,,0,,,,
3448518,00:57:28.518,m,you alright you tired?,0,,,,,2,you,you,,
3450694,00:57:30.694,m,you want to,0,,,,,1,you,,,
3451714,00:57:31.714,m,hmm,0,,,,,0,,,,
3454740,00:57:34.740,m,xxx,0,,,,,0,,,,
3475480,00:57:55.480,m,give me some kisses,1,kisses,,,,1,me,,,
3477350,00:57:57.350,m,give me some kisses,1,kisses,,,,1,me,,,
3478064,00:57:58.64,m,give me some kisses,1,kisses,,,,1,me,,,
3481770,00:58:01.770,m,alright,0,,,,,0,,,,
3492446,00:58:12.446,m,[adult babble],0,,,,,0,,,,
3496866,00:58:16.866,m,oh,0,,,,,0,,,,
3497240,00:58:17.240,m,I don't know,0,,,,,1,i,,,
3498906,00:58:18.906,m,I don't know what we should have for,0,,,,,2,i,we,,
3501252,00:58:21.252,m,lunch,1,lunch,,,,0,,,,
3515464,00:58:35.464,m,come on,0,,,,,0,,,,
3515940,00:58:35.940,m,come help mommy,1,mommy,,,,0,,,,
3518830,00:58:38.830,m,wow,0,,,,,0,,,,
3526582,00:58:46.582,m,wait don't put your feet on the table okay?,2,feet,table,,,1,your,,,
3529098,00:58:49.98,m,alright,0,,,,,0,,,,
3529778,00:58:49.778,m,never mind,0,,,,,0,,,,
3532226,00:58:52.226,m,what do you want,0,,,,,1,you,,,
3532940,00:58:52.940,m,for,0,,,,,0,,,,
3533790,00:58:53.790,m,lunch,1,lunch,,,,0,,,,
3542664,00:59:02.664,m,let's do,0,,,,,0,,,,
3543718,00:59:03.718,m,how about,0,,,,,0,,,,
3556400,00:59:16.400,m,alright,0,,,,,0,,,,
3556910,00:59:16.910,m,let's get,0,,,,,0,,,,
3563914,00:59:23.914,m,how about,0,,,,,0,,,,
3568232,00:59:28.232,m,come here,0,,,,,0,,,,
3569184,00:59:29.184,m,I want to take you put you down okay?,0,,,,,3,i,you,you,
3571088,00:59:31.88,m,woo,0,,,,,0,,,,
3573230,00:59:33.230,m,no,0,,,,,0,,,,
3573468,00:59:33.468,m,don't be like that,0,,,,,1,that,,,
3576324,00:59:36.324,m,no,0,,,,,0,,,,
3579588,00:59:39.588,m,you alright?,0,,,,,1,you,,,
3604714,01:00:04.714,m,xxx,0,,,,,0,,,,
3606414,01:00:06.414,m,I know mommy's xxx,1,mommy,,,,1,i,,,
3607774,01:00:07.774,m,how about some chicken tenders now?,1,chickentenders,,,,0,,,,
3609474,01:00:09.474,m,how about?,0,,,,,0,,,,
3612704,01:00:12.704,m,yeah let's do some chicken tenders,1,chickentenders,,,,0,,,,
3617226,01:00:17.226,m,and then,0,,,,,0,,,,
3620524,01:00:20.524,m,you want some chicken,1,chicken,,,,1,you,,,
3621272,01:00:21.272,m,you want some chicken nuggets?,1,chickennuggets,,,,1,you,,,
3623924,01:00:23.924,m,no?,0,,,,,0,,,,
3624468,01:00:24.468,m,yes?,0,,,,,0,,,,
3628650,01:00:28.650,m,and then,0,,,,,0,,,,
3634362,01:00:34.362,m,let's see,0,,,,,0,,,,
3637796,01:00:37.796,m,I will just get xxx,0,,,,,1,i,,,
3638952,01:00:38.952,m,xxx,0,,,,,0,,,,
3640040,01:00:40.40,m,nugget sounds good to me,1,nuggets,,,,1,me,,,
3645786,01:00:45.786,m,let's do,0,,,,,0,,,,
3648404,01:00:48.404,m,chrunchy chicken salad,1,chickensalad,,,,0,,,,
3650002,01:00:50.2,m,okay?,0,,,,,0,,,,
3656122,01:00:56.122,m,okay,0,,,,,0,,,,
3656938,01:00:56.938,m,and then,0,,,,,0,,,,
3659896,01:00:59.896,m,do you want juice?,1,juice,,,,1,you,,,
3663160,01:01:03.160,m,xxx apple,1,apple,,,,0,,,,
3666492,01:01:06.492,m,alright,0,,,,,0,,,,
3671864,01:01:11.864,m,okay,0,,,,,0,,,,
3689646,01:01:29.646,m,here,0,,,,,0,,,,
3691822,01:01:31.822,m,come on let's go play,0,,,,,0,,,,
3695086,01:01:35.86,m,[adult babble],0,,,,,0,,,,
3696004,01:01:36.4,m,[kissing],0,,,,,0,,,,
3697602,01:01:37.602,m,okay,0,,,,,0,,,,
3697874,01:01:37.874,m,just ordered lunch,1,lunch,,,,0,,,,
3699370,01:01:39.370,m,I hope you like it,0,,,,,3,i,you,it,
3704130,01:01:44.130,m,what do you want to do?,0,,,,,1,you,,,
3705592,01:01:45.592,m,want to go to the bathroom?,1,bathroom,,,,0,,,,
3711848,01:01:51.848,m,xxx,0,,,,,0,,,,
3714466,01:01:54.466,m,woo,0,,,,,0,,,,
3722218,01:02:02.218,m,what did you draw?,0,,,,,1,you,,,
3723272,01:02:03.272,m,good,0,,,,,0,,,,
3725618,01:02:05.618,m,look,0,,,,,0,,,,
3726264,01:02:06.264,m,with the mama,1,mama,,,,0,,,,
3728372,01:02:08.372,m,look,0,,,,,0,,,,
3733438,01:02:13.438,m,[adult babble],0,,,,,0,,,,
3737960,01:02:17.960,m,use your words,1,words,,,,1,your,,,
3746222,01:02:26.222,m,you want to put xxx in here?,0,,,,,1,you,,,
3758938,01:02:38.938,m,oh yeah,0,,,,,0,,,,
3759890,01:02:39.890,m,you cards,1,cards,,,,1,you,,,
3764854,01:02:44.854,m,we are going to put some of these stuffs away you know why?,1,stuffs,,,,3,we,these,you,
3766588,01:02:46.588,m,because this is,0,,,,,1,this,,,
3767914,01:02:47.914,m,because we are tripping over our stuff,1,stuff,,,,2,we,our,,
3775088,01:02:55.88,m,oh,0,,,,,0,,,,
3816092,01:03:36.92,m,[gasping] look at that,0,,,,,1,that,,,
3817860,01:03:37.860,m,did you see that?,0,,,,,1,that,,,
3819832,01:03:39.832,m,look Logan,1,logan,,,,0,,,,
3821838,01:03:41.838,m,woo woo woo,0,,,,,0,,,,
3829182,01:03:49.182,m,you can put it on here,0,,,,,2,you,it,,
3868010,01:04:28.10,m,look beep beep,0,,,,,0,,,,
3869948,01:04:29.948,m,whoah,0,,,,,0,,,,
3871886,01:04:31.886,m,xxx,0,,,,,0,,,,
3930434,01:05:30.434,m,[laughing],0,,,,,0,,,,
3939648,01:05:39.648,m,oh,0,,,,,0,,,,
3941722,01:05:41.722,m,[grunting],0,,,,,0,,,,
3944238,01:05:44.238,m,xxx,0,,,,,0,,,,
3944952,01:05:44.952,m,this drys really quickly,0,,,,,1,this,,,
3947332,01:05:47.332,m,whee,0,,,,,0,,,,
3948420,01:05:48.420,m,woo,0,,,,,0,,,,
3971030,01:06:11.30,m,do you like this?,0,,,,,1,this,,,
3974158,01:06:14.158,m,[adult babble],0,,,,,0,,,,
3992620,01:06:32.620,m,no?,0,,,,,0,,,,
3993436,01:06:33.436,m,you are all about car rght now?,1,car,,,,1,you,,,
4017678,01:06:57.678,m,[laughing],0,,,,,0,,,,
4019922,01:06:59.922,m,tickle tickle tickle those feet,1,feet,,,,1,those,,,
4023220,01:07:03.220,m,tickle those feet,1,feet,,,,1,those,,,
4026824,01:07:06.824,m,tickle those feet,1,feet,,,,1,those,,,
4047258,01:07:27.258,m,[adult babble],0,,,,,0,,,,
4060654,01:07:40.654,m,xxx,0,,,,,0,,,,
4061266,01:07:41.266,m,xxx,0,,,,,0,,,,
4063884,01:07:43.884,m,oop,0,,,,,0,,,,
4070820,01:07:50.820,m,xxx,0,,,,,0,,,,
4072622,01:07:52.622,m,no?,0,,,,,0,,,,
4074016,01:07:54.16,m,look at this one,1,one,,,,1,this,,,
4074730,01:07:54.730,m,it's A,0,,,,,1,it,,,
4076532,01:07:56.532,m,A,0,,,,,0,,,,
4080374,01:08:00.374,m,B,0,,,,,0,,,,
4083672,01:08:03.672,m,C,0,,,,,0,,,,
4086596,01:08:06.596,m,look,0,,,,,0,,,,
4087854,01:08:07.854,m,C,0,,,,,0,,,,
4090982,01:08:10.982,m,D,0,,,,,0,,,,
4094246,01:08:14.246,m,E,0,,,,,0,,,,
4099040,01:08:19.40,m,this is E,0,,,,,1,this,,,
4099754,01:08:19.754,m,E,0,,,,,0,,,,
4102916,01:08:22.916,m,F,0,,,,,0,,,,
4106554,01:08:26.554,m,G,0,,,,,0,,,,
4107404,01:08:27.404,m,xxx for this one?,1,one,,,,1,this,,,
4110294,01:08:30.294,m,G,0,,,,,0,,,,
4111620,01:08:31.620,m,yeah,0,,,,,0,,,,
4113184,01:08:33.184,m,H,0,,,,,0,,,,
4115020,01:08:35.20,m,H,0,,,,,0,,,,
4118692,01:08:38.692,m,I,0,,,,,0,,,,
4122364,01:08:42.364,m,J,0,,,,,0,,,,
4126920,01:08:46.920,m,A,0,,,,,0,,,,
4127430,01:08:47.430,m,B,0,,,,,0,,,,
4128246,01:08:48.246,m,C,0,,,,,0,,,,
4128926,01:08:48.926,m,D,0,,,,,0,,,,
4129538,01:08:49.538,m,E,0,,,,,0,,,,
4130082,01:08:50.82,m,F,0,,,,,0,,,,
4131408,01:08:51.408,m,G,0,,,,,0,,,,
4132122,01:08:52.122,m,H,0,,,,,0,,,,
4133380,01:08:53.380,m,I,0,,,,,0,,,,
4134740,01:08:54.740,m,J,0,,,,,0,,,,
4137222,01:08:57.222,m,yeah hey,0,,,,,0,,,,
4141880,01:09:01.880,m,A,0,,,,,0,,,,
4142628,01:09:02.628,m,B,0,,,,,0,,,,
4143206,01:09:03.206,m,C,0,,,,,0,,,,
4144124,01:09:04.124,m,D,0,,,,,0,,,,
4144906,01:09:04.906,m,E,0,,,,,0,,,,
4145586,01:09:05.586,m,F,0,,,,,0,,,,
4146368,01:09:06.368,m,G,0,,,,,0,,,,
4147014,01:09:07.14,m,H,0,,,,,0,,,,
4147932,01:09:07.932,m,I,0,,,,,0,,,,
4148952,01:09:08.952,m,J,0,,,,,0,,,,
4151128,01:09:11.128,m,yay,0,,,,,0,,,,
4157044,01:09:17.44,m,[laughing],0,,,,,0,,,,
4158268,01:09:18.268,m,what's this,0,,,,,1,this,,,
4159118,01:09:19.118,m,pig,1,pig,,,,0,,,,
4161328,01:09:21.328,m,pig,1,pig,,,,0,,,,
4161940,01:09:21.940,m,yes,0,,,,,0,,,,
4165476,01:09:25.476,m,sun,1,sun,,,,0,,,,
4168502,01:09:28.502,m,that's a heart,1,heart,,,,1,that,,,
4169930,01:09:29.930,m,yeah,0,,,,,0,,,,
4171868,01:09:31.868,m,cloud,1,cloud,,,,0,,,,
4174622,01:09:34.622,m,dog,1,dog,,,,0,,,,
4177716,01:09:37.716,m,kitty yes,1,kitty,,,,0,,,,
4178668,01:09:38.668,m,kitty,1,kitty,,,,0,,,,
4180844,01:09:40.844,m,what about,0,,,,,0,,,,
4182000,01:09:42.0,m,what about this?,0,,,,,1,this,,,
4182782,01:09:42.782,m,what's this?,0,,,,,1,this,,,
4187270,01:09:47.270,m,you know what this is?,0,,,,,1,this,,,
4189276,01:09:49.276,m,cow,1,cow,,,,0,,,,
4191656,01:09:51.656,m,is that a car?,1,car,,,,1,that,,,
4192778,01:09:52.778,m,that's a cow,1,cow,,,,1,that,,,
4196144,01:09:56.144,m,oh yes this is a car you are right,1,car,,,,2,this,you,,
4198252,01:09:58.252,m,good job,0,,,,,0,,,,
4199646,01:09:59.646,m,that's a car,1,car,,,,1,that,,,
4201924,01:10:01.924,m,heart,1,heart,,,,0,,,,
4203794,01:10:03.794,m,star,1,star,,,,0,,,,
4206310,01:10:06.310,m,cow,1,cow,,,,0,,,,
4208418,01:10:08.418,m,cow,1,cow,,,,0,,,,
4208690,01:10:08.690,m,it goes moo,0,,,,,1,it,,,
4211580,01:10:11.580,m,moo,0,,,,,0,,,,
4215966,01:10:15.966,m,what is this?,0,,,,,1,this,,,
4218312,01:10:18.312,m,it's car,1,car,,,,1,it,,,
4220284,01:10:20.284,m,yes it is,0,,,,,1,it,,,
4222358,01:10:22.358,m,you think that's a car?,1,car,,,,2,you,that,,
4223990,01:10:23.990,m,this is a car too,1,car,,,,1,this,,,
4226438,01:10:26.438,m,they are both cars,1,cars,,,,1,they,,,
4227764,01:10:27.764,m,see look car,1,car,,,,0,,,,
4228750,01:10:28.750,m,car,1,car,,,,0,,,,
4230076,01:10:30.76,m,oh,0,,,,,0,,,,
4233272,01:10:33.272,m,yeah,0,,,,,0,,,,
4235686,01:10:35.686,m,that's a kite,1,kite,,,,1,that,,,
4239562,01:10:39.562,m,yeah,0,,,,,0,,,,
4240310,01:10:40.310,m,heart,1,heart,,,,0,,,,
4242316,01:10:42.316,m,star,1,star,,,,0,,,,
4244832,01:10:44.832,m,I don't know what that is,0,,,,,2,i,that,,
4245478,01:10:45.478,m,this is a giraffe,1,giraffe,,,,1,this,,,
4247110,01:10:47.110,m,I think,0,,,,,1,i,,,
4248538,01:10:48.538,m,what's this?,0,,,,,1,this,,,
4251904,01:10:51.904,m,heart,1,heart,,,,0,,,,
4253264,01:10:53.264,m,heart,1,heart,,,,0,,,,
4256596,01:10:56.596,m,high five,1,highfive,,,,0,,,,
4257811,01:10:57.811,m,high five,1,highfive,,,,0,,,,
4258806,01:10:58.806,m,no no high five?,1,highfive,,,,0,,,,
4261084,01:11:01.84,m,no,0,,,,,0,,,,
4262070,01:11:02.70,m,okay,0,,,,,0,,,,
4270706,01:11:10.706,m,xxx,0,,,,,0,,,,
4282334,01:11:22.334,m,nah?,0,,,,,0,,,,
4283320,01:11:23.320,m,[laughing],0,,,,,0,,,,
4286448,01:11:26.448,m,[laughing],0,,,,,0,,,,
4294268,01:11:34.268,m,[lip rolling],0,,,,,0,,,,
4296954,01:11:36.954,m,[laughing],0,,,,,0,,,,
4298858,01:11:38.858,m,[adult babble],0,,,,,0,,,,
4300456,01:11:40.456,m,[laughing],0,,,,,0,,,,
4302904,01:11:42.904,m,[kissing],0,,,,,0,,,,
4303958,01:11:43.958,m,love you,0,,,,,1,you,,,
4305692,01:11:45.692,m,[grunting],0,,,,,0,,,,
4307868,01:11:47.868,m,smells like feet xxx meal,2,feet,meal,,,0,,,,
4309976,01:11:49.976,m,what do you think?,0,,,,,1,you,,,
4311880,01:11:51.880,m,xxx,0,,,,,0,,,,
4313512,01:11:53.512,m,[laughing],0,,,,,0,,,,
4315960,01:11:55.960,m,[laughing],0,,,,,0,,,,
4316742,01:11:56.742,m,oh no,0,,,,,0,,,,
4317422,01:11:57.422,m,that cough,1,cough,,,,1,that,,,
4319190,01:11:59.190,m,[grunting],0,,,,,0,,,,
4324630,01:12:04.630,m,be careful,0,,,,,0,,,,
4325956,01:12:05.956,m,be careful,0,,,,,0,,,,
4326874,01:12:06.874,m,don't,0,,,,,0,,,,
4327180,01:12:07.180,m,xxx in the face,1,face,,,,0,,,,
4328132,01:12:08.132,m,okay?,0,,,,,0,,,,
4329356,01:12:09.356,m,that's,0,,,,,1,that,,,
4330172,01:12:10.172,m,yeah,0,,,,,0,,,,
4330580,01:12:10.580,m,that's,0,,,,,1,that,,,
4330716,01:12:10.716,m,that hurts,0,,,,,1,that,,,
4332242,01:12:12.242,m,okay?,0,,,,,0,,,,
4333062,01:12:13.62,m,be very careful,0,,,,,0,,,,
4348940,01:12:28.940,m,xxx,0,,,,,0,,,,
4370428,01:12:50.428,m,woo,0,,,,,0,,,,
4373624,01:12:53.624,m,look,0,,,,,0,,,,
4406162,01:13:26.162,m,here,0,,,,,0,,,,
4408848,01:13:28.848,m,you are supposed to xxx it over,0,,,,,2,you,it,,
4410208,01:13:30.208,m,like this,0,,,,,1,this,,,
4410854,01:13:30.854,m,[adult babble],0,,,,,0,,,,
4411636,01:13:31.636,m,[adult babble],0,,,,,0,,,,
4413812,01:13:33.812,m,[adult babble],0,,,,,0,,,,
4415172,01:13:35.172,m,[adult babble],0,,,,,0,,,,
4417450,01:13:37.450,m,[adult babble],0,,,,,0,,,,
4420578,01:13:40.578,m,[adult babble],0,,,,,0,,,,
4421292,01:13:41.292,m,I can hold this one as well,1,one,,,,2,i,this,,
4423604,01:13:43.604,m,fall,0,,,,,0,,,,
4430370,01:13:50.370,m,thank you,1,,,,,1,you,,,
4433906,01:13:53.906,m,put more on top?,1,top,,,,0,,,,
4435572,01:13:55.572,m,xxx,0,,,,,0,,,,
4440332,01:14:00.332,m,I don't like that,0,,,,,2,i,that,,
4441692,01:14:01.692,m,[grunting],0,,,,,0,,,,
4442678,01:14:02.678,m,look,0,,,,,0,,,,
4443868,01:14:03.868,m,it's pretty cool,0,,,,,1,it,,,
4449376,01:14:09.376,m,[gasping],0,,,,,0,,,,
4451722,01:14:11.722,m,[laughing],0,,,,,0,,,,
4460120,01:14:20.120,m,check it out,0,,,,,1,it,,,
4461990,01:14:21.990,m,[grunting],0,,,,,0,,,,
4477358,01:14:37.358,m,[laughing],0,,,,,0,,,,
4483206,01:14:43.206,m,ah,0,,,,,0,,,,
4488000,01:14:48.0,m,come on Logan,1,logan,,,,0,,,,
4493542,01:14:53.542,m,momo come on,1,momo,,,,0,,,,
4567084,01:16:07.84,m,you are such a good dancer,1,dancer,,,,1,you,,,
4571844,01:16:11.844,m,[adult babble],0,,,,,0,,,,
4576400,01:16:16.400,m,[kissing],0,,,,,0,,,,
4603328,01:16:43.328,m,[yawning],0,,,,,0,,,,
4625054,01:17:05.54,m,oh whoah,0,,,,,0,,,,
4861762,01:21:01.762,m,xxx,0,,,,,0,,,,
4866590,01:21:06.590,m,I love you,0,,,,,2,i,you,,
4872268,01:21:12.268,m,okay?,0,,,,,0,,,,
4873186,01:21:13.186,m,yeah,0,,,,,0,,,,
4874716,01:21:14.716,m,[grunting],0,,,,,0,,,,
4877334,01:21:17.334,m,[kissing],0,,,,,0,,,,
4879612,01:21:19.612,m,alright okay,0,,,,,0,,,,
4880326,01:21:20.326,m,go ahead,0,,,,,0,,,,
4880768,01:21:20.768,m,go go go,0,,,,,0,,,,
4881788,01:21:21.788,m,go play,0,,,,,0,,,,
4937990,01:22:17.990,m,you tired?,0,,,,,1,you,,,
4939350,01:22:19.350,m,you bored,0,,,,,1,you,,,
4941118,01:22:21.118,m,tired or bored?,0,,,,,0,,,,
4944008,01:22:24.8,m,[laughing],0,,,,,0,,,,
4945572,01:22:25.572,m,tired or bored?,0,,,,,0,,,,
4946830,01:22:26.830,m,huh?,0,,,,,0,,,,
4950026,01:22:30.26,m,give me a second,0,,,,,1,me,,,
4950672,01:22:30.672,m,let me just reply this email,1,email,,,,2,me,this,,
4977192,01:22:57.192,m,xxx,0,,,,,0,,,,
4978926,01:22:58.926,m,xxx,0,,,,,0,,,,
5000482,01:23:20.482,m,xxx,0,,,,,0,,,,
5039684,01:23:59.684,m,careful boo,1,boo,,,,0,,,,
5042234,01:24:02.234,m,xxx,0,,,,,0,,,,
5055392,01:24:15.392,m,okay,0,,,,,0,,,,
5077934,01:24:37.934,m,[laughing],0,,,,,0,,,,
5083782,01:24:43.782,m,are you eating something?,0,,,,,1,you,,,
5087896,01:24:47.896,m,you are eating okay,0,,,,,1,you,,,
