Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,Nouns_Spacy,Pronoun_Spacy,,
214336,00:03:34.336,m,come here,0,,,,,,0,,,,,,,,0,0,,
215458,00:03:35.458,m,come on,0,,,,,,0,,,,,,,,0,0,,
215900,00:03:35.900,m,let's go,0,,,,,,0,,,,,,,,0,1,,
220422,00:03:40.422,m,come for the tricks,1,tricks,,,,,0,,,,,,,,1,0,,
221782,00:03:41.782,m,no tricks?,1,tricks,,,,,0,,,,,,,,1,0,,
225488,00:03:45.488,m,what?,0,,,,,,0,,,,,,,,0,1,,
226304,00:03:46.304,m,[laugh],0,,,,,,0,,,,,,,,0,0,,
228174,00:03:48.174,m,right there,0,,,,,,0,,,,,,,,0,0,,
228412,00:03:48.412,m,xxx guli guli,0,,,,,,0,,,,,,,,1,0,,
232016,00:03:52.16,m,ready,0,,,,,,0,,,,,,,,0,0,,
233376,00:03:53.376,m,wait,0,,,,,,0,,,,,,,,0,0,,
234056,00:03:54.56,m,ready,0,,,,,,0,,,,,,,,0,0,,
234464,00:03:54.464,m,go,0,,,,,,0,,,,,,,,0,0,,
234668,00:03:54.668,m,oh Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
235586,00:03:55.586,m,go Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
236164,00:03:56.164,m,jump,0,,,,,,0,,,,,,,,0,0,,
236572,00:03:56.572,m,jump Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
237184,00:03:57.184,m,go,0,,,,,,0,,,,,,,,0,0,,
237456,00:03:57.456,m,go Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
238306,00:03:58.306,m,go Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
239190,00:03:59.190,m,go Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
240006,00:04:00.6,m,go Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
240618,00:04:00.618,m,go,0,,,,,,0,,,,,,,,0,0,,
241162,00:04:01.162,m,wiggle willy,0,,,,,,0,,,,,,,,0,0,,
242726,00:04:02.726,m,yeah,0,,,,,,0,,,,,,,,0,0,,
243032,00:04:03.32,m,yeah,0,,,,,,0,,,,,,,,0,0,,
243508,00:04:03.508,m,yeah,0,,,,,,0,,,,,,,,0,0,,
245548,00:04:05.548,m,wow look at you,0,,,,,,1,you,,,,,,,0,1,,
247078,00:04:07.78,m,whoah,0,,,,,,0,,,,,,,,0,0,,
248200,00:04:08.200,m,call her,0,,,,,,1,her,,,,,,,0,1,,
250784,00:04:10.784,m,good job,0,,,,,,0,,,,,,,,1,0,,
254728,00:04:14.728,m,yeah,0,,,,,,0,,,,,,,,0,0,,
257142,00:04:17.142,m,say Hailey come up,1,hailey,,,,,0,,,,,,,,0,0,,
261222,00:04:21.222,m,good job bud,1,bud,,,,,0,,,,,,,,2,0,,
263024,00:04:23.24,m,yeah,0,,,,,,0,,,,,,,,0,0,,
276012,00:04:36.12,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
277032,00:04:37.32,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
278120,00:04:38.120,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
279174,00:04:39.174,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
282914,00:04:42.914,m,whoah,0,,,,,,0,,,,,,,,0,0,,
284240,00:04:44.240,m,awesome,0,,,,,,0,,,,,,,,0,0,,
288592,00:04:48.592,m,he's not falling,0,,,,,,1,he,,,,,,,0,1,,
291380,00:04:51.380,m,go bubby,1,bubby,,,,,0,,,,,,,,1,0,,
292366,00:04:52.366,m,go bubby,1,bubby,,,,,0,,,,,,,,1,0,,
293386,00:04:53.386,m,go,0,,,,,,0,,,,,,,,0,0,,
293862,00:04:53.862,m,go,0,,,,,,0,,,,,,,,0,0,,
294066,00:04:54.66,m,go,0,,,,,,0,,,,,,,,0,0,,
295426,00:04:55.426,m,Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
295664,00:04:55.664,m,jump on Marc,1,marc,,,,,0,,,,,,,,0,0,,
302872,00:05:02.872,m,oh there you go,0,,,,,,1,you,,,,,,,0,1,,
307564,00:05:07.564,m,jumping with Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
316370,00:05:16.370,m,you okay?,0,,,,,,1,you,,,,,,,0,1,,
318104,00:05:18.104,m,are you okay?,0,,,,,,0,,,,,,,,0,1,,
323136,00:05:23.136,m,she's under there,0,,,,,,1,she,,,,,,,0,1,,
324020,00:05:24.20,m,look at her,0,,,,,,1,her,,,,,,,0,1,,
326230,00:05:26.230,m,where is,0,,,,,,0,,,,,,,,0,0,,
326944,00:05:26.944,m,where,0,,,,,,0,,,,,,,,0,0,,
327454,00:05:27.454,m,say I see you,0,,,,,,2,i,you,,,,,,0,2,,
330208,00:05:30.208,m,I see you,0,,,,,,2,i,you,,,,,,0,2,,
331806,00:05:31.806,m,wait,0,,,,,,0,,,,,,,,0,0,,
332078,00:05:32.78,m,she left,0,,,,,,1,she,,,,,,,0,1,,
336430,00:05:36.430,m,xxx,0,,,,,,0,,,,,,,,0,0,,
337926,00:05:37.926,m,Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
339048,00:05:39.48,m,there we go,0,,,,,,1,we,,,,,,,0,1,,
340476,00:05:40.476,m,good girl,1,girl,,,,,0,,,,,,,,1,0,,
341020,00:05:41.20,m,Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
341360,00:05:41.360,m,good girl,1,girl,,,,,0,,,,,,,,1,0,,
345202,00:05:45.202,m,yeah,0,,,,,,0,,,,,,,,0,0,,
345746,00:05:45.746,m,go bubby go,1,bubby,,,,,0,,,,,,,,0,0,,
346494,00:05:46.494,m,whoah,0,,,,,,0,,,,,,,,0,0,,
350030,00:05:50.30,m,Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
350438,00:05:50.438,m,come sit down,0,,,,,,0,,,,,,,,0,0,,
353260,00:05:53.260,m,Hailey Hailey Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
354858,00:05:54.858,m,Hailey Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
355368,00:05:55.368,m,come xxx,0,,,,,,0,,,,,,,,0,0,,
362134,00:06:02.134,m,she don't want to come,0,,,,,,1,she,,,,,,,0,1,,
363630,00:06:03.630,m,where's my baby?,1,baby,,,,,1,my,,,,,,,1,1,,
364786,00:06:04.786,m,where's my xxx,0,,,,,,1,my,,,,,,,0,1,,
365364,00:06:05.364,m,come,0,,,,,,0,,,,,,,,0,0,,
367914,00:06:07.914,m,come,0,,,,,,0,,,,,,,,0,0,,
368322,00:06:08.322,m,no,0,,,,,,0,,,,,,,,0,0,,
368764,00:06:08.764,m,she don't want us,0,,,,,,2,she,us,,,,,,0,2,,
372028,00:06:12.28,m,whoah,0,,,,,,0,,,,,,,,0,0,,
372572,00:06:12.572,m,whoah,0,,,,,,0,,,,,,,,0,0,,
373184,00:06:13.184,m,whoah,0,,,,,,0,,,,,,,,0,0,,
375258,00:06:15.258,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
375496,00:06:15.496,m,get the ball over there,1,ball,,,,,0,,,,,,,,1,0,,
376074,00:06:16.74,m,maybe she wants the ball,1,ball,,,,,1,she,,,,,,,1,1,,
376822,00:06:16.822,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
379270,00:06:19.270,m,you got it?,0,,,,,,2,you,it,,,,,,0,2,,
382636,00:06:22.636,m,go ahead bubby,1,bubby,,,,,0,,,,,,,,1,0,,
384914,00:06:24.914,m,see if you can do it,0,,,,,,2,you,it,,,,,,0,2,,
386308,00:06:26.308,m,yes,0,,,,,,0,,,,,,,,0,0,,
387566,00:06:27.566,m,look at you,0,,,,,,1,you,,,,,,,0,1,,
387838,00:06:27.838,m,strong,0,,,,,,0,,,,,,,,0,0,,
388212,00:06:28.212,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
390830,00:06:30.830,m,whoah,0,,,,,,0,,,,,,,,0,0,,
391680,00:06:31.680,m,wow,0,,,,,,0,,,,,,,,0,0,,
392258,00:06:32.258,m,I can,0,,,,,,1,i,,,,,,,0,1,,
392496,00:06:32.496,m,I wish I could xxx,0,,,,,,2,i,i,,,,,,0,2,,
397698,00:06:37.698,m,look at me,0,,,,,,1,me,,,,,,,0,1,,
398174,00:06:38.174,m,this is so hard,0,,,,,,1,this,,,,,,,0,1,,
403580,00:06:43.580,m,look at that,0,,,,,,1,that,,,,,,,0,1,,
404090,00:06:44.90,m,you open it,0,,,,,,2,you,it,,,,,,0,2,,
404634,00:06:44.634,m,you know where's the zipper,1,zipper,,,,,1,you,,,,,,,1,1,,
410550,00:06:50.550,m,xxx,0,,,,,,0,,,,,,,,0,0,,
412080,00:06:52.80,m,like what?,0,,,,,,0,,,,,,,,0,1,,
412624,00:06:52.624,m,xxx,0,,,,,,0,,,,,,,,0,0,,
416398,00:06:56.398,m,xxx,0,,,,,,0,,,,,,,,0,0,,
421804,00:07:01.804,m,find the zipper,1,zipper,,,,,0,,,,,,,,1,0,,
422280,00:07:02.280,m,you know where it's at,0,,,,,,2,you,it,,,,,,0,2,,
423470,00:07:03.470,m,find the zipper,1,zipper,,,,,0,,,,,,,,1,0,,
426258,00:07:06.258,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
426700,00:07:06.700,m,look at the zipper right here,1,zipper,,,,,0,,,,,,,,1,0,,
432072,00:07:12.72,m,take your time,1,time,,,,,1,your,,,,,,,1,1,,
434248,00:07:14.248,m,look at it,0,,,,,,1,it,,,,,,,0,1,,
437852,00:07:17.852,m,the other way,1,way,,,,,0,,,,,,,,1,0,,
440198,00:07:20.198,m,you want me to help?,0,,,,,,2,you,me,,,,,,0,2,,
441048,00:07:21.48,m,Mommy's going to hold it for you,1,mommy,,,,,2,it,you,,,,,,0,2,,
442000,00:07:22.0,m,but you are gonna unzip it,0,,,,,,2,you,it,,,,,,0,2,,
442748,00:07:22.748,m,go ahead,0,,,,,,0,,,,,,,,0,0,,
445434,00:07:25.434,m,look at you,0,,,,,,1,you,,,,,,,0,1,,
446250,00:07:26.250,m,good job,0,,,,,,0,,,,,,,,1,0,,
447202,00:07:27.202,m,give me five,1,five,,,,,1,me,,,,,,,0,1,,
449446,00:07:29.446,m,oop,0,,,,,,0,,,,,,,,1,0,,
450024,00:07:30.24,m,yeah buddy,1,buddy,,,,,0,,,,,,,,1,0,,
450976,00:07:30.976,m,you did it,0,,,,,,2,you,it,,,,,,0,2,,
453390,00:07:33.390,m,yay,0,,,,,,0,,,,,,,,1,0,,
454274,00:07:34.274,m,baby,1,baby,,,,,0,,,,,,,,1,0,,
455158,00:07:35.158,m,you,0,,,,,,1,you,,,,,,,0,1,,
459850,00:07:39.850,m,you want more?,0,,,,,,0,,,,,,,,0,1,,
460122,00:07:40.122,m,you want to open it more?,0,,,,,,2,you,it,,,,,,0,2,,
463896,00:07:43.896,m,xxx the zipper,1,zipper,,,,,0,,,,,,,,1,0,,
471614,00:07:51.614,m,where's Hailey?,1,hailey,,,,,0,,,,,,,,0,0,,
473450,00:07:53.450,m,Hailey's right here,1,hailey,,,,,0,,,,,,,,0,0,,
474300,00:07:54.300,m,right there in the xxx,0,,,,,,0,,,,,,,,0,1,,
479400,00:07:59.400,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
479842,00:07:59.842,m,Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
480114,00:08:00.114,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
480488,00:08:00.488,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
488512,00:08:08.512,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
489260,00:08:09.260,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
491776,00:08:11.776,m,wow,0,,,,,,0,,,,,,,,0,0,,
492218,00:08:12.218,m,[laugh],0,,,,,,0,,,,,,,,0,0,,
494598,00:08:14.598,m,go get it Hailey,1,hailey,,,,,1,it,,,,,,,0,1,,
504118,00:08:24.118,m,what happened?,0,,,,,,0,,,,,,,,0,1,,
504662,00:08:24.662,m,you need help?,0,,,,,,1,you,,,,,,,1,1,,
507246,00:08:27.246,m,Mommy I need help,1,mommy,,,,,1,i,,,,,,,1,1,,
509116,00:08:29.116,m,no not yet,0,,,,,,0,,,,,,,,0,0,,
509694,00:08:29.694,m,say Mommy I need help,1,mommy,,,,,1,i,,,,,,,1,1,,
511462,00:08:31.462,m,help?,0,,,,,,0,,,,,,,,0,0,,
512448,00:08:32.448,m,what you want me to do?,0,,,,,,2,you,me,,,,,,0,3,,
515406,00:08:35.406,m,do you want me to put it down?,0,,,,,,3,you,me,it,,,,,0,3,,
519384,00:08:39.384,m,what else do you want me to do?,0,,,,,,2,you,me,,,,,,0,3,,
521390,00:08:41.390,m,it's down,0,,,,,,1,it,,,,,,,0,1,,
523362,00:08:43.362,m,what do you want?,0,,,,,,1,you,,,,,,,0,2,,
528258,00:08:48.258,m,you want me to open it or close it?,0,,,,,,4,you,me,it,it,,,,0,4,,
531420,00:08:51.420,m,bless you,0,,,,,,1,you,,,,,,,0,1,,
532712,00:08:52.712,m,say bless you Grandma.,1,grandma,,,,,1,you,,,,,,,0,1,,
536146,00:08:56.146,m,okay I'll open it for you,0,,,,,,3,i,it,you,,,,,0,3,,
537064,00:08:57.64,m,you have to tell me what you want,0,,,,,,3,you,me,you,,,,,0,4,,
541688,00:09:01.688,m,wow look at this,0,,,,,,1,this,,,,,,,0,1,,
546040,00:09:06.40,m,Hailey Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
547400,00:09:07.400,m,Hailey Hailey,1,hailey,,,,,0,,,,,,,,0,0,,
550698,00:09:10.698,m,your brother wants you,1,brother,,,,,2,your,you,,,,,,1,2,,
551378,00:09:11.378,m,go to your brother,1,brother,,,,,1,your,,,,,,,1,1,,
552024,00:09:12.24,m,go,0,,,,,,0,,,,,,,,0,0,,
552806,00:09:12.806,m,go to your brother,1,brother,,,,,1,your,,,,,,,1,1,,
554132,00:09:14.132,m,there you go,0,,,,,,1,you,,,,,,,0,1,,
557600,00:09:17.600,m,look at hey hey,0,,,,,,0,,,,,,,,0,0,,
560558,00:09:20.558,m,wow,0,,,,,,0,,,,,,,,0,0,,
561476,00:09:21.476,m,she's gonna get scared,0,,,,,,1,she,,,,,,,0,1,,
564434,00:09:24.434,m,oh my goodness,0,,,,,,0,,,,,,,,1,0,,
566066,00:09:26.66,m,who's gonna clean this mess?,1,mess,,,,,1,this,,,,,,,1,1,,
567528,00:09:27.528,m,Marciano?,1,marciano,,,,,0,,,,,,,,0,0,,
575382,00:09:35.382,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
575960,00:09:35.960,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
578238,00:09:38.238,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
579292,00:09:39.292,m,what you just,0,,,,,,1,you,,,,,,,0,2,,
582930,00:09:42.930,m,oh she took your teddy bear,1,teddybear,,,,,2,she,your,,,,,,0,2,,
584358,00:09:44.358,m,she has your teddy bear,1,teddybear,,,,,2,she,your,,,,,,0,2,,
587282,00:09:47.282,m,go get it,0,,,,,,1,it,,,,,,,0,1,,
590172,00:09:50.172,m,go get your teddy bear,1,teddybear,,,,,1,your,,,,,,,0,1,,
596292,00:09:56.292,m,look buddy,1,buddy,,,,,0,,,,,,,,0,0,,
596734,00:09:56.734,m,she has your duckie,1,duckie,,,,,2,she,your,,,,,,1,2,,
600100,00:10:00.100,m,oh my goodness,0,,,,,,0,,,,,,,,1,0,,
601358,00:10:01.358,m,go get your duckie from her,1,duckie,,,,,2,your,her,,,,,,1,2,,
603738,00:10:03.738,m,no?,0,,,,,,0,,,,,,,,0,0,,
606322,00:10:06.322,m,ready catch,0,,,,,,0,,,,,,,,1,0,,
608192,00:10:08.192,m,come catch with Mommy,1,mommy,,,,,0,,,,,,,,1,0,,
613122,00:10:13.122,m,yeah she's gonna take it to xxx,0,,,,,,2,she,it,,,,,,0,2,,
615196,00:10:15.196,m,xxx was there,0,,,,,,0,,,,,,,,0,0,,
617780,00:10:17.780,m,there you go,0,,,,,,1,you,,,,,,,0,1,,
620296,00:10:20.296,m,yeah here,0,,,,,,0,,,,,,,,0,0,,
620942,00:10:20.942,m,throw it back,0,,,,,,1,it,,,,,,,0,1,,
622166,00:10:22.166,m,xxx,0,,,,,,0,,,,,,,,0,0,,
622778,00:10:22.778,m,xxx,0,,,,,,0,,,,,,,,0,0,,
623322,00:10:23.322,m,xxx,0,,,,,,0,,,,,,,,0,0,,
623934,00:10:23.934,m,here bud,1,bud,,,,,0,,,,,,,,1,0,,
624682,00:10:24.682,m,go,0,,,,,,0,,,,,,,,0,0,,
625532,00:10:25.532,m,get it,0,,,,,,1,it,,,,,,,0,1,,
625940,00:10:25.940,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
626280,00:10:26.280,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
626620,00:10:26.620,m,wait no,0,,,,,,0,,,,,,,,0,1,,
633114,00:10:33.114,m,go throw it,0,,,,,,1,it,,,,,,,0,1,,
633590,00:10:33.590,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
633998,00:10:33.998,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
634440,00:10:34.440,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
634848,00:10:34.848,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
635222,00:10:35.222,m,throw it,0,,,,,,1,it,,,,,,,0,1,,
637126,00:10:37.126,m,[laugh],0,,,,,,0,,,,,,,,0,0,,
639540,00:10:39.540,m,huh,0,,,,,,0,,,,,,,,0,0,,
642124,00:10:42.124,m,xxx,0,,,,,,0,,,,,,,,0,0,,
644606,00:10:44.606,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
645422,00:10:45.422,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
646340,00:10:46.340,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
647224,00:10:47.224,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
648108,00:10:48.108,m,go,0,,,,,,0,,,,,,,,0,0,,
650012,00:10:50.12,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
650862,00:10:50.862,m,go Marc,1,marc,,,,,0,,,,,,,,0,0,,
651576,00:10:51.576,m,go,0,,,,,,0,,,,,,,,0,0,,
652086,00:10:52.86,m,go,0,,,,,,0,,,,,,,,0,0,,
652596,00:10:52.596,m,go Marc.,1,marc,,,,,0,,,,,,,,0,0,,
653616,00:10:53.616,m,which one you want to do?,1,one,,,,,1,you,,,,,,,1,1,,
656268,00:10:56.268,m,you're missing a maraco,1,maraco,,,,,1,you,,,,,,,1,1,,
661436,00:11:01.436,m,who's this?,0,,,,,,1,this,,,,,,,0,2,,
662728,00:11:02.728,m,who's this?,0,,,,,,1,this,,,,,,,0,2,,
665278,00:11:05.278,m,I have a little turtle,1,turtle,,,,,1,i,,,,,,,1,1,,
667964,00:11:07.964,m,his name is Tiny Tim,2,name,tinytim,,,,1,his,,,,,,,1,1,,
671432,00:11:11.432,m,I put him in the,0,,,,,,2,i,him,,,,,,0,3,,
674594,00:11:14.594,m,bathtub to see if he could,1,bathtub,,,,,1,he,,,,,,,0,1,,
677722,00:11:17.722,m,swim,0,,,,,,0,,,,,,,,0,0,,
679218,00:11:19.218,m,yeah,0,,,,,,0,,,,,,,,0,0,,
680000,00:11:20.0,m,drink up all the,0,,,,,,0,,,,,,,,0,1,,
683502,00:11:23.502,m,gu gu,0,,,,,,0,,,,,,,,0,0,,
684148,00:11:24.148,m,gu gu,0,,,,,,0,,,,,,,,0,0,,
684624,00:11:24.624,m,he drank up all the water,1,water,,,,,1,he,,,,,,,1,1,,
686052,00:11:26.52,m,he ate up all the,0,,,,,,1,he,,,,,,,0,2,,
689248,00:11:29.248,m,soap,1,soap,,,,,0,,,,,,,,1,0,,
690200,00:11:30.200,m,now he's home sitting in bed,2,home,bed,,,,1,he,,,,,,,2,1,,
691424,00:11:31.424,m,with bubbles down his throat,2,bubbles,throat,,,,1,his,,,,,,,2,1,,
695946,00:11:35.946,m,let's put Tiny Tim there,1,tinytim,,,,,0,,,,,,,,0,1,,
698598,00:11:38.598,m,come,0,,,,,,0,,,,,,,,0,0,,
699958,00:11:39.958,m,get your balls inside here,1,balls,,,,,1,your,,,,,,,1,1,,
708356,00:11:48.356,m,what?,0,,,,,,0,,,,,,,,0,1,,
709036,00:11:49.36,m,alright,0,,,,,,0,,,,,,,,0,0,,
709648,00:11:49.648,m,pass it xxx,0,,,,,,1,it,,,,,,,0,1,,
710838,00:11:50.838,m,thank you buddy,1,buddy,,,,,1,you,,,,,,,0,1,,
713864,00:11:53.864,m,one,1,one,,,,,0,,,,,,,,0,0,,
716244,00:11:56.244,m,count,0,,,,,,0,,,,,,,,0,0,,
716822,00:11:56.822,m,one,1,one,,,,,0,,,,,,,,0,0,,
718896,00:11:58.896,m,two,1,two,,,,,0,,,,,,,,0,0,,
721616,00:12:01.616,m,three,1,three,,,,,0,,,,,,,,0,0,,
724574,00:12:04.574,m,four,1,four,,,,,0,,,,,,,,0,0,,
725050,00:12:05.50,m,I don't hear you,0,,,,,,2,i,you,,,,,,0,2,,
727668,00:12:07.668,m,five,1,five,,,,,0,,,,,,,,0,0,,
728484,00:12:08.484,m,good job,0,,,,,,0,,,,,,,,1,0,,
729266,00:12:09.266,m,next,0,,,,,,0,,,,,,,,0,0,,
731170,00:12:11.170,m,six,1,six,,,,,0,,,,,,,,0,0,,
731544,00:12:11.544,m,good,0,,,,,,0,,,,,,,,0,0,,
733754,00:12:13.754,m,s,0,,,,,,0,,,,,,,,1,0,,
735148,00:12:15.148,m,seven.,1,seven,,,,,0,,,,,,,,0,0,,
739466,00:12:19.466,m,eight,1,eight,,,,,0,,,,,,,,0,0,,
740962,00:12:20.962,m,where's eight?,1,eight,,,,,0,,,,,,,,0,0,,
743274,00:12:23.274,m,give me eight,1,eight,,,,,1,me,,,,,,,0,1,,
744124,00:12:24.124,m,eight,1,eight,,,,,0,,,,,,,,0,0,,
747762,00:12:27.762,m,nine,1,nine,,,,,0,,,,,,,,0,0,,
752250,00:12:32.250,m,nine,1,nine,,,,,0,,,,,,,,0,0,,
753304,00:12:33.304,m,oh,0,,,,,,0,,,,,,,,0,0,,
754698,00:12:34.698,m,where's ten?,1,ten,,,,,0,,,,,,,,0,0,,
760886,00:12:40.886,m,aw man,1,man,,,,,0,,,,,,,,1,0,,
762382,00:12:42.382,m,aw man,1,man,,,,,0,,,,,,,,1,0,,
763096,00:12:43.96,m,come,0,,,,,,0,,,,,,,,0,0,,
763300,00:12:43.300,m,let's it put down here,0,,,,,,1,it,,,,,,,0,1,,
768434,00:12:48.434,m,good job,0,,,,,,0,,,,,,,,1,0,,
774214,00:12:54.214,m,good,0,,,,,,0,,,,,,,,0,0,,
774996,00:12:54.996,m,good job,0,,,,,,0,,,,,,,,1,0,,
