Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Nouns_Spacy,Pronoun_Spacy,,
747830,00:12:27.830,m,which one?,1,one,,,,0,,,,,1,1,,
748617,,c,c,,,,,,,,,,,,,,
749734,00:12:29.734,m,you are just being a tourist now,1,tourist,,,,1,you,,,,1,0,,
751978,00:12:31.978,m,come on,0,,,,,0,,,,,0,0,,
754426,00:12:34.426,m,alright,0,,,,,0,,,,,1,3,,
755990,00:12:35.990,m,let's do One Duck Stuck,1,oneduckstuckbook,,,,0,,,,,0,0,,
856996,00:14:16.996,m,hmm?,0,,,,,0,,,,,1,1,,
860730,,c,this,,,,,,,,,,,,,,
863138,00:14:23.138,m,which one?,1,one,,,,0,,,,,2,0,,
864620,,c,this,,,,,,,,,,,,,,
866475,00:14:26.475,m,are you all done with your ba baba?,1,baba,,,,2,you,your,,,0,0,,
868566,00:14:28.566,m,no?,0,,,,,0,,,,,1,0,,
869206,00:14:29.206,m,still more?,0,,,,,0,,,,,0,0,,
871964,00:14:31.964,m,alright,0,,,,,0,,,,,1,0,,
897600,,c,c,,,,,,,,,,,,,,
921748,,c,c,,,,,,,,,,,,,,
925884,,c,c,,,,,,,,,,,,,,
932052,,c,again,,,,,,,,,,,,,,
932987,00:15:32.987,m,oh,0,,,,,0,,,,,0,0,,
933673,00:15:33.673,m,that's enough lovey,1,lovey,,,,1,that,,,,0,0,,
935022,00:15:35.22,m,that's enough,0,,,,,1,that,,,,1,0,,
935680,00:15:35.680,m,you want to play kitchen?,1,kitchen,,,,1,you,,,,1,0,,
937380,00:15:37.380,m,you want to play piggy?,1,piggy,,,,1,you,,,,0,0,,
943976,00:15:43.976,m,let's play piggy,1,piggy,,,,0,,,,,1,0,,
944473,,c,Elmo,,,,,,,,,,,,,,
946118,00:15:46.118,m,where's Elmo?,1,elmo,,,,0,,,,,0,0,,
947613,00:15:47.613,m,is that,0,,,,,1,that,,,,0,0,,
947682,,c,b,,,,,,,,,,,,,,
948736,00:15:48.736,m,is that Elmo that laughs?,1,elmo,,,,2,that,that,,,0,1,,
950550,00:15:50.550,m,or the Elmo?,1,elmo,,,,0,,,,,0,0,,
954142,00:15:54.142,m,yeah?,0,,,,,0,,,,,0,1,,
955727,,c,Elmo,,,,,,,,,,,,,,
958494,00:15:58.494,m,[laugh],0,,,,,0,,,,,1,1,,
959807,00:15:59.807,m,my good little actress,1,actress,,,,1,my,,,,0,0,,
961724,00:16:01.724,m,[laugh],0,,,,,0,,,,,1,1,,
963594,00:16:03.594,m,you're the best Dillie,1,dillie,,,,1,you,,,,1,1,,
965022,00:16:05.22,m,the best,0,,,,,0,,,,,0,0,,
975494,,c,hello,,,,,,,,,,,,,,
976227,,c,hello,,,,,,,,,,,,,,
978803,00:16:18.803,m,you want to do the piggy?,1,piggy,,,,1,you,,,,0,0,,
980854,,c,b,,,,,,,,,,,,,,
982158,00:16:22.158,m,here,0,,,,,0,,,,,0,1,,
982600,00:16:22.600,m,what,0,,,,,0,,,,,0,1,,
983845,00:16:23.845,m,there you go,0,,,,,1,you,,,,0,1,,
984436,00:16:24.436,m,you can turn around my little camera lover,1,cameralover,,,,2,you,my,,,1,0,,
986446,,c,b,,,,,,,,,,,,,,
989786,00:16:29.786,m,hmm?,0,,,,,0,,,,,0,0,,
992607,,c,mine,,,,,,,,,,,,,,
997730,00:16:37.730,m,I think we're done,0,,,,,2,i,we,,,0,0,,
999556,00:16:39.556,m,all done,0,,,,,0,,,,,0,0,,
1002150,,c,push,,,,,,,,,,,,,,
1002952,00:16:42.952,m,push?,0,,,,,0,,,,,0,0,,
1008725,,c,b,,,,,,,,,,,,,,
1010616,00:16:50.616,m,what color?,1,color,,,,0,,,,,0,0,,
1011786,,c,green,,,,,,,,,,,,,,
1012656,00:16:52.656,m,no,0,,,,,0,,,,,0,1,,
1013132,00:16:53.132,m,close,0,,,,,0,,,,,1,0,,
1013744,00:16:53.744,m,that's yellow,1,yellow,,,,1,that,,,,0,0,,
1015647,00:16:55.647,m,yellow,1,yellow,,,,0,,,,,0,0,,
1016378,,c,yellow,,,,,,,,,,,,,,
1017604,00:16:57.604,m,yellow,1,yellow,,,,0,,,,,1,0,,
1018190,00:16:58.190,m,very good,0,,,,,0,,,,,1,0,,
1018946,,c,no,,,,,,,,,,,,,,
1020125,00:17:00.125,m,and how about this?,0,,,,,1,this,,,,1,0,,
1021090,00:17:01.90,m,what color?,1,color,,,,0,,,,,0,0,,
1022006,,c,this is,,,,,,,,,,,,,,
1025874,,c,green,,,,,,,,,,,,,,
1026664,00:17:06.664,m,[laugh],0,,,,,0,,,,,0,0,,
1027412,00:17:07.412,m,no still not green,1,green,,,,0,,,,,0,0,,
1028330,00:17:08.330,m,it's red,1,red,,,,1,it,,,,2,0,,
1029894,00:17:09.894,m,red,1,red,,,,0,,,,,0,0,,
1030370,,c,green,,,,,,,,,,,,,,
1032274,00:17:12.274,m,what's that?,0,,,,,1,that,,,,1,0,,
1033430,,c,this,,,,,,,,,,,,,,
1034552,00:17:14.552,m,yeah,0,,,,,0,,,,,0,0,,
1034994,,c,this,,,,,,,,,,,,,,
1035572,,c,this,,,,,,,,,,,,,,
1036388,,c,this,,,,,,,,,,,,,,
1037782,,c,this,,,,,,,,,,,,,,
1038428,00:17:18.428,m,yellow,1,yellow,,,,0,,,,,1,0,,
1039652,,c,yellow,,,,,,,,,,,,,,
1041454,00:17:21.454,m,orange,1,orange,,,,0,,,,,1,0,,
1044482,00:17:24.482,m,yellow,1,yellow,,,,0,,,,,0,0,,
1048186,,c,push,,,,,,,,,,,,,,
1048968,,c,push,,,,,,,,,,,,,,
1048968,00:17:28.968,m,push,0,,,,,0,,,,,1,0,,
1049610,00:17:29.610,m,push,0,,,,,0,,,,,1,0,,
1050022,,c,push,,,,,,,,,,,,,,
1052808,00:17:32.808,m,here if you push with this one,1,one,,,,1,this,,,,1,4,,
1054204,00:17:34.204,m,it will push it down,0,,,,,2,it,it,,,0,0,,
1062296,00:17:42.296,m,hmm?,0,,,,,0,,,,,0,2,,
1067328,,c,b,,,,,,,,,,,,,,
1073377,00:17:53.377,m,[sound effects],0,,,,,0,,,,,0,0,,
1075352,00:17:55.352,m,Mommy I want my pinkie,2,mommy,pinkie,,,2,i,my,,,0,0,,
1078187,00:17:58.187,m,I want my pinkie,1,pinkie,,,,2,i,my,,,0,0,,
1078616,,c,pinkie,,,,,,,,,,,,,,
1080010,00:18:00.10,m,where's my pinkie?,1,pinkie,,,,1,my,,,,0,0,,
1081894,,c,hat,,,,,,,,,,,,,,
1082730,00:18:02.730,m,where is my pinkie?,1,pinkie,,,,1,my,,,,0,1,,
1085692,00:18:05.692,m,[sound effects],0,,,,,0,,,,,1,1,,
1086504,00:18:06.504,m,Mommy where's my pinkie?,2,mommy,pinkie,,,1,my,,,,0,1,,
1088891,,c,yay,,,,,,,,,,,,,,
1089870,00:18:09.870,m,yeah,0,,,,,0,,,,,0,0,,
1091143,00:18:11.143,m,you going to give pinkie to the dolly?,2,pinkie,dolly,,,1,you,,,,0,1,,
1094086,00:18:14.86,m,[sound effects],0,,,,,0,,,,,1,0,,
1095009,00:18:15.9,m,Mommy pinkie,2,mommy,pinkie,,,0,,,,,0,0,,
1096500,,c,c,,,,,,,,,,,,,,
1096840,00:18:16.840,m,[laugh],0,,,,,0,,,,,0,0,,
1098812,00:18:18.812,m,mmm,0,,,,,0,,,,,0,0,,
1099152,00:18:19.152,m,Mommy give me,1,mommy,,,,1,me,,,,0,0,,
1099985,00:18:19.985,m,no,0,,,,,0,,,,,1,0,,
1100682,00:18:20.682,m,you want help?,1,help,,,,1,you,,,,0,0,,
1101566,00:18:21.566,m,no no you could do it,0,,,,,2,you,it,,,0,0,,
1102654,,c,b,,,,,,,,,,,,,,
1103738,00:18:23.738,m,ah you wanna give it a hug?,0,,,,,2,you,it,,,0,0,,
1105405,,c,c,,,,,,,,,,,,,,
1105408,00:18:25.408,m,okay,0,,,,,0,,,,,0,1,,
1107143,00:18:27.143,m,give baby hugs?,1,baby,,,,0,,,,,0,0,,
1108196,00:18:28.196,m,give baby hug?,1,baby,,,,0,,,,,0,0,,
1110854,00:18:30.854,m,baby is hungry,1,baby,,,,0,,,,,1,0,,
1112475,00:18:32.475,m,baby is hungry,1,baby,,,,0,,,,,1,1,,
1112854,,c,b,,,,,,,,,,,,,,
1113908,,c,b,,,,,,,,,,,,,,
1113908,00:18:33.908,m,are you going to feed the baby?,1,baby,,,,1,you,,,,0,0,,
1116288,,c,feed,,,,,,,,,,,,,,
1116866,00:18:36.866,m,yeah,0,,,,,0,,,,,0,0,,
1117784,00:18:37.784,m,feed the baby,1,baby,,,,0,,,,,1,1,,
1118668,00:18:38.668,m,here I'll take the,0,,,,,1,i,,,,0,0,,
1120055,00:18:40.55,m,pinkie,1,pinkie,,,,0,,,,,0,1,,
1120964,00:18:40.964,m,feed the baby,1,baby,,,,0,,,,,0,0,,
1122551,,c,c,,,,,,,,,,,,,,
1122782,00:18:42.782,m,[laugh],0,,,,,0,,,,,0,1,,
1124176,00:18:44.176,m,[sound effects],0,,,,,0,,,,,2,3,,
1126658,,c,no,,,,,,,,,,,,,,
1127542,00:18:47.542,m,[laugh],0,,,,,0,,,,,0,0,,
1127542,,c,b,,,,,,,,,,,,,,
1128256,00:18:48.256,m,[laugh],0,,,,,0,,,,,0,0,,
1129854,,c,no,,,,,,,,,,,,,,
1130771,00:18:50.771,m,[laugh],0,,,,,0,,,,,0,0,,
1131384,00:18:51.384,m,nose,1,nose,,,,0,,,,,1,0,,
1132098,00:18:52.98,m,that's the baby's nose,2,baby,nose,,,1,that,,,,1,0,,
1134376,00:18:54.376,m,very good,0,,,,,0,,,,,1,0,,
1135056,00:18:55.56,m,what's this Dillie?,1,dillie,,,,1,this,,,,0,0,,
1136201,00:18:56.201,m,what's this?,0,,,,,1,this,,,,0,0,,
1137776,,c,nose,,,,,,,,,,,,,,
1138702,00:18:58.702,m,well well what's this?,0,,,,,1,this,,,,1,1,,
1139816,,c,eyes,,,,,,,,,,,,,,
1140858,00:19:00.858,m,eyes,1,eyes,,,,0,,,,,0,1,,
1141482,00:19:01.482,m,very good,0,,,,,0,,,,,1,1,,
1142094,00:19:02.94,m,and what's this?,0,,,,,1,this,,,,1,1,,
1143148,,c,mouth,,,,,,,,,,,,,,
1144427,00:19:04.427,m,mouth,1,mouth,,,,0,,,,,1,1,,
1145596,,c,mouth,,,,,,,,,,,,,,
1146140,00:19:06.140,m,mouth,1,mouth,,,,0,,,,,1,0,,
1147024,00:19:07.24,m,very good,0,,,,,0,,,,,0,0,,
1147568,00:19:07.568,m,how about that?,0,,,,,1,that,,,,0,1,,
1149183,,c,b,,,,,,,,,,,,,,
1150118,00:19:10.118,m,ear excellent,1,ear,,,,0,,,,,0,0,,
1151716,,c,ear,,,,,,,,,,,,,,
1152430,00:19:12.430,m,ear,1,ear,,,,0,,,,,0,1,,
1153484,00:19:13.484,m,very good lovey,1,lovey,,,,0,,,,,0,0,,
1154583,00:19:14.583,m,very good,0,,,,,0,,,,,0,0,,
1156918,00:19:16.918,m,alrighty,0,,,,,0,,,,,1,0,,
1158040,00:19:18.40,m,can you put some powder on the baby?,2,powder,baby,,,1,you,,,,0,0,,
1160726,00:19:20.726,m,let's put some powder on the baby's tushie,3,powder,baby,tushie,,0,,,,,1,1,,
1162749,00:19:22.749,m,we'll change her dipey,1,dipey,,,,2,we,her,,,0,0,,
1164772,00:19:24.772,m,yeah?,0,,,,,0,,,,,0,1,,
1165881,00:19:25.881,m,change her dipey and put some powder?,2,dipey,powder,,,1,her,,,,0,0,,
1167390,00:19:27.390,m,[sound effects],0,,,,,0,,,,,0,0,,
1169566,00:19:29.566,m,good girl,1,girl,,,,0,,,,,0,0,,
1172728,00:19:32.728,m,alrighty,0,,,,,0,,,,,1,1,,
1174122,,c,this,,,,,,,,,,,,,,
1175380,00:19:35.380,m,what's this?,0,,,,,1,this,,,,0,0,,
1175482,,c,this,,,,,,,,,,,,,,
1176162,00:19:36.162,m,what's that?,0,,,,,1,that,,,,0,0,,
1177046,,c,this,,,,,,,,,,,,,,
1177284,00:19:37.284,m,this is,0,,,,,1,this,,,,0,1,,
1178537,,c,this,,,,,,,,,,,,,,
1180255,00:19:40.255,m,oh that goes over here,0,,,,,1,that,,,,0,1,,
1184628,00:19:44.628,m,you going to feed the baby?,1,baby,,,,1,you,,,,2,2,,
1186913,00:19:46.913,m,no?,0,,,,,0,,,,,0,0,,
1188198,,c,yes,,,,,,,,,,,,,,
1188912,00:19:48.912,m,yes,0,,,,,0,,,,,0,0,,
1193952,00:19:53.952,m,yummy,0,,,,,0,,,,,0,1,,
1194930,00:19:54.930,m,[sound effects],0,,,,,0,,,,,0,2,,
1197310,,c,b,,,,,,,,,,,,,,
1204994,,c,b,,,,,,,,,,,,,,
1213154,00:20:13.154,m,okay,0,,,,,0,,,,,0,1,,
1214382,,c,b,,,,,,,,,,,,,,
1216078,00:20:16.78,m,what do you want?,0,,,,,1,you,,,,0,0,,
1217066,,c,this,,,,,,,,,,,,,,
1218424,,c,this in,,,,,,,,,,,,,,
1220328,,c,this,,,,,,,,,,,,,,
1221552,,c,b,,,,,,,,,,,,,,
1221722,,c,this,,,,,,,,,,,,,,
1223014,,c,b,,,,,,,,,,,,,,
1223433,00:20:23.433,m,let's see what else can we play with?,0,,,,,1,we,,,,1,0,,
1226584,,c,this,,,,,,,,,,,,,,
1229168,,c,this,,,,,,,,,,,,,,
1230086,00:20:30.86,m,you want to play with the top?,1,top,,,,1,you,,,,0,0,,
1230398,,c,this,,,,,,,,,,,,,,
1232058,,c,yeah,,,,,,,,,,,,,,
1232772,00:20:32.772,m,okay,0,,,,,0,,,,,1,0,,
1233652,,c,c,,,,,,,,,,,,,,
1234137,00:20:34.137,m,[laugh],0,,,,,0,,,,,0,0,,
1234952,,c,oh,,,,,,,,,,,,,,
1237056,00:20:37.56,m,come here,0,,,,,0,,,,,0,0,,
1237158,00:20:37.158,m,here you can come in front of me,0,,,,,2,you,me,,,0,0,,
1238586,00:20:38.586,m,come here,0,,,,,0,,,,,0,1,,
1239465,00:20:39.465,m,there we go,0,,,,,1,we,,,,0,0,,
1240584,00:20:40.584,m,one,1,one,,,,0,,,,,0,0,,
1241680,00:20:41.680,m,two,1,two,,,,0,,,,,0,0,,
1243380,00:20:43.380,m,three,1,three,,,,0,,,,,0,0,,
1244672,,c,c,,,,,,,,,,,,,,
1245012,00:20:45.12,m,[laugh],0,,,,,0,,,,,0,0,,
1246294,,c,b,,,,,,,,,,,,,,
1250988,00:20:50.988,m,[sound effects],0,,,,,0,,,,,0,1,,
1254142,,c,uhoh,,,,,,,,,,,,,,
1255514,00:20:55.514,m,uhoh,0,,,,,0,,,,,1,0,,
1257218,00:20:57.218,m,how do you slow it down?,0,,,,,2,you,it,,,0,1,,
1259258,,c,c,,,,,,,,,,,,,,
1259734,00:20:59.734,m,[laugh],0,,,,,0,,,,,0,0,,
1261842,00:21:01.842,m,uhhuh,0,,,,,0,,,,,0,0,,
1263338,00:21:03.338,m,yep,0,,,,,0,,,,,0,0,,
1264732,00:21:04.732,m,how you do it?,0,,,,,2,you,it,,,0,1,,
1266840,,c,no,,,,,,,,,,,,,,
1268812,00:21:08.812,m,want it to go again?,0,,,,,1,it,,,,0,0,,
1270614,,c,c,,,,,,,,,,,,,,
1272780,,c,wow,,,,,,,,,,,,,,
1274762,00:21:14.762,m,mmm,0,,,,,0,,,,,0,0,,
1282752,00:21:22.752,m,very good,0,,,,,0,,,,,0,2,,
1283942,,c,no,,,,,,,,,,,,,,
1286492,00:21:26.492,m,where's the other one?,1,one,,,,0,,,,,0,1,,
1287954,,c,no,,,,,,,,,,,,,,
1289849,00:21:29.849,m,where is that other one?,1,one,,,,1,that,,,,0,0,,
1291932,,c,bus,,,,,,,,,,,,,,
1293224,00:21:33.224,m,oh lovey I'll let you do that,1,lovey,,,,2,i,that,,,0,1,,
1293462,,c,oh,,,,,,,,,,,,,,
1310904,00:21:50.904,m,can we do a puzzle?,1,puzzle,,,,1,we,,,,0,1,,
1313317,,c,puzzle,,,,,,,,,,,,,,
1315494,00:21:55.494,m,alrighty,0,,,,,0,,,,,0,1,,
1316650,,c,b,,,,,,,,,,,,,,
1317194,00:21:57.194,m,alright we have to take them all out,0,,,,,2,we,them,,,0,1,,
1321608,00:22:01.608,m,okay,0,,,,,0,,,,,0,0,,
1325218,00:22:05.218,m,which one is the kitty cat?,2,one,cat,,,0,,,,,0,0,,
1331474,00:22:11.474,m,which one is the kitty cat?,2,one,cat,,,0,,,,,0,0,,
1334500,,c,piggy,,,,,,,,,,,,,,
1335711,00:22:15.711,m,[laugh],0,,,,,0,,,,,0,0,,
1335996,00:22:15.996,m,piggy very good,1,piggy,,,,0,,,,,0,0,,
1337118,00:22:17.118,m,that's a piggy,1,piggy,,,,1,that,,,,0,0,,
1338070,,c,c,,,,,,,,,,,,,,
1338784,00:22:18.784,m,and there's the piggy,1,piggy,,,,0,,,,,0,0,,
1340436,,c,piggy,,,,,,,,,,,,,,
1342082,00:22:22.82,m,very good,0,,,,,0,,,,,0,0,,
1342600,00:22:22.600,m,you want to put piggy in piggy?,2,piggy,piggy,,,1,you,,,,0,0,,
1347420,00:22:27.420,m,no it's not for a piggy,1,piggy,,,,0,,,,,1,1,,
1348780,00:22:28.780,m,where's piggy?,1,piggy,,,,0,,,,,0,2,,
1350603,00:22:30.603,m,there's piggy you just gotta turn it,1,piggy,,,,2,you,it,,,0,0,,
1352758,00:22:32.758,m,yay,0,,,,,0,,,,,0,0,,
1354594,00:22:34.594,m,oops,0,,,,,0,,,,,1,0,,
1356736,,c,uhoh,,,,,,,,,,,,,,
1357975,00:22:37.975,m,uhoh,0,,,,,0,,,,,1,2,,
1360408,,c,okay,,,,,,,,,,,,,,
1361734,,c,c,,,,,,,,,,,,,,
1363582,,c,b,,,,,,,,,,,,,,
1365423,00:22:45.423,m,hmm?,0,,,,,0,,,,,1,2,,
1367389,00:22:47.389,m,alright where's kitty cat?,1,cat,,,,0,,,,,0,0,,
1368500,00:22:48.500,m,[sound effects],0,,,,,0,,,,,1,1,,
1369588,00:22:49.588,m,where's,0,,,,,0,,,,,1,0,,
1369860,00:22:49.860,m,[sound effects],0,,,,,0,,,,,1,1,,
1371152,,c,right there,,,,,,,,,,,,,,
1372288,00:22:52.288,m,okay right there so oh,0,,,,,0,,,,,1,0,,
1375177,00:22:55.177,m,you gonna put it where meow meow goes,0,,,,,2,you,it,,,1,1,,
1379931,00:22:59.931,m,how about the duck?,1,duck,,,,0,,,,,1,0,,
1381215,00:23:01.215,m,where's the duck?,1,duck,,,,0,,,,,0,0,,
1382406,00:23:02.406,m,yay,0,,,,,0,,,,,1,1,,
1382431,,c,c,,,,,,,,,,,,,,
1383664,00:23:03.664,m,[sound effects],0,,,,,0,,,,,1,0,,
1384208,00:23:04.208,m,very good,0,,,,,0,,,,,1,0,,
1385640,00:23:05.640,m,where does the ducky go?,1,ducky,,,,0,,,,,1,0,,
1388389,00:23:08.389,m,yes,0,,,,,0,,,,,0,0,,
1389682,00:23:09.682,m,very good,0,,,,,0,,,,,0,0,,
1391075,00:23:11.75,m,no that's a cow,1,cow,,,,1,that,,,,0,1,,
1393454,00:23:13.454,m,you're right the first time,1,time,,,,1,you,,,,0,0,,
1396992,00:23:16.992,m,uhuh that's a sheep,1,sheep,,,,1,that,,,,1,1,,
1399372,00:23:19.372,m,back to the ducky,1,ducky,,,,0,,,,,0,2,,
1401962,00:23:21.962,m,yay,0,,,,,0,,,,,0,0,,
1402874,00:23:22.874,m,turnie,0,,,,,0,,,,,1,2,,
1403452,00:23:23.452,m,turn it turn,0,,,,,1,it,,,,1,0,,
1410985,00:23:30.985,m,alma almost,0,,,,,0,,,,,0,0,,
1412972,00:23:32.972,m,yay,0,,,,,0,,,,,2,0,,
1414264,00:23:34.264,m,okay,0,,,,,0,,,,,1,0,,
1415794,00:23:35.794,m,rooster,1,rooster,,,,0,,,,,1,0,,
1417290,00:23:37.290,m,[sound effects],0,,,,,0,,,,,1,0,,
1419908,00:23:39.908,m,[sound effects],0,,,,,0,,,,,0,0,,
1423433,00:23:43.433,m,where do the rooster go?,1,rooster,,,,0,,,,,0,0,,
1433290,00:23:53.290,m,you want to hear music from class?,2,music,class,,,1,you,,,,1,1,,
1437894,,c,b,,,,,,,,,,,,,,
1440920,,c,let's see,,,,,,,,,,,,,,
1450338,,c,this,,,,,,,,,,,,,,
1451719,00:24:11.719,m,alright hold on one second,2,one,second,,,0,,,,,1,0,,
1456934,00:24:16.934,m,let's finish the puzzle,1,puzzle,,,,0,,,,,0,0,,
1458906,00:24:18.906,m,and then we can go for walkie walkie,0,,,,,1,we,,,,1,0,,
1461388,,c,walkie,,,,,,,,,,,,,,
1462476,00:24:22.476,m,yeah hold on,0,,,,,0,,,,,0,2,,
1463666,00:24:23.666,m,wait what is a cow lovey?,2,cow,lovey,,,0,,,,,0,0,,
1469650,00:24:29.650,m,which one is cow?,2,one,cow,,,0,,,,,1,0,,
1471588,00:24:31.588,m,cow,1,cow,,,,0,,,,,1,0,,
1473510,,c,b,,,,,,,,,,,,,,
1474571,00:24:34.571,m,[sound effects],0,,,,,0,,,,,0,0,,
1475566,00:24:35.566,m,that's doggie,1,doggie,,,,0,,,,,1,0,,
1476654,00:24:36.654,m,where's doggie?,1,doggie,,,,0,,,,,0,0,,
1476722,,c,c,,,,,,,,,,,,,,
1478150,,c,there,,,,,,,,,,,,,,
1479168,00:24:39.168,m,good girl,1,girl,,,,0,,,,,0,0,,
1481012,00:24:41.12,m,good girl,1,girl,,,,0,,,,,0,0,,
1484150,00:24:44.150,m,hmm?,0,,,,,0,,,,,0,0,,
1487555,00:24:47.555,m,so close turn it just a little,0,,,,,0,,,,,0,0,,
1490424,00:24:50.424,m,hmm?,0,,,,,0,,,,,0,0,,
1494610,00:24:54.610,m,are you bored?,0,,,,,1,you,,,,1,0,,
1497275,00:24:57.275,m,how about,0,,,,,0,,,,,2,1,,
1498890,00:24:58.890,m,cow,1,cow,,,,0,,,,,0,0,,
1499570,00:24:59.570,m,where does cow go?,1,cow,,,,0,,,,,0,1,,
1501610,,c,cow,,,,,,,,,,,,,,
1502545,00:25:02.545,m,nope,0,,,,,0,,,,,0,2,,
1504398,,c,c,,,,,,,,,,,,,,
1506673,,c,there,,,,,,,,,,,,,,
1507594,00:25:07.594,m,very good,0,,,,,0,,,,,1,0,,
1507662,,c,there,,,,,,,,,,,,,,
1508512,00:25:08.512,m,you want to walkie walkie?,0,,,,,1,you,,,,0,2,,
1510790,,c,walkie,,,,,,,,,,,,,,
1511470,00:25:11.470,m,okay go walkie,0,,,,,0,,,,,1,0,,
1513283,00:25:13.283,m,we're just going to do the hallway walkie today,1,hallway,,,,1,we,,,,1,0,,
1515822,00:25:15.822,m,we're not going to go to the playroom okay?,1,playroom,,,,1,we,,,,0,0,,
1520752,00:25:20.752,m,alright,0,,,,,0,,,,,0,2,,
1521534,00:25:21.534,m,hold on let's put baby back,1,baby,,,,0,,,,,1,0,,
1523234,00:25:23.234,m,do you want to walk baby?,1,baby,,,,1,you,,,,1,0,,
1526468,00:25:26.468,m,or you want to walk,0,,,,,1,you,,,,1,0,,
1528470,,c,yeah,,,,,,,,,,,,,,
1529082,00:25:29.82,m,you want to walk this one?,1,one,,,,2,you,this,,,1,0,,
1530884,00:25:30.884,m,okay,0,,,,,0,,,,,0,0,,
1531462,00:25:31.462,m,you decide,0,,,,,1,you,,,,0,1,,
1547068,00:25:47.68,m,you want to take baby or you want to take,1,baby,,,,1,you,,,,0,0,,
1549992,00:25:49.992,m,your luggage?,1,luggage,,,,1,your,,,,0,0,,
1552202,00:25:52.202,m,who do you want to take?,0,,,,,1,you,,,,1,0,,
1554582,00:25:54.582,m,the baby?,1,baby,,,,0,,,,,1,0,,
1556510,00:25:56.510,m,no you want to take your luggage okay,1,luggage,,,,2,you,your,,,1,0,,
1558832,00:25:58.832,m,xxx,0,,,,,0,,,,,0,0,,
1572969,00:26:12.969,m,there we go,0,,,,,1,we,,,,0,0,,
1578824,00:26:18.824,m,alright,0,,,,,0,,,,,2,1,,
1585182,00:26:25.182,m,walkie walkie,0,,,,,0,,,,,3,1,,
1587698,,c,c,,,,,,,,,,,,,,
1588480,00:26:28.480,m,[laugh],0,,,,,0,,,,,1,2,,
1593478,00:26:33.478,m,nah?,0,,,,,0,,,,,0,0,,
1594362,00:26:34.362,m,okay,0,,,,,0,,,,,2,1,,
1601366,00:26:41.366,m,we're not going to the playroom today,1,playroom,,,,1,we,,,,1,0,,
1603032,00:26:43.32,m,we're gonna just walk to the end and back,1,end,,,,1,we,,,,1,0,,
1605637,00:26:45.637,m,okay lovey?,1,lovey,,,,0,,,,,0,0,,
1608642,,c,this,,,,,,,,,,,,,,
1610172,00:26:50.172,m,yeah,0,,,,,0,,,,,0,1,,
1611779,00:26:51.779,m,that's where Teres and David live,2,teres,david,,,1,that,,,,0,2,,
1614694,00:26:54.694,m,yeah come on lovey,1,lovey,,,,0,,,,,0,1,,
1615986,,c,this,,,,,,,,,,,,,,
1617346,,c,this,,,,,,,,,,,,,,
1618876,,c,down,,,,,,,,,,,,,,
1620283,,c,bell,,,,,,,,,,,,,,
1621868,00:27:01.868,m,which one is down?,1,one,,,,0,,,,,0,2,,
1623126,00:27:03.126,m,show me which one down is,1,one,,,,1,me,,,,0,1,,
1624792,,c,down,,,,,,,,,,,,,,
1625064,00:27:05.64,m,[gasp],0,,,,,0,,,,,0,1,,
1625779,00:27:05.779,m,good girl,0,,,,,0,,,,,0,1,,
1626702,00:27:06.702,m,but we're not going down,0,,,,,1,we,,,,0,1,,
1627784,00:27:07.784,m,good girl,0,,,,,0,,,,,1,1,,
1629235,00:27:09.235,m,come on straight ahead,0,,,,,0,,,,,0,0,,
1632306,,c,no,,,,,,,,,,,,,,
1634142,00:27:14.142,m,no?,0,,,,,0,,,,,0,0,,
1635978,,c,down,,,,,,,,,,,,,,
1637814,00:27:17.814,m,you wanna go down?,0,,,,,1,you,,,,0,0,,
1643133,,c,down,,,,,,,,,,,,,,
1644988,,c,down,,,,,,,,,,,,,,
1646533,,c,down,,,,,,,,,,,,,,
1647096,,c,down,,,,,,,,,,,,,,
1647514,,c,down,,,,,,,,,,,,,,
1648014,,c,down,,,,,,,,,,,,,,
1654712,00:27:34.712,m,xxx,0,,,,,0,,,,,0,0,,
1657709,,c,up,,,,,,,,,,,,,,
1668374,00:27:48.374,m,you done with walkie walkie?,0,,,,,1,you,,,,1,0,,
1673052,00:27:53.52,m,there you go,0,,,,,1,you,,,,0,0,,
1674840,00:27:54.840,m,there we go,0,,,,,1,we,,,,0,0,,
1681001,,c,no,,,,,,,,,,,,,,
1682558,00:28:02.558,m,no?,0,,,,,0,,,,,0,0,,
1683996,00:28:03.996,m,you want dancie?,0,,,,,1,you,,,,0,0,,
1687898,,c,b,,,,,,,,,,,,,,
1693608,,c,dancing,,,,,,,,,,,,,,
1695546,00:28:15.546,m,baby?,0,,,,,0,,,,,0,2,,
1696600,,c,c,,,,,,,,,,,,,,
1698028,,c,c,,,,,,,,,,,,,,
1699218,,c,b,,,,,,,,,,,,,,
1701655,00:28:21.655,m,[imitate],1,baby,,,,0,,,,,0,1,,
1707268,00:28:27.268,m,[imitate],0,,,,,0,,,,,0,1,,
1732368,,c,cow,,,,,,,,,,,,,,
1733672,,c,cow,,,,,,,,,,,,,,
1734799,00:28:54.799,m,no no no,0,,,,,0,,,,,0,1,,
