Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Nouns_Spacy,Pronoun_Spacy,,
2877454,,c,b,,,,,,,,,,,,,,
2878814,,c,b,,,,,,,,,,,,,,
2879936,,c,b,,,,,,,,,,,,,,
2881024,,c,b,,,,,,,,,,,,,,
2920430,,c,pinkie,,,,,,,,,,,,,,
2935458,,c,ah,,,,,,,,,,,,,,
2936478,,c,ah,,,,,,,,,,,,,,
2936920,00:48:56.920,m,you're a big girl,1,girl,,,,1,you,,,,0,0,,
2970478,,c,c,,,,,,,,,,,,,,
2975578,,c,puppy,,,,,,,,,,,,,,
2985434,,c,b,,,,,,,,,,,,,,
2987334,,c,b,,,,,,,,,,,,,,
3057110,00:50:57.110,m,huh?,0,,,,,0,,,,,0,0,,
3078768,00:51:18.768,m,I have chicken,1,chicken,,,,1,i,,,,1,2,,
3081340,00:51:21.340,m,and rice,1,rice,,,,0,,,,,0,0,,
3083086,00:51:23.86,m,huh?,0,,,,,0,,,,,1,0,,
3084344,00:51:24.344,m,you excited?,0,,,,,1,you,,,,1,0,,
3086034,00:51:26.34,m,come on love love,1,love,,,,0,,,,,2,4,,
3087015,,c,no,,,,,,,,,,,,,,
3087451,00:51:27.451,m,no?,0,,,,,0,,,,,3,2,,
3087642,,c,no,,,,,,,,,,,,,,
3088424,00:51:28.424,m,no?,0,,,,,0,,,,,0,0,,
3090056,00:51:30.56,m,what?,0,,,,,0,,,,,0,0,,
3091212,,c,b,,,,,,,,,,,,,,
3092334,00:51:32.334,m,bubbles?,1,bubbles,,,,0,,,,,0,1,,
3094782,,c,bubble,,,,,,,,,,,,,,
3097910,,c,wow,,,,,,,,,,,,,,
3098964,,c,c,,,,,,,,,,,,,,
3099631,00:51:39.631,m,okay hold on,0,,,,,0,,,,,0,0,,
3100494,,c,c,,,,,,,,,,,,,,
3109300,00:51:49.300,m,uh let me get the bubbles from this morning,2,bubbles,morning,,,2,me,this,,,0,0,,
3112632,00:51:52.632,m,they are easier,0,,,,,1,they,,,,1,1,,
3121404,00:52:01.404,m,alright back up love,1,love,,,,0,,,,,0,0,,
3122934,,c,c,,,,,,,,,,,,,,
3123936,00:52:03.936,m,back up love hands,2,love,hands,,,0,,,,,0,0,,
3125416,00:52:05.416,m,here we go,0,,,,,1,we,,,,0,0,,
3126912,00:52:06.912,m,[sound effects],0,,,,,0,,,,,0,2,,
3128498,,c,wow,,,,,,,,,,,,,,
3128884,00:52:08.884,m,what?,0,,,,,0,,,,,0,0,,
3129496,00:52:09.496,m,[laugh],0,,,,,0,,,,,0,0,,
3133508,00:52:13.508,m,[sound effects],0,,,,,0,,,,,1,2,,
3135004,,c,wow,,,,,,,,,,,,,,
3136262,,c,wow,,,,,,,,,,,,,,
3137180,00:52:17.180,m,I know,0,,,,,1,i,,,,1,2,,
3138880,00:52:18.880,m,alright two more,1,two,,,,0,,,,,0,0,,
3140920,,c,b,,,,,,,,,,,,,,
3142552,,c,b,,,,,,,,,,,,,,
3142555,00:52:22.555,m,[sound effects],0,,,,,0,,,,,1,0,,
3143783,00:52:23.783,m,oops that one wasn't good,1,one,,,,1,that,,,,0,0,,
3145731,,c,wow,,,,,,,,,,,,,,
3148434,,c,again,,,,,,,,,,,,,,
3149340,00:52:29.340,m,again alright,0,,,,,0,,,,,1,0,,
3150984,00:52:30.984,m,[sound effects],0,,,,,0,,,,,0,0,,
3152320,,c,wow wow wow,,,,,,,,,,,,,,
3153806,00:52:33.806,m,I think I did better yesterday,0,,,,,2,i,i,,,0,0,,
3155200,,c,b,,,,,,,,,,,,,,
3159518,00:52:39.518,m,[sound effects],0,,,,,0,,,,,1,0,,
3160084,,c,c,,,,,,,,,,,,,,
3165543,00:52:45.543,m,alright this is really truly the last one okay?,1,one,,,,1,this,,,,0,0,,
3169414,00:52:49.414,m,[sound effects],0,,,,,0,,,,,0,0,,
3171248,,c,wow,,,,,,,,,,,,,,
3176416,,c,some more,,,,,,,,,,,,,,
3178218,00:52:58.218,m,are you ready for dinnie din?,1,dinniedin,,,,1,you,,,,1,0,,
3180768,,c,bubble,,,,,,,,,,,,,,
3181991,00:53:01.991,m,no we are not bubble,1,bubble,,,,1,we,,,,0,0,,
3183692,00:53:03.692,m,I don't want you to touch this with something,0,,,,,3,i,you,this,,0,1,,
3185732,00:53:05.732,m,well we were at later okay?,0,,,,,1,we,,,,1,2,,
3188344,00:53:08.344,m,you ready for dinnie dins?,1,dinniedins,,,,1,you,,,,0,0,,
3189676,,c,b,,,,,,,,,,,,,,
3190934,00:53:10.934,m,alright come on,0,,,,,0,,,,,0,0,,
3198108,00:53:18.108,m,come on missy miss,1,missy,,,,0,,,,,0,0,,
3199944,00:53:19.944,m,[sound effects],0,,,,,0,,,,,0,0,,
3204534,00:53:24.534,m,[imitate],0,,,,,0,,,,,0,0,,
3206025,00:53:26.25,m,[imitate],0,,,,,0,,,,,0,0,,
3211368,00:53:31.368,m,hmm?,0,,,,,0,,,,,0,0,,
3213748,00:53:33.748,m,hold on you're sitting on it,0,,,,,2,you,it,,,0,0,,
3222078,00:53:42.78,m,hmm I got the tomato stuff you like,1,tomatostuff,,,,2,i,you,,,0,4,,
3232652,00:53:52.652,m,alright Mommy have to heat it up give me one minute,2,mommy,minute,,,1,it,,,,0,0,,
3262489,,c,b,,,,,,,,,,,,,,
3264286,00:54:24.286,m,you have,0,,,,,1,you,,,,0,0,,
3264714,00:54:24.714,m,[baby talk],0,,,,,0,,,,,1,0,,
3265224,00:54:25.224,m,you have,0,,,,,1,you,,,,0,0,,
3265326,00:54:25.326,m,[baby talk],0,,,,,0,,,,,0,0,,
3266040,00:54:26.40,m,in your Elsa cup,1,elsacup,,,,1,your,,,,0,0,,
3269576,00:54:29.576,m,here,0,,,,,0,,,,,0,0,,
3270528,,c,Elsa,,,,,,,,,,,,,,
3272262,00:54:32.262,m,Elsa,1,elsa,,,,0,,,,,0,0,,
3276784,,c,c,,,,,,,,,,,,,,
3279266,,c,drop,,,,,,,,,,,,,,
3345464,00:55:45.464,m,okay bunny,1,bunny,,,,0,,,,,0,0,,
3353760,,c,b,,,,,,,,,,,,,,
3354814,,c,mess,,,,,,,,,,,,,,
3354984,00:55:54.984,m,hmm?,0,,,,,0,,,,,0,0,,
3355664,00:55:55.664,m,it's a bit hot,0,,,,,1,it,,,,0,1,,
3359744,,c,b,,,,,,,,,,,,,,
3359778,00:55:59.778,m,hmm?,0,,,,,0,,,,,0,0,,
3360797,00:56:00.797,m,I know you love this,0,,,,,3,i,you,this,,0,0,,
3363348,00:56:03.348,m,there's a beanie beans,1,beans,,,,0,,,,,1,1,,
3365116,00:56:05.116,m,and the chicken,1,chicken,,,,0,,,,,0,0,,
3370250,,c,beans,,,,,,,,,,,,,,
3371882,00:56:11.882,m,okay I'm going to leave you for a minute to finish the dishes,2,minute,dishes,,,2,i,you,,,1,0,,
3491495,00:58:11.495,m,you want a spoon too?,1,spoon,,,,1,you,,,,0,2,,
3492843,00:58:12.843,m,come on,0,,,,,0,,,,,0,1,,
3493296,00:58:13.296,m,what are you doing?,0,,,,,1,you,,,,0,0,,
3494554,00:58:14.554,m,eat,0,,,,,0,,,,,0,0,,
3496189,,c,spoon,,,,,,,,,,,,,,
3520824,,c,b,,,,,,,,,,,,,,
3525997,,c,b,,,,,,,,,,,,,,
3530097,,c,give me,,,,,,,,,,,,,,
3535932,,c,Papa,,,,,,,,,,,,,,
3596282,,c,b,,,,,,,,,,,,,,
3640782,01:00:40.782,m,alright I am putting these in the stroller,1,stroller,,,,2,i,these,,,0,0,,
3648311,01:00:48.311,m,what about the chicken?,1,chicken,,,,0,,,,,1,1,,
3649254,,c,this,,,,,,,,,,,,,,
3650410,01:00:50.410,m,what about chicken?,1,chicken,,,,0,,,,,1,1,,
3651022,,c,this,,,,,,,,,,,,,,
3651090,01:00:51.90,m,no you don't need the sanitizer thingy,1,sanitizerthingy,,,,1,you,,,,0,2,,
3653674,01:00:53.674,m,chicken,1,chicken,,,,0,,,,,0,0,,
3654524,01:00:54.524,m,yummy,0,,,,,0,,,,,0,1,,
3656232,01:00:56.232,m,yummy chicken,1,chicken,,,,0,,,,,0,0,,
3657108,,c,no,,,,,,,,,,,,,,
3658468,01:00:58.468,m,no,0,,,,,0,,,,,0,0,,
3671082,01:01:11.82,m,alright I'm gonna run the bath so it will be ready for later,1,bath,,,,2,i,it,,,0,0,,
3708550,,c,c,,,,,,,,,,,,,,
3715712,,c,b,,,,,,,,,,,,,,
3719226,,c,this,,,,,,,,,,,,,,
3721198,,c,this,,,,,,,,,,,,,,
3722762,,c,yay,,,,,,,,,,,,,,
3752818,01:02:32.818,m,good girl,0,,,,,0,,,,,0,0,,
3755164,01:02:35.164,m,good girl Dillie,1,dillie,,,,0,,,,,0,0,,
3777536,,c,Mama,,,,,,,,,,,,,,
3778930,,c,Mommy,,,,,,,,,,,,,,
3790388,,c,b,,,,,,,,,,,,,,
3791884,,c,c,,,,,,,,,,,,,,
3959300,,c,b,,,,,,,,,,,,,,
3962632,,c,c,,,,,,,,,,,,,,
4010130,,c,meat,,,,,,,,,,,,,,
4011660,,c,chicken,,,,,,,,,,,,,,
4013020,,c,chicken,,,,,,,,,,,,,,
4014210,,c,messy,,,,,,,,,,,,,,
4015298,,c,b,,,,,,,,,,,,,,
4019039,,c,b,,,,,,,,,,,,,,
4025671,,c,hi Mommy,,,,,,,,,,,,,,
4032978,01:07:12.978,m,what are you eating?,0,,,,,1,you,,,,2,1,,
4034576,01:07:14.576,m,what are you not eating?,0,,,,,1,you,,,,1,0,,
4036242,01:07:16.242,m,how about some chicken?,1,chicken,,,,0,,,,,1,2,,
4037945,01:07:17.945,m,how about some beans?,1,beans,,,,0,,,,,0,0,,
4039506,01:07:19.506,m,huh?,0,,,,,0,,,,,0,0,,
4040594,01:07:20.594,m,hey,0,,,,,0,,,,,0,0,,
4042090,,c,bean,,,,,,,,,,,,,,
4042090,01:07:22.90,m,beans,1,beans,,,,0,,,,,1,0,,
4042936,01:07:22.936,m,can we eat some beans?,1,beans,,,,1,we,,,,1,1,,
4045358,01:07:25.358,m,[sound effects],0,,,,,0,,,,,0,0,,
4046034,,c,b,,,,,,,,,,,,,,
4046034,01:07:26.34,m,yummy,0,,,,,0,,,,,1,1,,
4047776,01:07:27.776,m,mmm you love beans,1,beans,,,,1,you,,,,0,0,,
4051453,01:07:31.453,m,why are you not eating your beans?,1,beans,,,,2,you,your,,,0,2,,
4054092,,c,b,,,,,,,,,,,,,,
4054908,,c,b,,,,,,,,,,,,,,
4055588,01:07:35.588,m,hot?,0,,,,,0,,,,,0,0,,
4059056,01:07:39.56,m,hot?,0,,,,,0,,,,,0,0,,
4061640,01:07:41.640,m,what?,0,,,,,0,,,,,0,0,,
4062223,,c,b,,,,,,,,,,,,,,
4065618,01:07:45.618,m,what are you saying?,0,,,,,1,you,,,,0,0,,
4066536,,c,b,,,,,,,,,,,,,,
4068508,01:07:48.508,m,[baby talk],0,,,,,0,,,,,0,0,,
4069698,,c,washie,,,,,,,,,,,,,,
4071487,01:07:51.487,m,washie?,0,,,,,0,,,,,0,0,,
4072214,,c,washie,,,,,,,,,,,,,,
4073644,01:07:53.644,m,washie we'll washie afterwards,0,,,,,1,we,,,,0,0,,
4076532,01:07:56.532,m,you can you can get a little messy now we'll washie afterward,0,,,,,2,you,we,,,1,0,,
4079082,01:07:59.82,m,it's okay,0,,,,,0,,,,,0,0,,
4080612,01:08:00.612,m,here,0,,,,,0,,,,,0,2,,
4081666,,c,noisy,,,,,,,,,,,,,,
4082846,01:08:02.846,m,I think you're saying something else but I don't understand you,0,,,,,4,i,you,i,you,0,0,,
4089470,,c,b,,,,,,,,,,,,,,
4090574,01:08:10.574,m,wow,0,,,,,0,,,,,0,0,,
4094144,01:08:14.144,m,oh the machine,1,machine,,,,0,,,,,0,0,,
4096898,01:08:16.898,m,my,0,,,,,1,my,,,,0,0,,
4097408,,c,awesome,,,,,,,,,,,,,,
4098326,01:08:18.326,m,my bottles,1,bottles,,,,1,my,,,,1,0,,
4100740,01:08:20.740,m,my bottles,1,bottles,,,,1,my,,,,0,0,,
4105294,,c,b,,,,,,,,,,,,,,
4119682,01:08:39.682,m,good girl,0,,,,,0,,,,,0,0,,
4122636,01:08:42.636,m,good girl,0,,,,,0,,,,,1,2,,
4123418,01:08:43.418,m,you love those tomatoes,1,tomatoes,,,,2,you,those,,,0,0,,
4125322,01:08:45.322,m,how about some chicken lovey?,2,chicken,lovey,,,0,,,,,0,0,,
4127158,01:08:47.158,m,some chicken,1,chicken,,,,0,,,,,1,1,,
4128178,,c,no,,,,,,,,,,,,,,
4128994,01:08:48.994,m,no?,0,,,,,0,,,,,2,3,,
4131578,01:08:51.578,m,are you a vegetarian?,1,vegetarian,,,,1,you,,,,0,0,,
4134944,01:08:54.944,m,hmm?,0,,,,,0,,,,,0,0,,
4140078,01:09:00.78,m,beans?,1,beans,,,,0,,,,,0,0,,
4142254,01:09:02.254,m,beans?,1,beans,,,,0,,,,,0,0,,
4143138,,c,no,,,,,,,,,,,,,,
4143954,01:09:03.954,m,no?,0,,,,,0,,,,,0,0,,
4145937,,c,pickie,,,,,,,,,,,,,,
4147415,01:09:07.415,m,are you all done?,0,,,,,1,you,,,,0,0,,
4148544,,c,all done,,,,,,,,,,,,,,
4151026,01:09:11.26,m,all done?,0,,,,,0,,,,,0,0,,
4151774,01:09:11.774,m,are you sure?,0,,,,,1,you,,,,1,1,,
4152760,01:09:12.760,m,no more beans?,1,beans,,,,0,,,,,0,0,,
4154018,,c,fork,,,,,,,,,,,,,,
4155721,01:09:15.721,m,yeah that's a fork,1,fork,,,,1,that,,,,0,0,,
4157010,01:09:17.10,m,come here a little more beans,1,beans,,,,0,,,,,0,0,,
4158812,,c,no,,,,,,,,,,,,,,
4159526,01:09:19.526,m,alright,0,,,,,0,,,,,0,0,,
4160736,01:09:20.736,m,do you want yogurt?,1,yogurt,,,,1,you,,,,0,0,,
4163028,01:09:23.28,m,do you want an orange?,1,orange,,,,1,you,,,,0,0,,
4164626,,c,no,,,,,,,,,,,,,,
4166088,,c,orange,,,,,,,,,,,,,,
4175370,,c,orange,,,,,,,,,,,,,,
4179552,,c,messy,,,,,,,,,,,,,,
4185434,,c,messy,,,,,,,,,,,,,,
4191928,01:09:51.928,m,hmm?,0,,,,,0,,,,,0,0,,
4194172,01:09:54.172,m,yum yum yummy,0,,,,,0,,,,,0,0,,
4200020,01:10:00.20,m,hmm?,0,,,,,0,,,,,1,1,,
4221508,01:10:21.508,m,no?,0,,,,,0,,,,,0,0,,
4222664,01:10:22.664,m,you want it later?,0,,,,,2,you,it,,,0,0,,
4225945,01:10:25.945,m,do you want to put it in a bowl?,1,bowl,,,,2,you,it,,,0,0,,
4228682,01:10:28.682,m,bowl?,1,bowl,,,,0,,,,,1,0,,
4230178,,c,bowl,,,,,,,,,,,,,,
4231436,01:10:31.436,m,alright,0,,,,,0,,,,,0,2,,
4240140,01:10:40.140,m,I know you are ready for a bathy,1,bathy,,,,2,i,you,,,0,0,,
4241806,01:10:41.806,m,but we can't do bathy today not yet,1,bathy,,,,1,we,,,,0,3,,
4243778,,c,c,,,,,,,,,,,,,,
4244526,01:10:44.526,m,yeah,0,,,,,0,,,,,1,0,,
4244798,01:10:44.798,m,what you want it?,0,,,,,2,you,it,,,0,5,,
4245852,01:10:45.852,m,you can have it,0,,,,,2,you,it,,,1,1,,
4246668,01:10:46.668,m,it's all for Dillie,1,dillie,,,,1,it,,,,0,0,,
4248640,01:10:48.640,m,I'm not taking it away,0,,,,,2,i,it,,,0,0,,
4250252,,c,give me,,,,,,,,,,,,,,
4261794,01:11:01.794,m,you have a runny nose,1,nose,,,,1,you,,,,1,0,,
4264110,01:11:04.110,m,hmm?,0,,,,,0,,,,,2,0,,
4266252,01:11:06.252,m,come here,0,,,,,0,,,,,1,0,,
4268667,01:11:08.667,m,come here,0,,,,,0,,,,,1,0,,
4271760,01:11:11.760,m,come here,0,,,,,0,,,,,0,1,,
4271896,,c,b,,,,,,,,,,,,,,
4273120,01:11:13.120,m,I know that's money,1,money,,,,2,i,that,,,0,0,,
4275330,01:11:15.330,m,here,0,,,,,0,,,,,0,1,,
4277982,01:11:17.982,m,you take your bowl,1,bowl,,,,2,you,your,,,0,0,,
4280940,,c,bowl,,,,,,,,,,,,,,
4281348,01:11:21.348,m,I'll get your bibi,1,bibi,,,,2,i,your,,,0,1,,
4285190,01:11:25.190,m,can you get down okay?,0,,,,,1,you,,,,0,1,,
4298586,01:11:38.586,m,oh we still got messy,0,,,,,1,we,,,,0,1,,
4300751,01:11:40.751,m,you still have a bit of messy my lovey,1,lovey,,,,2,you,my,,,0,0,,
4304332,01:11:44.332,m,alright,0,,,,,0,,,,,0,0,,
4306168,01:11:46.168,m,I won't leave you're messy,0,,,,,2,i,you,,,1,0,,
4311064,01:11:51.64,m,okay,0,,,,,0,,,,,0,1,,
4311846,01:11:51.846,m,let's see,0,,,,,0,,,,,0,0,,
4313614,01:11:53.614,m,huh?,0,,,,,0,,,,,0,2,,
4316878,,c,wow wow,,,,,,,,,,,,,,
4318707,01:11:58.707,m,hmm?,0,,,,,0,,,,,0,1,,
4320618,01:12:00.618,m,you want to look at the words?,1,words,,,,1,you,,,,0,0,,
4323610,01:12:03.610,m,yeah?,0,,,,,0,,,,,0,1,,
4324973,01:12:04.973,m,what's that?,0,,,,,1,that,,,,0,1,,
4326500,,c,b,,,,,,,,,,,,,,
4327928,01:12:07.928,m,[sound effects],0,,,,,0,,,,,1,1,,
4329477,01:12:09.477,m,cat,1,cat,,,,0,,,,,1,0,,
4332620,01:12:12.620,m,mmhm,0,,,,,0,,,,,1,1,,
4364546,,c,fork,,,,,,,,,,,,,,
4368184,,c,chair,,,,,,,,,,,,,,
4369748,,c,sit,,,,,,,,,,,,,,
4373070,,c,right there,,,,,,,,,,,,,,
4375630,01:12:55.630,m,do you want to go sit on your chair?,1,chair,,,,2,you,your,,,0,0,,
4378554,,c,chair,,,,,,,,,,,,,,
4380800,01:13:00.800,m,okay you can go sit,0,,,,,1,you,,,,1,1,,
4385626,,c,sit,,,,,,,,,,,,,,
4387122,,c,sit,,,,,,,,,,,,,,
4395724,,c,sit,,,,,,,,,,,,,,
4404530,,c,yucky,,,,,,,,,,,,,,
4407625,,c,c,,,,,,,,,,,,,,
4409708,,c,b,,,,,,,,,,,,,,
4413812,,c,yucky,,,,,,,,,,,,,,
4422504,,c,yucky,,,,,,,,,,,,,,
4424370,,c,xxx yucky,,,,,,,,,,,,,,
4428602,,c,yucky,,,,,,,,,,,,,,
4439754,,c,c,,,,,,,,,,,,,,
4442487,,c,xxx chair,,,,,,,,,,,,,,
4443630,,c,b,,,,,,,,,,,,,,
4449274,,c,b,,,,,,,,,,,,,,
4453082,,c,b,,,,,,,,,,,,,,
4457230,,c,chair,,,,,,,,,,,,,,
4485416,,c,c,,,,,,,,,,,,,,
4488408,,c,b,,,,,,,,,,,,,,
4489496,,c,b,,,,,,,,,,,,,,
4492184,,c,c,,,,,,,,,,,,,,
4494052,,c,jump,,,,,,,,,,,,,,
4505646,,c,go,,,,,,,,,,,,,,
4534070,01:15:34.70,m,we're gonna wash your special blankie,1,blankie,,,,2,we,your,,,0,0,,
4537334,01:15:37.334,m,yeah,0,,,,,0,,,,,1,0,,
4540224,01:15:40.224,m,your blankie from Apa,2,blankie,apa,,,1,your,,,,0,1,,
4542774,,c,Apa,,,,,,,,,,,,,,
4543978,01:15:43.978,m,yeah,0,,,,,0,,,,,0,0,,
4545800,01:15:45.800,m,your special blankie from Apa,2,blankie,apa,,,1,your,,,,0,1,,
4553921,,c,shoes,,,,,,,,,,,,,,
4555694,,c,shoe,,,,,,,,,,,,,,
4555883,01:15:55.883,m,shoes,1,shoes,,,,0,,,,,0,1,,
4556428,,c,b,,,,,,,,,,,,,,
4557972,,c,b,,,,,,,,,,,,,,
4558890,01:15:58.890,m,yeah,0,,,,,0,,,,,0,3,,
4561236,01:16:01.236,m,alright you want to come with  Mommy to go put laundry in?,2,mommy,laundry,,,1,you,,,,1,1,,
4564296,,c,laundry,,,,,,,,,,,,,,
4566404,01:16:06.404,m,laundry,1,laundry,,,,0,,,,,0,0,,
4566438,,c,b,,,,,,,,,,,,,,
4568478,01:16:08.478,m,alright,0,,,,,0,,,,,0,0,,
4569192,01:16:09.192,m,hold on,0,,,,,0,,,,,0,1,,
4570188,,c,b,,,,,,,,,,,,,,
4571517,,c,b,,,,,,,,,,,,,,
4573068,,c,b,,,,,,,,,,,,,,
4575856,,c,b,,,,,,,,,,,,,,
4578882,,c,b,,,,,,,,,,,,,,
4580242,,c,b,,,,,,,,,,,,,,
4594828,,c,hello,,,,,,,,,,,,,,
4596018,,c,hello,,,,,,,,,,,,,,
4601798,,c,b,,,,,,,,,,,,,,
4604336,,c,b,,,,,,,,,,,,,,
4608160,,c,c,,,,,,,,,,,,,,
4610105,01:16:50.105,m,ah ha laundry cards,1,laundrycards,,,,0,,,,,2,1,,
4633656,01:17:13.656,m,come come,0,,,,,0,,,,,0,2,,
4643210,,c,b,,,,,,,,,,,,,,
4649092,01:17:29.92,m,alright we need walkie walkie,1,walkiewalkie,,,,1,we,,,,0,2,,
4650606,01:17:30.606,m,do you have walkie walkie?,1,walkiewalkie,,,,1,you,,,,2,0,,
4654124,01:17:34.124,m,where's walkie walkie?,1,walkiewalkie,,,,0,,,,,0,0,,
4662183,01:17:42.183,m,come on now,0,,,,,0,,,,,1,1,,
4664863,01:17:44.863,m,where's walkie walkie?,1,walkiewalkie,,,,0,,,,,1,0,,
4667282,01:17:47.282,m,hmm?,0,,,,,0,,,,,0,0,,
4669152,01:17:49.152,m,here we go,0,,,,,1,we,,,,0,0,,
4673844,01:17:53.844,m,oh that's not yours sweetheart,1,sweatheart,,,,2,that,yours,,,0,1,,
4676462,01:17:56.462,m,you got to put that back,0,,,,,2,you,that,,,0,0,,
4678026,01:17:58.26,m,that doesn't belong to you,0,,,,,2,that,you,,,0,1,,
4682072,01:18:02.72,m,okay,0,,,,,0,,,,,1,0,,
4686161,01:18:06.161,m,alrighty,0,,,,,0,,,,,1,1,,
4688362,01:18:08.362,m,now,0,,,,,0,,,,,1,0,,
4690810,01:18:10.810,m,Mommy needs money for the card,3,mommy,money,card,,0,,,,,0,1,,
4697507,01:18:17.507,m,there we go,0,,,,,1,we,,,,0,2,,
4699582,01:18:19.582,m,and she needs some soap,1,soap,,,,1,she,,,,1,2,,
4704784,01:18:24.784,m,okay,0,,,,,0,,,,,0,0,,
4706620,01:18:26.620,m,let's go missy fuss,1,missy,,,,0,,,,,0,1,,
4709136,01:18:29.136,m,missy tush tush,1,missy,,,,0,,,,,0,1,,
4710972,,c,laundry,,,,,,,,,,,,,,
4719404,01:18:39.404,m,okay,0,,,,,0,,,,,0,0,,
4720798,,c,c,,,,,,,,,,,,,,
4721240,01:18:41.240,m,oops,0,,,,,0,,,,,0,0,,
4722514,01:18:42.514,m,oops,0,,,,,0,,,,,1,1,,
4723586,,c,ouchie,,,,,,,,,,,,,,
4724810,01:18:44.810,m,alright honey you have to give me the string,2,honey,string,,,2,you,me,,,0,2,,
4727289,01:18:47.289,m,may I please have the string?,1,string,,,,1,i,,,,0,2,,
4729162,01:18:49.162,m,argh,0,,,,,0,,,,,0,0,,
4730713,01:18:50.713,m,Dillie,1,dillie,,,,0,,,,,0,2,,
4731814,01:18:51.814,m,Dillie,1,dillie,,,,0,,,,,0,1,,
4732664,01:18:52.664,m,[laugh],0,,,,,0,,,,,0,2,,
4733072,01:18:53.72,m,come on,0,,,,,0,,,,,0,1,,
4733582,,c,c,,,,,,,,,,,,,,
4736370,01:18:56.370,m,xxx,0,,,,,0,,,,,0,1,,
4737013,01:18:57.13,m,come on Dillie,1,dillie,,,,0,,,,,0,2,,
4738478,01:18:58.478,m,Dillie come here,1,dillie,,,,0,,,,,0,1,,
4741762,01:19:01.762,m,come here,0,,,,,0,,,,,0,1,,
4744632,01:19:04.632,m,Dylan come on,1,dylan,,,,0,,,,,1,0,,
4746831,01:19:06.831,m,give me the string,1,string,,,,1,me,,,,0,0,,
4748202,,c,c,,,,,,,,,,,,,,
4749698,,c,c,,,,,,,,,,,,,,
4751670,01:19:11.670,m,here you want to push?,0,,,,,1,you,,,,0,0,,
4753234,,c,push push,,,,,,,,,,,,,,
4753812,01:19:13.812,m,push,0,,,,,0,,,,,1,1,,
4754254,01:19:14.254,m,very good,0,,,,,0,,,,,0,2,,
4755070,01:19:15.70,m,very good,0,,,,,0,,,,,2,0,,
4756056,,c,no,,,,,,,,,,,,,,
4757262,01:19:17.262,m,yes,0,,,,,0,,,,,0,0,,
4757824,01:19:17.824,m,no no not up that's up,0,,,,,1,that,,,,0,0,,
4759116,01:19:19.116,m,we want to go down,0,,,,,1,we,,,,0,0,,
4760578,01:19:20.578,m,down,0,,,,,0,,,,,2,2,,
4769860,,c,hi,,,,,,,,,,,,,,
4770812,01:19:30.812,m,[laugh],0,,,,,0,,,,,0,0,,
4771662,,c,what's that?,,,,,,,,,,,,,,
4773334,01:19:33.334,m,it's a camera,1,camera,,,,1,it,,,,0,0,,
4774314,01:19:34.314,m,that's a camera lovey,2,camera,lovey,,,1,that,,,,1,1,,
4779407,,c,what's that?,,,,,,,,,,,,,,
4781012,01:19:41.12,m,hmm?,0,,,,,0,,,,,1,4,,
4781522,01:19:41.522,m,camera,1,camera,,,,0,,,,,0,0,,
4786592,01:19:46.592,m,come come,0,,,,,0,,,,,1,0,,
4787336,,c,come,,,,,,,,,,,,,,
4792667,,c,c,,,,,,,,,,,,,,
4792878,01:19:52.878,m,whoah whoah whoah oh,0,,,,,0,,,,,1,0,,
4793762,01:19:53.762,m,yep very good,0,,,,,0,,,,,1,0,,
4795496,01:19:55.496,m,very good,0,,,,,0,,,,,0,0,,
4796312,,c,this,,,,,,,,,,,,,,
4797944,,c,b,,,,,,,,,,,,,,
4799370,01:19:59.370,m,no no no no touchy,0,,,,,0,,,,,1,3,,
4800630,01:20:00.630,m,no touchy lovey no touchy,1,lovey,,,,0,,,,,2,1,,
4802126,01:20:02.126,m,no touchy,0,,,,,0,,,,,0,1,,
4803214,01:20:03.214,m,no touchy,0,,,,,0,,,,,1,0,,
4804608,01:20:04.608,m,no touchy,0,,,,,0,,,,,1,2,,
4806274,01:20:06.274,m,come here come here,0,,,,,0,,,,,1,0,,
4807236,01:20:07.236,m,this way this way,1,way,,,,1,this,,,,1,0,,
4808246,01:20:08.246,m,[gasp],0,,,,,0,,,,,1,0,,
4808790,01:20:08.790,m,oh careful,0,,,,,0,,,,,1,0,,
4809804,01:20:09.804,m,come here,0,,,,,0,,,,,1,0,,
4813958,01:20:13.958,m,good girl,0,,,,,0,,,,,0,1,,
4815953,01:20:15.953,m,good girl,0,,,,,0,,,,,0,0,,
4817290,01:20:17.290,m,okay,0,,,,,0,,,,,1,0,,
4818412,01:20:18.412,m,here we go,0,,,,,1,we,,,,2,0,,
4821404,01:20:21.404,m,careful careful,0,,,,,0,,,,,0,0,,
4823852,,o,hi little one,,,,,,,,,,,,,,
4824328,01:20:24.328,m,hi,0,,,,,0,,,,,0,0,,
4824702,,o,how are you?,,,,,,,,,,,,,,
4825144,01:20:25.144,m,[laugh],0,,,,,0,,,,,1,0,,
4825586,01:20:25.586,m,hi hi,0,,,,,0,,,,,0,0,,
4827422,01:20:27.422,m,come here,0,,,,,0,,,,,1,0,,
4828102,01:20:28.102,m,this way love,2,way,love,,,1,this,,,,0,0,,
4829258,01:20:29.258,m,laundry,1,laundry,,,,0,,,,,0,0,,
