Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7
3415300,00:56:55.300,m,thank you,0,,,,,0,,,,,,,
3417578,00:56:57.578,m,oh,0,,,,,0,,,,,,,
3417714,00:56:57.714,m,yeah,0,,,,,0,,,,,,,
3418326,00:56:58.326,m,thank you,0,,,,,0,,,,,,,
3419482,00:56:59.482,m,and then I'm gonna sign,0,,,,,1,i,,,,,,
3420944,00:57:00.944,m,cat,1,cat,,,,0,,,,,,,
3422746,00:57:02.746,m,okay,0,,,,,0,,,,,,,
3423766,00:57:03.766,m,okay,0,,,,,0,,,,,,,
3424038,00:57:04.38,m,here,0,,,,,0,,,,,,,
3428322,00:57:08.322,m,I'm sure they get like,0,,,,,1,i,,,,,,
3430226,00:57:10.226,m,tons of these applications,1,applications,,,,1,these,,,,,,
3433286,00:57:13.286,m,silent applications,1,applications,,,,0,,,,,,,
3435190,00:57:15.190,m,thank you,0,,,,,0,,,,,,,
3448076,00:57:28.76,m,that's paper,1,paper,,,,1,that,,,,,,
3448994,00:57:28.994,m,that's cool,0,,,,,0,,,,,,,
3449402,00:57:29.402,m,that counts,0,,,,,1,that,,,,,,
3450932,00:57:30.932,m,this needs tape,1,tape,,,,1,this,,,,,,
3452462,00:57:32.462,m,the stickiness is yucky,1,stickiness,,,,0,,,,,,,
3453618,00:57:33.618,m,it's dead,0,,,,,1,it,,,,,,
3469360,00:57:49.360,m,it's beautiful,0,,,,,0,,,,,,,
3483844,00:58:03.844,m,awesome,0,,,,,0,,,,,,,
3485102,00:58:05.102,m,of course,0,,,,,0,,,,,,,
3485918,00:58:05.918,m,that is the only one that I'd like you to,0,,,,,3,that,i,you,,,,
3487244,00:58:07.244,m,nope,0,,,,,0,,,,,,,
3487686,00:58:07.686,m,okay,0,,,,,0,,,,,,,
3488842,00:58:08.842,m,I'm gonna take this,0,,,,,2,i,this,,,,,
3490678,00:58:10.678,m,and you keep this one,1,one,,,,2,you,this,,,,,
3494044,00:58:14.44,m,and this goes back in the drawer,1,drawer,,,,1,this,,,,,,
3498022,00:58:18.22,m,I know,0,,,,,0,,,,,,,
3498158,00:58:18.158,m,it's pretty awesome,0,,,,,1,it,,,,,,
3500538,00:58:20.538,m,but listen,0,,,,,0,,,,,,,
3501116,00:58:21.116,m,when you grow up,0,,,,,1,you,,,,,,
3502374,00:58:22.374,m,you can work in an office,1,office,,,,1,you,,,,,,
3504210,00:58:24.210,m,and you can just have like,0,,,,,1,you,,,,,,
3505196,00:58:25.196,m,a ton of post it notes just like,1,postitnotes,,,,0,,,,,,,
3506352,00:58:26.352,m,all day,0,,,,,0,,,,,,,
3508562,00:58:28.562,m,all day,0,,,,,0,,,,,,,
3509072,00:58:29.72,m,all the post it notes,2,postitnotes,,,,0,,,,,,,
3511452,00:58:31.452,m,that is a nope,0,,,,,1,that,,,,,,
3512132,00:58:32.132,m,it's empty,0,,,,,1,it,,,,,,
3512676,00:58:32.676,m,it's an empty notebook sweetie,2,notebook,sweetie,,,1,it,,,,,,
3516382,00:58:36.382,m,there are far more interesting books,1,books,,,,0,,,,,,,
3525222,00:58:45.222,m,what's,0,,,,,0,,,,,,,
3525392,00:58:45.392,m,oh,0,,,,,0,,,,,,,
3527874,00:58:47.874,m,uhoh,0,,,,,0,,,,,,,
3528758,00:58:48.758,m,you,0,,,,,1,you,,,,,,
3529336,00:58:49.336,m,have drawn in that book already,1,book,,,,1,that,,,,,,
3530832,00:58:50.832,m,where did I put the envelope?,1,envelope,,,,1,i,,,,,,
3533314,00:58:53.314,m,oh,0,,,,,0,,,,,,,
3533382,00:58:53.382,m,I brought it with me,0,,,,,3,i,it,me,,,,
3535762,00:58:55.762,m,uhoh,0,,,,,0,,,,,,,
3543922,00:59:03.922,m,I got that book in Istanbul,2,book,istanbul,,,2,i,that,,,,,
3566804,00:59:26.804,m,can I put that book away?,1,book,,,,2,i,that,,,,,
3567994,00:59:27.994,m,can you bring it here please?,0,,,,,2,you,it,,,,,
3574794,00:59:34.794,m,thank you so much,0,,,,,0,,,,,,,
3576120,00:59:36.120,m,you are the best helper,1,helper,,,,1,you,,,,,,
3577990,00:59:37.990,m,in the whole world,1,world,,,,0,,,,,,,
3581594,00:59:41.594,m,alright,0,,,,,0,,,,,,,
3583770,00:59:43.770,m,oh,0,,,,,0,,,,,,,
3584042,00:59:44.42,m,that's not where that goes,0,,,,,1,that,that,,,,,
3586014,00:59:46.14,m,alright,0,,,,,0,,,,,,,
3586252,00:59:46.252,m,so we're gonna take,0,,,,,1,we,,,,,,
3588224,00:59:48.224,m,the,0,,,,,0,,,,,,,
3588530,00:59:48.530,m,yeah,0,,,,,0,,,,,,,
3588802,00:59:48.802,m,that's yours,0,,,,,1,that,,,,,,
3589584,00:59:49.584,m,go for that one,1,one,,,,1,that,,,,,,
3591998,00:59:51.998,m,we're gonna take this,0,,,,,2,we,this,,,,,
3593256,00:59:53.256,m,and we're gonna put it here,0,,,,,2,we,it,,,,,
3596962,00:59:56.962,m,and then we're gonna forget about it for a couple days because that's what happens,1,days,,,,2,we,it,,,,,
3600634,01:00:00.634,m,what did I do with my coffee?,1,coffee,,,,2,i,my,,,,,
3611208,01:00:11.208,m,xxx,0,,,,,0,,,,,,,
3613860,01:00:13.860,m,yes,0,,,,,0,,,,,,,
3627868,01:00:27.868,m,I mean,0,,,,,1,i,,,,,,
3628004,01:00:28.4,m,I appreciate that you're asking for help,1,help,,,,2,i,you,,,,,
3629228,01:00:29.228,m,but I think you can do it,0,,,,,3,i,you,it,,,,
3634532,01:00:34.532,m,is that food?,1,food,,,,1,that,,,,,,
3635042,01:00:35.42,m,yes,0,,,,,0,,,,,,,
3641026,01:00:41.26,m,yeah,0,,,,,0,,,,,,,
3641196,01:00:41.196,m,no,0,,,,,0,,,,,,,
3641502,01:00:41.502,m,that's okay,0,,,,,0,,,,,,,
3641808,01:00:41.808,m,I got it,0,,,,,2,i,it,,,,,
3642658,01:00:42.658,m,can you just keep,0,,,,,1,you,,,,,,
3643508,01:00:43.508,m,keep your climbing?,1,climbing,,,,1,your,,,,,,
3652280,01:00:52.280,m,help?,0,,,,,0,,,,,,,
3667886,01:01:07.886,m,hi,0,,,,,0,,,,,,,
3671830,01:01:11.830,m,oh,0,,,,,0,,,,,,,
3672102,01:01:12.102,m,okay,0,,,,,0,,,,,,,
3672408,01:01:12.408,m,bye,0,,,,,0,,,,,,,
3674482,01:01:14.482,m,I love you,0,,,,,2,i,you,,,,,
3679004,01:01:19.4,m,you did it,0,,,,,2,you,it,,,,,
3679548,01:01:19.548,m,you don't need help,0,,,,,1,you,,,,,,
3692740,01:01:32.740,m,what are you trying to do up there?,0,,,,,1,you,,,,,,
3695188,01:01:35.188,m,that doesn't do anything,0,,,,,1,that,,,,,,
3697534,01:01:37.534,m,xxx,0,,,,,0,,,,,,,
3701002,01:01:41.2,m,hi,0,,,,,0,,,,,,,
3702872,01:01:42.872,m,what's up?,0,,,,,0,,,,,,,
3705728,01:01:45.728,m,well,0,,,,,0,,,,,,,
3705796,01:01:45.796,m,let's go do something else because we actually are,1,something,,,,1,we,,,,,,
3707836,01:01:47.836,m,are not supposed to leave while she's here,0,,,,,1,she,,,,,,
3711644,01:01:51.644,m,no,0,,,,,0,,,,,,,
3711882,01:01:51.882,m,we're not supposed to go outside,1,outside,,,,1,we,,,,,,
3713582,01:01:53.582,m,let's go play in your room,1,room,,,,1,your,,,,,,
3724734,01:02:04.734,m,okay,0,,,,,0,,,,,,,
3726128,01:02:06.128,m,what can we do in here?,0,,,,,1,we,,,,,,
3728984,01:02:08.984,m,how about we do some counting?,0,,,,,1,we,,,,,,
3731534,01:02:11.534,m,and some colors,1,colors,,,,0,,,,,,,
3733642,01:02:13.642,m,yeah,0,,,,,0,,,,,,,
3734220,01:02:14.220,m,color,0,,,,,0,,,,,,,
3734866,01:02:14.866,m,alright,0,,,,,0,,,,,,,
3735954,01:02:15.954,m,let's see,0,,,,,0,,,,,,,
3736668,01:02:16.668,m,we'll do colors first,1,colors,,,,1,we,,,,,,
3738980,01:02:18.980,m,what color is this ball?,2,color,ball,,,1,this,,,,,,
3741700,01:02:21.700,m,green,1,green,,,,0,,,,,,,
3744250,01:02:24.250,m,what color is this ball?,2,color,ball,,,1,this,,,,,,
3746052,01:02:26.52,m,blue,1,blue,,,,0,,,,,,,
3748160,01:02:28.160,m,what color is this ball?,2,color,ball,,,1,this,,,,,,
3751934,01:02:31.934,m,no no no,0,,,,,0,,,,,,,
3752478,01:02:32.478,m,that's,0,,,,,1,that,,,,,,
3752920,01:02:32.920,m,that's orange,1,orange,,,,1,that,,,,,,
3753566,01:02:33.566,m,what color is this one?,2,color,one,,,1,this,,,,,,
3756014,01:02:36.14,m,yellow,0,,,,,1,yellow,,,,,,
3756694,01:02:36.694,m,good job,0,,,,,0,,,,,,,
3757510,01:02:37.510,m,alright,0,,,,,0,,,,,,,
3757884,01:02:37.884,m,now what color is this one?,2,this,one,,,1,this,,,,,,
3761080,01:02:41.80,m,huh?,0,,,,,0,,,,,,,
3764072,01:02:44.72,m,I feel like you're saying it backwards,0,,,,,2,i,it,,,,,
3765534,01:02:45.534,m,try again,0,,,,,0,,,,,,,
3766078,01:02:46.78,m,what color?,1,color,,,,0,,,,,,,
3767982,01:02:47.982,m,you said it already,0,,,,,2,you,it,,,,,
3773898,01:02:53.898,m,orange,1,orange,,,,0,,,,,,,
3776244,01:02:56.244,m,there we go,0,,,,,1,we,,,,,,
3778080,01:02:58.80,m,what color is this ball?,2,color,ball,,,1,this,,,,,,
3782228,01:03:02.228,m,pink,1,pink,,,,0,,,,,,,
3783214,01:03:03.214,m,this is the last one,1,one,,,,1,this,,,,,,
3784098,01:03:04.98,m,what color is this ball?,2,color,ball,,,1,this,,,,,,
3787838,01:03:07.838,m,red,1,red,,,,0,,,,,,,
3788654,01:03:08.654,m,yeah,0,,,,,0,,,,,,,
3788892,01:03:08.892,m,where are you,0,,,,,1,you,,,,,,
3789300,01:03:09.300,m,where are you trying to go?,0,,,,,1,you,,,,,,
3790830,01:03:10.830,m,what are you trying to do?,0,,,,,1,you,,,,,,
3791612,01:03:11.612,m,no,0,,,,,0,,,,,,,
3792020,01:03:12.20,m,sir,0,,,,,0,,,,,,,
3792326,01:03:12.326,m,you don't go back there,0,,,,,1,you,,,,,,
3794060,01:03:14.60,m,that's what the tent is in your way for,2,tent,way,,,2,that,your,,,,,
3796610,01:03:16.610,m,huh?,0,,,,,0,,,,,,,
3801370,01:03:21.370,m,this one?,1,one,,,,1,this,,,,,,
3803342,01:03:23.342,m,this one?,1,one,,,,1,this,,,,,,
3805144,01:03:25.144,m,e@ i@ e@ i@ o@,0,,,,,0,,,,,,,
3806436,01:03:26.436,m,we can do e@ i@ e@ i@ o@,0,,,,,1,we,,,,,,
3809292,01:03:29.292,m,alright let's find a good page,1,page,,,,0,,,,,,,
3811332,01:03:31.332,m,e@ i@ e@ i@ o@,0,,,,,0,,,,,,,
3812896,01:03:32.896,m,lets see xxx is probably the best one,1,one,,,,0,,,,,,,
3816058,01:03:36.58,m,what's uhoh?,0,,,,,0,,,,,,,
3816704,01:03:36.704,m,alright,0,,,,,0,,,,,,,
3819424,01:03:39.424,m,sure,0,,,,,0,,,,,,,
3828944,01:03:48.944,m,they had an Ema?,1,ema,,,,1,they,,,,,,
3868486,01:04:28.486,m,want some privacy?,1,privacy,,,,0,,,,,,,
3870356,01:04:30.356,m,cool,0,,,,,0,,,,,,,
3897216,01:04:57.216,m,can you make that noise?,1,noise,,,,2,you,that,,,,,
3898882,01:04:58.882,m,yeah,0,,,,,0,,,,,,,
3899698,01:04:59.698,m,here an,0,,,,,0,,,,,,,
4021282,01:07:01.282,m,I'm,0,,,,,1,i,,,,,,
4021520,01:07:01.520,m,I'm up with it ready?,0,,,,,2,i,it,,,,,
4039506,01:07:19.506,m,yeah,0,,,,,0,,,,,,,
4039744,01:07:19.744,m,you're reading?,0,,,,,1,you,,,,,,
4041716,01:07:21.716,m,what does it say?,0,,,,,1,it,,,,,,
4045116,01:07:25.116,m,xxx,0,,,,,0,,,,,,,
4069018,01:07:49.18,m,good job,0,,,,,0,,,,,,,
4069528,01:07:49.528,m,xxx,0,,,,,0,,,,,,,
4074152,01:07:54.152,m,you remember what it's called?,0,,,,,2,you,it,,,,,
4096626,01:08:16.626,m,what's,0,,,,,0,,,,,,,
4098190,01:08:18.190,m,what's,0,,,,,0,,,,,,,
4099856,01:08:19.856,m,can you be more specific?,0,,,,,1,you,,,,,,
4103460,01:08:23.460,m,you mean the milk stains on the floor?,2,stains,floor,,,1,you,,,,,,
4105976,01:08:25.976,m,do you wanna clean it?,0,,,,,2,you,it,,,,,
4109104,01:08:29.104,m,that Papa said you poured on the floor yesterday?,2,papa,floor,,,1,you,,,,,,
4112776,01:08:32.776,m,I was not here for that,0,,,,,2,i,that,,,,,
4117434,01:08:37.434,m,here,0,,,,,0,,,,,,,
4128042,01:08:48.42,m,good job,0,,,,,0,,,,,,,
4130320,01:08:50.320,m,you are the best helper,1,helper,,,,1,you,,,,,,
4143376,01:09:03.376,m,what's,0,,,,,0,,,,,,,
4144600,01:09:04.600,m,you're doing great,0,,,,,1,you,,,,,,
4146096,01:09:06.96,m,yeah,0,,,,,0,,,,,,,
4146334,01:09:06.334,m,there's still some more,0,,,,,0,,,,,,,
4146946,01:09:06.946,m,there's some right there you wanna get that one right there?,1,one,,,,2,you,that,,,,,
4149462,01:09:09.462,m,nice job,0,,,,,0,,,,,,,
4154494,01:09:14.494,m,I think we're okay,0,,,,,2,i,we,,,,,
4158064,01:09:18.64,m,there's some right here,0,,,,,0,,,,,,,
4159390,01:09:19.390,m,underneath your knee,1,knee,,,,1,your,,,,,,
4162314,01:09:22.314,m,oh look you know what your knee is,1,knee,,,,2,you,your,,,,,
4168162,01:09:28.162,m,okay,0,,,,,0,,,,,,,
4170168,01:09:30.168,m,do you wanna throw these out?,0,,,,,2,you,these,,,,,
4193152,01:09:53.152,m,there's one in your other hand,2,one,hand,,,1,your,,,,,,
4196178,01:09:56.178,m,yup,0,,,,,0,,,,,,,
4198898,01:09:58.898,m,good job,0,,,,,0,,,,,,,
4200054,01:10:00.54,m,good job,0,,,,,0,,,,,,,
4201652,01:10:01.652,m,alright,0,,,,,0,,,,,,,
4202502,01:10:02.502,m,high five,0,,,,,0,,,,,,,
4204848,01:10:04.848,m,didn't even look,0,,,,,0,,,,,,,
4210050,01:10:10.50,m,you want her to go in your room?,1,room,,,,3,you,her,your,,,,
4265878,01:11:05.878,m,hi,0,,,,,0,,,,,,,
4269210,01:11:09.210,m,can we come in?,0,,,,,0,,,,,,,
4271182,01:11:11.182,m,I brought you some balls,1,balls,,,,2,i,you,,,,,
4273188,01:11:13.188,m,do you wanna do some bumba?,1,bumba,,,,1,you,,,,,,
4275636,01:11:15.636,m,yeah?,0,,,,,0,,,,,,,
4275942,01:11:15.942,m,you wanna bumba?,1,bumba,,,,1,you,,,,,,
4278968,01:11:18.968,m,we have to get the balls to bumba,2,balls,bumba,,,1,we,,,,,,
4284136,01:11:24.136,m,yep,0,,,,,0,,,,,,,
4285938,01:11:25.938,m,uh oh,0,,,,,0,,,,,,,
4289066,01:11:29.66,m,if you pour them out,0,,,,,2,you,them,,,,,
4290052,01:11:30.52,m,we can't bumba,1,bumba,,,,1,we,,,,,,
4297464,01:11:37.464,m,do you wanna,0,,,,,1,you,,,,,,
4297906,01:11:37.906,m,here,0,,,,,0,,,,,,,
4298076,01:11:38.76,m,if you do some clean up,0,,,,,1,you,,,,,,
4299572,01:11:39.572,m,then we can bumba,1,bumba,,,,1,we,,,,,,
4302564,01:11:42.564,m,yeah,0,,,,,0,,,,,,,
4305862,01:11:45.862,m,you know,0,,,,,1,you,,,,,,
4306236,01:11:46.236,m,you have to get the balls,1,balls,,,,1,you,,,,,,
4308616,01:11:48.616,m,and put them in the bucket,1,bucket,,,,1,them,,,,,,
4309670,01:11:49.670,m,so we can bumba,1,bumba,,,,1,we,,,,,,
4313546,01:11:53.546,m,do you wanna bumba?,1,bumba,,,,1,you,,,,,,
4317014,01:11:57.14,m,throw the balls,1,balls,,,,0,,,,,,,
4320142,01:12:00.142,m,yeah,0,,,,,0,,,,,,,
4324052,01:12:04.52,m,here,0,,,,,0,,,,,,,
4326194,01:12:06.194,m,more what?,0,,,,,0,,,,,,,
4331566,01:12:11.566,m,more up down up down?,0,,,,,0,,,,,,,
4340406,01:12:20.406,m,up down up down,0,,,,,0,,,,,,,
4350334,01:12:30.334,m,okay,0,,,,,0,,,,,,,
4350640,01:12:30.640,m,the first words are definitely up,1,words,,,,0,,,,,,,
4353020,01:12:33.20,m,what's the second word you're saying?,1,word,,,,0,,,,,,,
4357372,01:12:37.372,m,yeah,0,,,,,0,,,,,,,
4357644,01:12:37.644,m,up down up down,0,,,,,0,,,,,,,
4358494,01:12:38.494,m,you want,0,,,,,1,you,,,,,,
4358936,01:12:38.936,m,you want me to do up down?,0,,,,,2,you,me,,,,,
4368014,01:12:48.14,m,you wanna do some up down?,0,,,,,1,you,,,,,,
4371584,01:12:51.584,m,okay,0,,,,,0,,,,,,,
4371856,01:12:51.856,m,let's see,0,,,,,0,,,,,,,
4373624,01:12:53.624,m,alright,0,,,,,0,,,,,,,
4373930,01:12:53.930,m,you call it,0,,,,,2,you,it,,,,,
4374882,01:12:54.882,m,you tell me up or down okay?,0,,,,,2,you,me,,,,,
4378520,01:12:58.520,m,well it has to be one at a time,0,,,,,1,it,,,,,,
4379676,01:12:59.676,m,we can't do up and down at the same time,1,time,,,,1,we,,,,,,
4381818,01:13:01.818,m,so right now we're up,0,,,,,1,we,,,,,,
4384096,01:13:04.96,m,what's after down?,0,,,,,0,,,,,,,
4385524,01:13:05.524,m,okay,0,,,,,0,,,,,,,
4386578,01:13:06.578,m,up,0,,,,,0,,,,,,,
4388482,01:13:08.482,m,down,0,,,,,0,,,,,,,
4395384,01:13:15.384,m,down,0,,,,,0,,,,,,,
4398954,01:13:18.954,m,I don't know what that one was,1,one,,,,2,i,that,,,,,
4401776,01:13:21.776,m,up,0,,,,,0,,,,,,,
4402286,01:13:22.286,m,good,0,,,,,0,,,,,,,
4403884,01:13:23.884,m,down,0,,,,,0,,,,,,,
4405822,01:13:25.822,m,up,0,,,,,0,,,,,,,
4408134,01:13:28.134,m,down,0,,,,,0,,,,,,,
4410276,01:13:30.276,m,up,0,,,,,0,,,,,,,
4412112,01:13:32.112,m,no?,0,,,,,0,,,,,,,
4414016,01:13:34.16,m,outside?,1,outside,,,,0,,,,,,,
4415784,01:13:35.784,m,yes,0,,,,,0,,,,,,,
4416056,01:13:36.56,m,that's right,0,,,,,1,that,,,,,,
4417450,01:13:37.450,m,what do you call that?,0,,,,,2,you,that,,,,,
4421700,01:13:41.700,m,no it's not rain,0,,,,,1,it,,,,,,
4423944,01:13:43.944,m,snow,1,snow,,,,0,,,,,,,
4425712,01:13:45.712,m,that's right,0,,,,,1,that,,,,,,
4426426,01:13:46.426,m,do you know the sign?,1,sign,,,,1,you,,,,,,
4426902,01:13:46.902,m,that was the sign for rain,1,rain,,,,1,that,,,,,,
4427752,01:13:47.752,m,do you know the sign for snow?,1,snow,,,,1,you,,,,,,
4430846,01:13:50.846,m,the sign for snow is the same as the sign for rain except you wiggle your fingers,4,sign,snow,rain,fingers,2,you,your,,,,,
4435640,01:13:55.640,m,that's right,0,,,,,0,,,,,,,
4437136,01:13:57.136,m,so this is rain,0,,,,,1,this,,,,,,
4439142,01:13:59.142,m,and then this is snow,1,snow,,,,1,this,,,,,,
4443460,01:14:03.460,m,yeah,0,,,,,0,,,,,,,
4446078,01:14:06.78,m,you wanna look at it?,0,,,,,2,you,it,,,,,
4447948,01:14:07.948,m,do you want me to get the step stool,1,stepstool,,,,2,you,me,,,,,
4449002,01:14:09.2,m,so you can look at it?,0,,,,,2,you,it,,,,,
4450498,01:14:10.498,m,step stool,1,stepstool,,,,0,,,,,,,
4451892,01:14:11.892,m,okay,0,,,,,0,,,,,,,
4455394,01:14:15.394,m,big one or little one?,2,bigone,littleone,,,0,,,,,,,
4456346,01:14:16.346,m,let's get the little one,1,littleone,,,,0,,,,,,,
4466852,01:14:26.852,m,this is,0,,,,,1,this,,,,,,
4467566,01:14:27.566,m,this is the standing one,1,standingone,,,,1,this,,,,,,
4470082,01:14:30.82,m,yeah,0,,,,,0,,,,,,,
4470864,01:14:30.864,m,do you want the sitting one,1,sittingone,,,,1,you,,,,,,
4471646,01:14:31.646,m,or is the standing one okay?,1,standingone,,,,0,,,,,,,
4480486,01:14:40.486,m,yeah,0,,,,,0,,,,,,,
4480588,01:14:40.588,m,it's cold,0,,,,,1,it,,,,,,
4484464,01:14:44.464,m,man,0,,,,,0,,,,,,,
4484872,01:14:44.872,m,we need to trim your fingernails,1,fingernails,,,,2,we,your,,,,,
4488136,01:14:48.136,m,man,0,,,,,0,,,,,,,
4488544,01:14:48.544,m,maybe you'll be on good behavior because there's an observer,2,behavior,observer,,,1,you,,,,,,
4492862,01:14:52.862,m,which I'm not supposed to remind you about,0,,,,,2,i,you,,,,,
4497622,01:14:57.622,m,yeah cold,0,,,,,0,,,,,,,
4500444,01:15:00.444,m,hot,0,,,,,0,,,,,,,
4501396,01:15:01.396,m,so,0,,,,,0,,,,,,,
4502246,01:15:02.246,m,so if,0,,,,,0,,,,,,,
4504966,01:15:04.966,m,if it wasn't,0,,,,,1,it,,,,,,
4506394,01:15:06.394,m,yucky outside and I,1,outside,,,,1,i,,,,,,
4508298,01:15:08.298,m,didn't,0,,,,,0,,,,,,,
4508638,01:15:08.638,m,have a researcher here,1,researcher,,,,0,,,,,,,
4509862,01:15:09.862,m,we would be running errands right now,1,errands,,,,1,we,,,,,,
4512344,01:15:12.344,m,we'd go to the,0,,,,,1,we,,,,,,
4525196,01:15:25.196,m,keep sticking your fingers in my armpits,2,fingers,armpits,,,2,your,my,,,,,
4527032,01:15:27.32,m,and I'm worried about,0,,,,,1,i,,,,,,
4528596,01:15:28.596,m,what I'm wearing,0,,,,,1,i,,,,,,
4530296,01:15:30.296,m,there,0,,,,,0,,,,,,,
4531860,01:15:31.860,m,and then we would go to,0,,,,,1,we,,,,,,
4550832,01:15:50.832,m,said the,0,,,,,0,,,,,,,
4551410,01:15:51.410,m,magic word,1,word,,,,0,,,,,,,
4555592,01:15:55.592,m,so yeah that,0,,,,,1,that,,,,,,
4556442,01:15:56.442,m,we probably would've done that today,0,,,,,2,we,that,,,,,
4619036,01:16:59.36,m,up,0,,,,,0,,,,,,,
4619580,01:16:59.580,m,yeah,0,,,,,0,,,,,,,
4620158,01:17:00.158,m,that's right,0,,,,,0,,,,,,,
4622674,01:17:02.674,m,down,0,,,,,0,,,,,,,
4624034,01:17:04.34,m,up,0,,,,,0,,,,,,,
4625496,01:17:05.496,m,what's the opposite of up?,1,opposite,,,,0,,,,,,,
4627910,01:17:07.910,m,down,0,,,,,0,,,,,,,
4629406,01:17:09.406,m,down,0,,,,,0,,,,,,,
4631412,01:17:11.412,m,hot,0,,,,,0,,,,,,,
4631956,01:17:11.956,m,that's true,0,,,,,1,that,,,,,,
4632738,01:17:12.738,m,that we are in front of the radiator,1,radiator,,,,1,we,,,,,,
4635798,01:17:15.798,m,yeah,0,,,,,0,,,,,,,
4637668,01:17:17.668,m,how's your nose doing?,1,nose,,,,1,your,,,,,,
4638790,01:17:18.790,m,do you wanna push out?,0,,,,,1,you,,,,,,
4641068,01:17:21.68,m,no?,0,,,,,0,,,,,,,
4642054,01:17:22.54,m,okay,0,,,,,0,,,,,,,
4643992,01:17:23.992,m,outside,1,outside,,,,0,,,,,,,
4644910,01:17:24.910,m,I know you wanna go outside so badly,1,outside,,,,2,i,you,,,,,
4646372,01:17:26.372,m,you love being outside,1,outside,,,,1,you,,,,,,
4652560,01:17:32.560,m,what?,0,,,,,0,,,,,,,
4653818,01:17:33.818,m,no,0,,,,,0,,,,,,,
4654022,01:17:34.22,m,no jumping,0,,,,,0,,,,,,,
4654498,01:17:34.498,m,no jumping on this,0,,,,,1,this,,,,,,
4655212,01:17:35.212,m,you wanna jump?,0,,,,,1,you,,,,,,
4656334,01:17:36.334,m,you can totally jump on the floor,1,floor,,,,1,you,,,,,,
4658272,01:17:38.272,m,show me how good you jump,0,,,,,2,me,you,,,,,
4659598,01:17:39.598,m,now we're going all the way,1,way,,,,1,we,,,,,,
4662658,01:17:42.658,m,okay,0,,,,,0,,,,,,,
4664086,01:17:44.86,m,were you looking at the clouds?,1,clouds,,,,1,you,,,,,,
4665378,01:17:45.378,m,do you wanna look at the clouds on your ceiling?,2,clouds,ceiling,,,2,you,your,,,,,
4668812,01:17:48.812,m,yeah,0,,,,,0,,,,,,,
4669424,01:17:49.424,m,I see all these beautiful clouds,1,clouds,,,,2,i,these,,,,,
4670920,01:17:50.920,m,that's right,0,,,,,1,that,,,,,,
4671464,01:17:51.464,m,Titi painted the clouds for you,2,titi,clouds,,,1,you,,,,,,
4674762,01:17:54.762,m,Ema painted the trees,2,ema,trees,,,0,,,,,,,
4677652,01:17:57.652,m,yeah,0,,,,,0,,,,,,,
4677924,01:17:57.924,m,but Ema used the stencil,2,ema,stencil,,,0,,,,,,,
4679080,01:17:59.80,m,Titi painted the clouds freehand cause she's a great artist,2,titi,clouds,artist,,1,she,,,,,,
4683908,01:18:03.908,m,yes?,0,,,,,0,,,,,,,
4684758,01:18:04.758,m,yes?,0,,,,,0,,,,,,,
4686186,01:18:06.186,m,yes?,0,,,,,0,,,,,,,
4687954,01:18:07.954,m,yes?,0,,,,,0,,,,,,,
4690436,01:18:10.436,m,yes?,0,,,,,0,,,,,,,
4691830,01:18:11.830,m,no,0,,,,,0,,,,,,,
4692102,01:18:12.102,m,Titi's responsible for your beautiful ceiling,2,titi,ceiling,,,1,your,,,,,,
4695876,01:18:15.876,m,yeah,0,,,,,0,,,,,,,
4697984,01:18:17.984,m,I'm,0,,,,,1,i,,,,,,
4698392,01:18:18.392,m,I'm here,0,,,,,1,i,,,,,,
4699276,01:18:19.276,m,I'm Ema,1,ema,,,,1,i,,,,,,
4699990,01:18:19.990,m,I'm here,0,,,,,1,i,,,,,,
4702540,01:18:22.540,m,Titi yeah,1,titi,,,,0,,,,,,,
4703356,01:18:23.356,m,Titi painted the ceiling,2,titi,ceiling,,,0,,,,,,,
4705192,01:18:25.192,m,E Ema painted the trees,2,ema,trees,,,0,,,,,,,
4707912,01:18:27.912,m,and that painting right there,1,painting,,,,1,that,,,,,,
4709816,01:18:29.816,m,she painted that painting,1,painting,,,,2,she,that,,,,,
4711108,01:18:31.108,m,but that was with a,0,,,,,1,that,,,,,,
4712094,01:18:32.94,m,that was a class where they teach you how to paint a painting so I wouldn't,1,class,,,,4,that,they,you,i,,,
4716888,01:18:36.888,m,be concerned about my skills when it comes to that,1,skills,,,,3,my,it,that,,,,
4729468,01:18:49.468,m,you heard,0,,,,,1,you,,,,,,
4729978,01:18:49.978,m,you heard the hall,1,hall,,,,1,you,,,,,,
4731134,01:18:51.134,m,you heard somebody open a door in the hallway,3,somebody,door,hallway,,1,you,,,,,,
4733650,01:18:53.650,m,yeah,0,,,,,0,,,,,,,
4734330,01:18:54.330,m,you heard a lock turn,1,lock,,,,1,you,,,,,,
4736948,01:18:56.948,m,yeah,0,,,,,0,,,,,,,
4741810,01:19:01.810,m,let's see,0,,,,,0,,,,,,,
4742354,01:19:02.354,m,this doesn't have any structure,1,structure,,,,1,this,,,,,,
4743476,01:19:03.476,m,what even,0,,,,,0,,,,,,,
